"T0","T","gini_null_median","gini_null_lo","gini_null_hi"
5.5,5.5,0,0,0
5.5,5.66306164489796,0.148148148148148,0,0.272463768115942
5.5,5.82612328979592,0.236363636363636,0.101960784313726,0.350661375661376
5.5,5.98918493469388,0.294949494949495,0.175438596491228,0.415249299719888
5.5,6.15224657959184,0.33968253968254,0.222166666666667,0.457887962556677
5.5,6.3153082244898,0.364665866346539,0.245602716468591,0.487204301075269
5.5,6.47836986938776,0.386085904416213,0.2665625,0.506703703703704
5.5,6.64143151428571,0.401418600264101,0.276916666666667,0.533369963369963
5.5,6.80449315918367,0.41828947368421,0.292450667611958,0.552420225822288
5.5,6.96755480408163,0.426478873239437,0.3009476160382,0.567673569427771
5.5,7.13061644897959,0.440117373976262,0.301022871376812,0.565173441734417
5.5,7.29367809387755,0.44538522479699,0.312267928150281,0.567302485937216
5.5,7.45673973877551,0.451473568409473,0.306268296200159,0.580119362332772
5.5,7.61980138367347,0.455583338816872,0.312124476756995,0.585222222222222
5.5,7.78286302857143,0.45593504851559,0.328607120131284,0.588779652844744
5.5,7.94592467346939,0.460678352049283,0.31686774085806,0.59758177051825
5.5,8.10898631836735,0.458951174553273,0.324297704627363,0.593854516763222
5.5,8.2720479632653,0.460058213478659,0.317574332936334,0.604444557818965
5.5,8.43510960816326,0.460696895661,0.322792940050925,0.593724041286011
5.5,8.59817125306122,0.457613033385834,0.329899635711569,0.604249520251772
5.5,8.76123289795918,0.461500176237439,0.329270577200335,0.596216344042431
5.5,8.92429454285714,0.461612685986068,0.317713825871883,0.607264803890048
5.5,9.0873561877551,0.46514307788012,0.330163541968862,0.603668385838632
5.5,9.25041783265306,0.471370807152416,0.324746184068242,0.607431579315531
5.5,9.41347947755102,0.4683860910633,0.329915215214282,0.602261554531697
5.5,9.57654112244898,0.463808677531574,0.331968604088198,0.609140591942289
5.5,9.73960276734694,0.466376052159638,0.323345763370647,0.604681151906612
5.5,9.9026644122449,0.467529261882144,0.321782917363591,0.608615906555698
5.5,10.0657260571429,0.464802635280194,0.331980641610213,0.596102019913255
5.5,10.2287877020408,0.46199660155586,0.318209496709979,0.600009725985748
5.5,10.3918493469388,0.461001738498701,0.310992720632702,0.617674257076314
5.5,10.5549109918367,0.467611579242067,0.335372205600943,0.60059749709474
5.5,10.7179726367347,0.463971189391158,0.328795842808446,0.607844847701408
5.5,10.8810342816327,0.467604620253815,0.319685644924086,0.610881956959207
5.5,11.0440959265306,0.466942901213606,0.328611719042526,0.609984124523011
5.5,11.2071575714286,0.467642090550855,0.325761747154718,0.613278764794043
5.5,11.3702192163265,0.462881223182449,0.330234774316946,0.600317407589474
5.5,11.5332808612245,0.466659697119819,0.321361735305847,0.607893806931427
5.5,11.6963425061224,0.469071813420519,0.335655207260679,0.599277145191306
5.5,11.8594041510204,0.46607053204013,0.317779499951225,0.606180656614974
5.5,12.0224657959184,0.469024296946704,0.32545243356899,0.61380513005142
5.5,12.1855274408163,0.464782720590928,0.324026889449838,0.606597376892953
5.5,12.3485890857143,0.464853490910488,0.324878658450521,0.611088774375939
5.5,12.5116507306122,0.466473427511619,0.32984765478115,0.599788119319388
5.5,12.6747123755102,0.463604373499436,0.332322265629078,0.598039456809171
5.5,12.8377740204082,0.459541672404036,0.322821063803939,0.611404244151308
5.5,13.0008356653061,0.466028095620043,0.319286470554024,0.609561391967303
5.5,13.1638973102041,0.465294581278733,0.315101905747509,0.60204691049312
5.5,13.326958955102,0.470719473719688,0.34074794069634,0.605767854832226
5.5,13.4900206,0.466467972891424,0.322787722958676,0.60564496125281
6,6,0,0,0
6,6.15285756326531,0.135468167713391,0.0965397215397216,0.176532357554928
6,6.30571512653061,0.224279287581833,0.182201348747592,0.263646312776581
6,6.45857268979592,0.286430862026958,0.247043560606061,0.324332963912535
6,6.61143025306122,0.329381858451626,0.292456958246432,0.368235665640748
6,6.76428781632653,0.363648388648389,0.326927553644667,0.402465714706006
6,6.91714537959184,0.388377254069282,0.350226485696991,0.430283489543878
6,7.07000294285714,0.408003525438638,0.366336476783557,0.451353975359657
6,7.22286050612245,0.425248734530696,0.382905474189065,0.468824723520087
6,7.37571806938776,0.437946327745357,0.395513792154341,0.47914485620254
6,7.52857563265306,0.44790484760803,0.403487347342279,0.495261954125703
6,7.68143319591837,0.456037481037481,0.40887585272817,0.501672859839076
6,7.83429075918367,0.463328057326691,0.417849419327449,0.509359006671834
6,7.98714832244898,0.469083046871658,0.422561142848747,0.511587852826793
6,8.14000588571428,0.47253332435667,0.426905303752614,0.520276311742954
6,8.29286344897959,0.478347059483396,0.428556870810737,0.524907939931776
6,8.4457210122449,0.480798585162513,0.427990438785893,0.531320017535132
6,8.5985785755102,0.482999037938115,0.436921629692832,0.530739887700681
6,8.75143613877551,0.485190642108714,0.436988466238442,0.53613129913982
6,8.90429370204082,0.48769310746987,0.438909324569755,0.532647864779793
6,9.05715126530612,0.489205736160948,0.440392888064916,0.537235067107413
6,9.21000882857143,0.491437618321042,0.443879380219483,0.539128694318052
6,9.36286639183673,0.491194770926166,0.437199301076719,0.539204211723967
6,9.51572395510204,0.490475544483889,0.442135878498123,0.536969839211647
6,9.66858151836735,0.491994479928525,0.446026135587732,0.540990867616142
6,9.82143908163265,0.493378974248877,0.44407477677788,0.54334811702217
6,9.97429664489796,0.491802968573207,0.443123375709259,0.539781990527333
6,10.1271542081633,0.495005834318186,0.444793344409781,0.543961896661971
6,10.2800117714286,0.494048649629233,0.444178243902881,0.543609190394247
6,10.4328693346939,0.494709943917167,0.442984855789936,0.543231849867343
6,10.5857268979592,0.494330519095195,0.443685028345982,0.543642828851956
6,10.7385844612245,0.494145712713215,0.444450791269554,0.541783475760138
6,10.8914420244898,0.495915567293744,0.444964709143654,0.53922968983825
6,11.0442995877551,0.497197249438041,0.445881784127201,0.547916264382312
6,11.1971571510204,0.494788657554146,0.446153315942294,0.545672049900791
6,11.3500147142857,0.496531086802887,0.449595442659243,0.541446798553353
6,11.502872277551,0.495350589018459,0.446836762708434,0.547147165251023
6,11.6557298408163,0.496028225790556,0.445577347153783,0.544732305596868
6,11.8085874040816,0.4955755023945,0.448701362106798,0.545583968885804
6,11.9614449673469,0.495832691512836,0.446637171087084,0.54376797151827
6,12.1143025306122,0.497132837463413,0.44603703237127,0.545856975422703
6,12.2671600938775,0.495568823939101,0.446095381121003,0.546466090259273
6,12.4200176571429,0.495675867296979,0.449473609001296,0.540051397498023
6,12.5728752204082,0.49697989688266,0.450986060981356,0.547706764668203
6,12.7257327836735,0.495830331772326,0.444582958982128,0.547047453886336
6,12.8785903469388,0.496348708330049,0.448599180192682,0.545439876324322
6,13.0314479102041,0.496246751646881,0.442494127721675,0.544055250635416
6,13.1843054734694,0.493364855744297,0.446557618552709,0.539757520653091
6,13.3371630367347,0.498103126578771,0.447265911337148,0.54282693088816
6,13.4900206,0.494918145691747,0.446205769097096,0.539576769333955
6.5,6.5,0,0,0
6.5,6.64265348163265,0.1161920733314,0.0966270697901676,0.133351242299472
6.5,6.78530696326531,0.19749283466337,0.178713915638953,0.214333288900434
6.5,6.92796044489796,0.256165720358366,0.237977823291477,0.273330039350539
6.5,7.07061392653061,0.30048222616715,0.28449440572377,0.318277899658531
6.5,7.21326740816327,0.334932773285693,0.316496914037205,0.353009592764556
6.5,7.35592088979592,0.362593901326669,0.34659621683279,0.380672652604252
6.5,7.49857437142857,0.384880461203366,0.366427230409204,0.401633323977121
6.5,7.64122785306122,0.40327693386799,0.385976566814822,0.422409155020953
6.5,7.78388133469388,0.417923699407035,0.397804258171006,0.43603041689217
6.5,7.92653481632653,0.429287486451511,0.409801615005467,0.448303711924185
6.5,8.06918829795918,0.440326103606646,0.419601078726009,0.458607840997122
6.5,8.21184177959184,0.448512480571352,0.428525231784857,0.468978508936666
6.5,8.35449526122449,0.456409038804886,0.435490976485146,0.476354553849266
6.5,8.49714874285714,0.461616130509671,0.442134446137712,0.483011937583514
6.5,8.6398022244898,0.467190048580472,0.446219329008262,0.487888437644312
6.5,8.78245570612245,0.470891386246606,0.45158243460645,0.491611073162707
6.5,8.9251091877551,0.47509131446049,0.454337423983282,0.496655007113016
6.5,9.06776266938775,0.478753148904564,0.45746748388681,0.503060823561574
6.5,9.21041615102041,0.481453345444808,0.458304921671477,0.501550408951375
6.5,9.35306963265306,0.483591318690769,0.460346327965935,0.505643240496524
6.5,9.49572311428571,0.485248529160334,0.464616733883172,0.506168214314513
6.5,9.63837659591837,0.488180240530235,0.467456941883645,0.508362175269472
