"T0","T","gini"
8,9.34449484081633,0.471376087588224
8,9.45653607755102,0.485581005803305
8,9.56857731428571,0.499032649475193
8,9.68061855102041,0.511530721869506
8,9.7926597877551,0.523370705311368
8,9.9047010244898,0.535243584840077
8,10.0167422612245,0.546930911371054
8,10.1287834979592,0.557974820499155
8,10.2408247346939,0.568800353008759
8,10.3528659714286,0.579054224382746
8,10.4649072081633,0.588881462547003
8,10.576948444898,0.598528440015436
8,10.6889896816327,0.607873412941674
8,10.8010309183673,0.616916399003476
8,10.913072155102,0.625262102207225
8,11.0251133918367,0.633565374373041
8,11.1371546285714,0.64139853595143
8,11.2491958653061,0.649197850891328
8,11.3612371020408,0.6567321420897
8,11.4732783387755,0.663787784258931
8,11.5853195755102,0.670704740054932
8,11.6973608122449,0.677206850952469
8,11.8094020489796,0.683469998344208
8,11.9214432857143,0.689662072683006
8,12.033484522449,0.69548751177982
8,12.1455257591837,0.700963301644447
8,12.2575669959184,0.706321442604438
8,12.3696082326531,0.711275517522376
8,12.4816494693878,0.716044066982185
8,12.5936907061224,0.721000505937074
8,12.7057319428571,0.725692112256165
8,12.8177731795918,0.730291063361435
8,12.9298144163265,0.735574193981957
8,13.0418556530612,0.740448427091975
8,13.1538968897959,0.745223274085273
8,13.2659381265306,0.750820617809049
8,13.3779793632653,0.7549905730858
8,13.4900206,0.758987353139075
10,10,0
10,10.0712249102041,0.039032377838422
10,10.1424498204082,0.0737928192373222
10,10.2136747306122,0.104201836835253
10,10.2848996408163,0.132471660465768
10,10.3561245510204,0.157266080376748
10,10.4273494612245,0.18013660665039
10,10.4985743714286,0.201300162320227
10,10.5697992816327,0.220884056267914
10,10.6410241918367,0.238959009148828
10,10.7122491020408,0.256030763773275
10,10.7834740122449,0.272032837904635
10,10.854698922449,0.287088168201343
10,10.9259238326531,0.301497187560611
10,10.9971487428571,0.315249290933442
10,11.0683736530612,0.328524060108154
10,11.1395985632653,0.341099404989981
10,11.2108234734694,0.353164166207304
10,11.2820483836735,0.364779808731523
10,11.3532732938776,0.376115667250868
10,11.4244982040816,0.386951840441386
10,11.4957231142857,0.397208004511586
10,11.5669480244898,0.407339839151877
10,11.6381729346939,0.417130628476831
10,11.709397844898,0.426502460563143
10,11.780622755102,0.435580991806409
10,11.8518476653061,0.444513736205884
10,11.9230725755102,0.453030756813806
10,11.9942974857143,0.461022571668853
10,12.0655223959184,0.469078096895007
10,12.1367473061224,0.476859334048759
10,12.2079722163265,0.484480998660052
10,12.2791971265306,0.491902825130695
10,12.3504220367347,0.498951585811324
10,12.4216469469388,0.505903282485212
10,12.4928718571429,0.512061685995801
10,12.5640967673469,0.518797011004378
10,12.635321677551,0.525295110272151
10,12.7065465877551,0.531769450926837
10,12.7777714979592,0.538153068585371
10,12.8489964081633,0.544684477470645
10,12.9202213183673,0.551350263803958
10,12.9914462285714,0.556854570701786
10,13.0626711387755,0.563609805185412
10,13.1338960489796,0.570269136442896
10,13.2051209591837,0.576930352704904
10,13.2763458693878,0.58338987562724
10,13.3475707795918,0.589840021704544
10,13.4187956897959,0.599178968137388
10,13.4900206,0.599178968137388
