"blastomere","T","major_trajectory","gini","gini_null_median","gini_null_lo","gini_null_hi","diff","diff_hi","blast"
"B2",11.9006278,"Eye_and_other",0.718322241973471,0.493210369708135,0.48024202703727,0.506013025955919,0.225111872265335,0.212309216017552,"Blastomere B"
"B2",11.9006278,"Hepatocytes",0.789699191858725,0.493210369708135,0.48024202703727,0.506013025955919,0.29648882215059,0.283686165902806,"Blastomere B"
"B2",11.9006278,"Intermediate_neuronal_progenitors",0.819074092959296,0.493210369708135,0.48024202703727,0.506013025955919,0.325863723251161,0.313061067003377,"Blastomere B"
"B2",11.9006278,"Intestine",0.496030423617509,0.493210369708135,0.48024202703727,0.506013025955919,0.0028200539093739,-0.00998260233840975,"Blastomere B"
"B2",11.9006278,"Lung_and_airway",0.585416864720981,0.493210369708135,0.48024202703727,0.506013025955919,0.0922064950128458,0.0794038387650622,"Blastomere B"
"B2",11.9006278,"Mast_cells",0.370441829056531,0.493210369708135,0.48024202703727,0.506013025955919,-0.122768540651604,-0.135571196899388,"Blastomere B"
"B2",11.9006278,"Megakaryocytes",0.537211580689842,0.493210369708135,0.48024202703727,0.506013025955919,0.0440012109817063,0.0311985547339226,"Blastomere B"
"B2",11.9006278,"Mesoderm",0.746474868018833,0.493210369708135,0.48024202703727,0.506013025955919,0.253264498310698,0.240461842062914,"Blastomere B"
"B2",11.9006278,"Muscle_cells",0.655673877519712,0.493210369708135,0.48024202703727,0.506013025955919,0.162463507811577,0.149660851563793,"Blastomere B"
"B2",11.9006278,"Neural_crest_PNS_glia",0.623829512764081,0.493210369708135,0.48024202703727,0.506013025955919,0.130619143055945,0.117816486808162,"Blastomere B"
"B2",11.9006278,"Neural_crest_PNS_neurons",0.632353391376756,0.493210369708135,0.48024202703727,0.506013025955919,0.13914302166862,0.126340365420837,"Blastomere B"
"B2",11.9006278,"Neuroectoderm_and_glia",0.800216074268207,0.493210369708135,0.48024202703727,0.506013025955919,0.307005704560072,0.294203048312288,"Blastomere B"
"B2",11.9006278,"Olfactory_sensory_neurons",0.733126383083354,0.493210369708135,0.48024202703727,0.506013025955919,0.239916013375219,0.227113357127435,"Blastomere B"
"B2",11.9006278,"White_blood_cells",0.654314096245784,0.493210369708135,0.48024202703727,0.506013025955919,0.161103726537649,0.148301070289865,"Blastomere B"
"B2",12.0330772,"CNS_neurons",0.775575431872887,0.493800421413332,0.48109738802583,0.507009609175426,0.281775010459555,0.268565822697461,"Blastomere B"
"B2",12.0330772,"Definitive_erythroid",0.697067831215971,0.493800421413332,0.48109738802583,0.507009609175426,0.203267409802639,0.190058222040545,"Blastomere B"
"B2",12.0330772,"Endothelium",0.535885477393445,0.493800421413332,0.48109738802583,0.507009609175426,0.042085055980113,0.028875868218019,"Blastomere B"
