"old","shift","blast"
13.416662,3.69999999172421e-06,"B1"
10.137831,1.19221369999999,"B1"
12.613341,0.31366369999999,"B1"
11.518131,0.704484699999991,"B1"
6.359571,2.52953349999999,"B1"
6.746401,2.39894849999999,"B1"
7.743213,2.04834049999999,"B1"
8.841173,1.65926449999999,"B1"
11.278843,0.790574499999989,"B1"
9.328583,1.48617049999999,"B1"
9.537901,1.40968849999999,"B1"
6.939727,2.32308149999999,"B1"
7.02306,2.32308149999999,"B1"
9.40273,1.46682149999999,"B1"
9.395387,1.45459149999999,"B1"
10.894847,0.920496499999995,"B1"
13.416667,-3.5000000053742e-06,"B1"
10.859547,0.937716499999995,"B1"
11.555388,0.692601499999995,"B1"
5.741188,2.75497909999999,"B1"
6.037827,2.64542309999999,"B1"
7.188707,2.23428809999999,"B1"
9.223307,1.51775809999999,"B1"
7.27204,2.23428809999999,"B1"
8.128957,1.92116909999999,"B1"
8.93239,1.63011109999999,"B1"
9.274626,1.50262309999999,"B1"
9.408337,1.45453229999999,"B1"
9.522124,1.42407829999999,"B1"
11.224407,0.810202299999991,"B1"
10.667726,0.999331099999992,"B1"
10.751059,0.999331099999992,"B1"
9.875037,1.29414809999999,"B1"
10.349712,1.12428309999999,"B1"
10.856045,0.943283099999993,"B1"
11.612393,0.673557099999995,"B1"
12.334405,0.414896099999993,"B1"
8.438925,1.80888009999999,"B1"
8.722248,1.70667609999999,"B1"
11.328378,0.775446099999995,"B1"
12.893448,0.216216099999993,"B1"
9.349577,1.48212009999999,"B1"
11.399897,0.749680099999994,"B1"
8.52135,1.78256609999999,"B1"
10.21524,1.17486609999999,"B1"
10.20665,1.17785609999999,"B1"
6.234389,2.57054209999999,"B1"
6.423176,2.49226609999999,"B1"
6.506509,2.49226609999999,"B1"
6.987189,2.31988109999999,"B1"
7.380736,2.17561809999999,"B1"
8.052008,1.93800509999999,"B1"
9.707068,1.34833509999999,"B1"
12.076218,0.501465099999992,"B1"
12.737443,0.252320099999991,"B1"
12.820776,0.252320099999991,"B1"
11.318738,0.77656509999999,"B1"
13.416666,-1.90000000799273e-06,"B1"
6.589842,2.49226609999999,"B1"
12.832692,0.241326099999993,"B1"
7.189169,2.26171109999999,"B1"
7.700015,2.07591009999999,"B1"
8.821245,1.67287309999999,"B1"
9.251001,1.51833209999999,"B1"
12.941321,0.199262099999991,"B1"
13.114665,0.137713099999992,"B1"
13.416669,1.09999999331478e-06,"B1"
8.512116,1.75644609999999,"B1"
9.098486,1.54191309999999,"B1"
9.181819,1.54191309999999,"B1"
9.751338,1.32633409999999,"B1"
10.344945,1.09728709999999,"B1"
10.428278,1.09728709999999,"B1"
10.511611,1.09728709999999,"B1"
10.80676,0.97745709999999,"B1"
12.58618,0.329667099999989,"B1"
12.27829,0.44092109999999,"B1"
10.907824,0.921338099999991,"B1"
11.941664,0.544344099999991,"B1"
12.024997,0.544344099999991,"B1"
12.617004,0.313268099999991,"B1"
12.294555,0.420467099999991,"B1"
9.380669,1.47075909999999,"B1"
10.933119,0.916440099999992,"B1"
9.463694,1.42383809999999,"B1"
12.351454,0.405158099999992,"B1"
11.689176,0.637566099999994,"B1"
7.266229,2.21027209999999,"B1"
8.961359,1.60699209999999,"B1"
12.217049,0.453302099999993,"B1"
13.416669,2.09999999256638e-06,"B1"
7.646718,2.08287909999999,"B1"
8.326384,1.84291909999999,"B1"
13.304364,0.0695090999999923,"B1"
12.611484,0.316359099999991,"B1"
5.315112,2.94063809999999,"B1"
6.635712,2.45323209999999,"B1"
7.804822,2.02464709999999,"B1"
8.531401,1.75031009999999,"B1"
10.667131,1.00152009999999,"B1"
12.160491,0.473951099999994,"B1"
8.614734,1.75031009999999,"B1"
8.698067,1.75031009999999,"B1"
9.978334,1.26002309999999,"B1"
11.457934,0.730145099999993,"B1"
10.633741,1.02431009999999,"B1"
12.545761,0.340130099999993,"B1"
11.063072,0.867167099999994,"B1"
8.489122,1.79013209999999,"B1"
5.792343,2.76235209999999,"B1"
6.915763,2.35326909999999,"B1"
7.728897,2.05635009999999,"B1"
8.008238,1.95034509999999,"B1"
8.091571,1.95034509999999,"B1"
