row_in_figure,celltype_1,celltype_2,germ_layer_1,germ_layer_2,clade_ancestor_age_E,log2_enrichment_mean,log2_enrichment_A,log2_enrichment_B,significant_both_blastomeres,coupling_depth_E
33,Pre-epidermal keratinocytes,Granular keratinocytes,Surface ectoderm,Surface ectoderm,12.25,1.0944,1.174,1.0149,1,10.0
33,Pre-epidermal keratinocytes,Granular keratinocytes,Surface ectoderm,Surface ectoderm,12.5,1.2876,1.3688,1.2064,1,10.0
33,Pre-epidermal keratinocytes,Granular keratinocytes,Surface ectoderm,Surface ectoderm,12.75,1.5318,1.6336,1.43,1,10.0
33,Pre-epidermal keratinocytes,Granular keratinocytes,Surface ectoderm,Surface ectoderm,13.0,1.7909,1.9356,1.6463,1,10.0
33,Pre-epidermal keratinocytes,Granular keratinocytes,Surface ectoderm,Surface ectoderm,13.25,2.0409,2.1666,1.9152,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,7.0,-1.3172,-1.2689,-1.3655,0,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,7.25,-1.2365,-1.2128,-1.2603,0,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,7.5,-1.0832,-1.131,-1.0355,0,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,7.75,-0.975,-1.0087,-0.9413,0,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,8.0,-0.7894,-0.8148,-0.764,0,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,8.25,-0.613,-0.6033,-0.6228,0,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,8.5,-0.4797,-0.4174,-0.542,0,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,8.75,-0.3366,-0.2503,-0.4229,0,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,9.0,-0.1314,-0.0067,-0.2562,0,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,9.25,0.1522,0.307,-0.0027,0,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,9.5,0.3006,0.4601,0.1412,0,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,9.75,0.4305,0.5785,0.2825,0,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,10.0,0.6391,0.7738,0.5044,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,10.25,0.8021,0.9585,0.6456,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,10.5,1.0087,1.159,0.8583,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,10.75,1.1757,1.3435,1.0078,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,11.0,1.3053,1.413,1.1975,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,11.25,1.4607,1.5639,1.3575,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,11.5,1.6104,1.8149,1.4058,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,11.75,1.7127,1.9927,1.4326,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,12.0,1.7813,2.0739,1.4887,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,12.25,1.9465,2.2414,1.6517,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,12.5,2.0138,2.3575,1.6702,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,12.75,1.9071,2.3375,1.4767,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,13.0,1.899,2.3692,1.4288,1,10.0
34,Hematopoietic stem cells (Mpo+),Mast cells,Blood,Blood,13.25,1.7682,2.2398,1.2965,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,7.0,-1.193,-1.1307,-1.2553,0,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,7.25,-1.1347,-1.0603,-1.2091,0,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,7.5,-1.044,-1.0008,-1.0871,0,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,7.75,-0.8652,-0.8228,-0.9075,0,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,8.0,-0.7114,-0.6505,-0.7724,0,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,8.25,-0.5053,-0.4625,-0.5482,0,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,8.5,-0.4026,-0.316,-0.4892,0,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,8.75,-0.2526,-0.1693,-0.3359,0,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,9.0,-0.084,0.0654,-0.2334,0,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,9.25,0.1655,0.2879,0.0431,0,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,9.5,0.3408,0.469,0.2126,0,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,9.75,0.4908,0.6036,0.378,0,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,10.0,0.6934,0.7514,0.6353,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,10.25,0.8463,0.9516,0.7409,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,10.5,1.0546,1.1542,0.9549,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,10.75,1.1933,1.2804,1.1062,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,11.0,1.3789,1.4172,1.3407,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,11.25,1.5087,1.539,1.4784,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,11.5,1.6472,1.7221,1.5723,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,11.75,1.774,1.9231,1.625,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,12.0,1.8677,2.0926,1.6428,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,12.25,1.9285,2.0677,1.7893,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,12.5,1.9468,2.1204,1.7731,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,12.75,1.8979,2.1035,1.6922,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,13.0,1.781,2.3002,1.2618,1,10.0
35,Hematopoietic stem cells (Mpo+),Microglia,Blood,Blood,13.25,1.6663,2.3174,1.0151,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,7.0,-0.1792,-0.1827,-0.1756,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,7.25,-0.1494,-0.1447,-0.154,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,7.5,-0.1402,-0.0639,-0.2164,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,7.75,-0.0973,-0.0542,-0.1404,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,8.0,-0.0171,0.0507,-0.0848,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,8.25,0.0078,0.1236,-0.1079,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,8.5,0.092,0.2182,-0.0341,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,8.75,0.2046,0.3265,0.0826,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,9.0,0.301,0.4156,0.1863,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,9.25,0.3797,0.5275,0.2319,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,9.5,0.4275,0.6238,0.2313,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,9.75,0.5406,0.6856,0.3957,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,10.0,0.7123,0.776,0.6486,1,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,10.25,0.8183,0.8542,0.7824,1,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,10.5,0.9302,0.9451,0.9152,1,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,10.75,0.9709,0.9811,0.9608,1,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,11.0,1.0474,1.0716,1.0233,1,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,11.25,0.9983,1.0743,0.9223,1,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,11.5,1.1123,1.1266,1.098,1,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,11.75,1.1242,1.324,0.9244,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,12.0,1.079,1.3395,0.8185,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,12.25,1.2137,1.4408,0.9867,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,12.5,1.3568,1.4473,1.2662,1,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,12.75,1.4298,1.591,1.2685,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,13.0,1.396,1.731,1.061,0,10.0
36,Neural crest (PNS glia),Dorsal root ganglion neurons,Neural crest,Neural crest,13.25,1.1785,1.5095,0.8475,0,10.0
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,7.0,-0.9861,-0.9033,-1.069,0,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,7.25,-0.8895,-0.8485,-0.9306,0,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,7.5,-0.8406,-0.8307,-0.8505,0,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,7.75,-0.7307,-0.747,-0.7145,0,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,8.0,-0.5922,-0.6243,-0.5601,0,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,8.25,-0.4736,-0.524,-0.4232,0,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,8.5,-0.3881,-0.4209,-0.3553,0,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,8.75,-0.2758,-0.3178,-0.2339,0,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,9.0,-0.1717,-0.1733,-0.1702,0,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,9.25,0.0064,0.0343,-0.0215,0,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,9.5,0.1756,0.222,0.1292,0,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,9.75,0.3385,0.3967,0.2803,0,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,10.0,0.5126,0.5403,0.485,0,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,10.25,0.6475,0.6695,0.6255,1,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,10.5,0.8402,0.8319,0.8484,1,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,10.75,1.0224,0.9975,1.0474,1,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,11.0,1.131,1.1371,1.1249,1,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,11.25,1.2403,1.2554,1.2252,1,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,11.5,1.3609,1.3774,1.3444,1,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,11.75,1.4827,1.5399,1.4254,1,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,12.0,1.587,1.6849,1.4891,1,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,12.25,1.7667,1.8879,1.6455,1,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,12.5,1.9337,2.0572,1.8102,1,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,12.75,2.1239,2.2823,1.9654,1,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,13.0,2.4,2.5898,2.2102,1,10.25
37,Hematopoietic stem cells (Cd34+),Monocytes,Blood,Blood,13.25,2.6387,2.8376,2.4398,1,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,7.0,-0.1677,-0.2062,-0.1291,0,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,7.25,-0.1894,-0.2427,-0.1361,0,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,7.5,-0.1746,-0.2211,-0.1282,0,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,7.75,-0.1712,-0.1823,-0.1601,0,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,8.0,-0.1285,-0.1378,-0.1192,0,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,8.25,-0.0742,-0.0733,-0.0752,0,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,8.5,-0.0195,-0.0063,-0.0327,0,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,8.75,-0.0047,0.0279,-0.0373,0,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,9.0,0.0285,0.0716,-0.0147,0,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,9.25,0.0469,0.0854,0.0084,0,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,9.5,0.0898,0.1127,0.0669,0,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,9.75,0.1308,0.1593,0.1023,0,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,10.0,0.2013,0.2008,0.2019,0,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,10.25,0.2658,0.2471,0.2846,1,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,10.5,0.3136,0.2723,0.3549,1,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,10.75,0.3876,0.3332,0.442,1,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,11.0,0.4363,0.3945,0.478,1,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,11.25,0.4588,0.4605,0.4571,1,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,11.5,0.5608,0.5723,0.5493,1,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,11.75,0.6414,0.6327,0.6501,1,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,12.0,0.7279,0.719,0.7367,1,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,12.25,0.8235,0.8678,0.7792,1,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,12.5,0.9559,1.014,0.8978,1,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,12.75,1.1663,1.2604,1.0722,1,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,13.0,1.429,1.5496,1.3085,1,10.25
38,Spinal cord/r7/r8,Spinal cord dorsal progenitors,Neuroectoderm,Neuroectoderm,13.25,1.6314,1.7031,1.5597,1,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,7.0,-0.9775,-0.8997,-1.0553,0,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,7.25,-0.9076,-0.8764,-0.9388,0,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,7.5,-0.8583,-0.8664,-0.8502,0,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,7.75,-0.7488,-0.791,-0.7066,0,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,8.0,-0.5985,-0.6511,-0.5458,0,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,8.25,-0.4836,-0.564,-0.4032,0,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,8.5,-0.3915,-0.45,-0.333,0,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,8.75,-0.3099,-0.3619,-0.258,0,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,9.0,-0.2102,-0.2292,-0.1912,0,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,9.25,-0.0292,-0.0229,-0.0355,0,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,9.5,0.1298,0.1624,0.0971,0,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,9.75,0.3142,0.3751,0.2532,0,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,10.0,0.4738,0.5268,0.4207,0,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,10.25,0.6022,0.6606,0.5437,1,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,10.5,0.797,0.8154,0.7785,1,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,10.75,0.9485,0.952,0.945,1,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,11.0,1.0769,1.0557,1.0982,1,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,11.25,1.185,1.1727,1.1973,1,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,11.5,1.2794,1.2658,1.2929,1,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,11.75,1.4279,1.4413,1.4145,1,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,12.0,1.5331,1.6133,1.453,1,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,12.25,1.5777,1.7113,1.4441,1,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,12.5,1.5517,1.7467,1.3567,1,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,12.75,1.517,1.6687,1.3652,1,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,13.0,1.5557,1.6868,1.4246,1,10.25
39,Border-associated macrophages,Monocytes,Blood,Blood,13.25,1.5132,1.5894,1.4371,1,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,7.0,-0.1199,-0.1378,-0.102,0,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,7.25,-0.138,-0.1735,-0.1024,0,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,7.5,-0.1344,-0.173,-0.0959,0,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,7.75,-0.1195,-0.1583,-0.0808,0,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,8.0,-0.1176,-0.168,-0.0673,0,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,8.25,-0.0959,-0.1438,-0.0479,0,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,8.5,-0.0699,-0.1303,-0.0095,0,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,8.75,-0.0419,-0.1031,0.0192,0,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,9.0,-0.0215,-0.0757,0.0327,0,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,9.25,0.0022,-0.0352,0.0396,0,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,9.5,0.0409,-0.0024,0.0842,0,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,9.75,0.0899,0.0498,0.1301,0,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,10.0,0.1355,0.0926,0.1785,0,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,10.25,0.1886,0.1386,0.2385,1,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,10.5,0.2559,0.1991,0.3128,1,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,10.75,0.3167,0.2649,0.3684,1,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,11.0,0.4016,0.3612,0.4421,1,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,11.25,0.4609,0.434,0.4877,1,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,11.5,0.5393,0.5255,0.5531,1,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,11.75,0.6104,0.6076,0.6131,1,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,12.0,0.674,0.6865,0.6616,1,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,12.25,0.7392,0.7861,0.6924,1,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,12.5,0.8374,0.894,0.7808,1,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,12.75,0.9826,1.0424,0.9229,1,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,13.0,1.1592,1.2165,1.1019,1,10.25
40,Myoblasts,Myofibroblasts,Mesoderm,Mesoderm,13.25,1.3691,1.4328,1.3054,1,10.25
41,Border-associated macrophages,Microglia,Blood,Blood,7.0,-0.948,-0.9732,-0.9229,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,7.25,-0.9795,-0.9839,-0.9751,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,7.5,-0.9491,-0.9883,-0.91,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,7.75,-0.8727,-0.9231,-0.8223,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,8.0,-0.8094,-0.8061,-0.8127,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,8.25,-0.7132,-0.7012,-0.7252,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,8.5,-0.6144,-0.5808,-0.6481,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,8.75,-0.522,-0.487,-0.557,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,9.0,-0.4205,-0.3378,-0.5032,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,9.25,-0.2848,-0.1992,-0.3704,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,9.5,-0.1463,-0.049,-0.2437,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,9.75,0.0068,0.1178,-0.1041,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,10.0,0.1914,0.2357,0.1471,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,10.25,0.3192,0.3951,0.2432,0,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,10.5,0.5157,0.5941,0.4373,1,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,10.75,0.6784,0.7148,0.6421,1,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,11.0,0.8775,0.9114,0.8435,1,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,11.25,1.0387,1.1016,0.9758,1,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,11.5,1.2283,1.3376,1.1189,1,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,11.75,1.4436,1.5451,1.3421,1,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,12.0,1.6504,1.7798,1.521,1,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,12.25,1.8273,1.985,1.6696,1,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,12.5,2.0248,2.2057,1.8439,1,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,12.75,2.2504,2.4776,2.0232,1,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,13.0,2.4971,2.7271,2.267,1,10.5
41,Border-associated macrophages,Microglia,Blood,Blood,13.25,2.7046,2.9391,2.47,1,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,7.0,-1.1461,-1.2486,-1.0436,0,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,7.25,-1.2333,-1.3196,-1.147,0,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,7.5,-1.274,-1.3826,-1.1655,0,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,7.75,-1.2507,-1.3962,-1.1052,0,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,8.0,-1.1602,-1.3407,-0.9797,0,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,8.25,-1.0138,-1.2044,-0.8232,0,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,8.5,-0.922,-1.0691,-0.775,0,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,8.75,-0.7717,-0.9172,-0.6263,0,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,9.0,-0.6533,-0.816,-0.4906,0,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,9.25,-0.4693,-0.6357,-0.3028,0,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,9.5,-0.2971,-0.4665,-0.1277,0,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,9.75,-0.1762,-0.3324,-0.02,0,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,10.0,0.0328,-0.1022,0.1678,0,10.5
42,Neural progenitor cells (Neurod1+),Thalamic neuronal precursors,Neuroectoderm,Neuroectoderm,10.25,0.2033,0.0492,0.3574,0,10.5
