row_in_figure,celltype_1,celltype_2,germ_layer_1,germ_layer_2,clade_ancestor_age_E,log2_enrichment_mean,log2_enrichment_A,log2_enrichment_B,significant_both_blastomeres,coupling_depth_E
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,7.0,-0.212,-0.2793,-0.1447,0,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,7.25,-0.0867,-0.1204,-0.053,0,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,7.5,0.3084,0.3921,0.2247,0,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,7.75,0.5984,0.7541,0.4427,0,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,8.0,0.8132,0.9988,0.6275,0,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,8.25,0.9591,1.0699,0.8482,1,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,8.5,1.1125,1.199,1.026,1,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,8.75,1.3352,1.4405,1.23,1,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,9.0,1.4432,1.5349,1.3516,1,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,9.25,1.6396,1.7503,1.529,1,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,9.5,1.5894,1.6541,1.5247,1,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,9.75,1.6978,1.7565,1.6392,1,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,10.0,1.7512,1.8261,1.6763,1,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,10.25,1.8941,1.9821,1.8061,1,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,10.5,2.0405,1.9942,2.0868,1,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,10.75,1.9788,1.9947,1.9629,1,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,11.0,1.8395,2.0644,1.6146,1,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,11.25,1.5517,2.1314,0.9721,0,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,11.5,1.4837,2.0372,0.9302,0,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,11.75,1.4714,2.1132,0.8296,0,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,12.0,1.4364,1.8263,1.0465,0,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,12.25,1.2466,1.2284,1.2647,0,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,12.5,0.3065,-0.1963,0.8093,0,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,12.75,0.3822,-0.1306,0.8951,0,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,13.0,0.4329,-0.0715,0.9372,0,8.25
1,Retinal progenitor cells,Retinal pigment cells,Neuroectoderm,Neuroectoderm,13.25,0.4572,-0.0438,0.9583,0,8.25
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,7.0,-0.6373,-0.5597,-0.7149,0,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,7.25,-0.4204,-0.3995,-0.4413,0,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,7.5,-0.2318,-0.2612,-0.2023,0,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,7.75,0.004,-0.046,0.054,0,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,8.0,0.2351,0.2022,0.2679,0,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,8.25,0.4374,0.3887,0.486,0,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,8.5,0.5997,0.5692,0.6302,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,8.75,0.7345,0.6995,0.7694,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,9.0,0.9249,0.9055,0.9444,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,9.25,1.188,1.1917,1.1842,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,9.5,1.3562,1.3806,1.3318,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,9.75,1.5478,1.5711,1.5244,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,10.0,1.7399,1.7629,1.7169,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,10.25,1.8793,1.9003,1.8582,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,10.5,2.0978,2.0985,2.0972,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,10.75,2.3,2.3098,2.2902,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,11.0,2.4683,2.4284,2.5083,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,11.25,2.6028,2.5654,2.6403,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,11.5,2.7389,2.706,2.7718,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,11.75,2.9642,2.9816,2.9469,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,12.0,3.1495,3.2755,3.0234,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,12.25,3.3234,3.4036,3.2432,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,12.5,3.4476,3.5385,3.3568,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,12.75,3.4777,3.5982,3.3573,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,13.0,3.5909,3.69,3.4919,1,8.5
2,Hematopoietic stem cells (Mpo+),Monocytes,Blood,Blood,13.25,3.4915,3.5094,3.4737,1,8.5
3,Microglia,Monocytes,Blood,Blood,7.0,-0.553,-0.409,-0.697,0,8.75
3,Microglia,Monocytes,Blood,Blood,7.25,-0.2478,-0.1081,-0.3875,0,8.75
3,Microglia,Monocytes,Blood,Blood,7.5,0.011,0.1131,-0.0912,0,8.75
3,Microglia,Monocytes,Blood,Blood,7.75,0.2631,0.3852,0.1411,0,8.75
3,Microglia,Monocytes,Blood,Blood,8.0,0.4829,0.6554,0.3104,0,8.75
3,Microglia,Monocytes,Blood,Blood,8.25,0.7131,0.8648,0.5615,0,8.75
3,Microglia,Monocytes,Blood,Blood,8.5,0.8488,1.0693,0.6283,0,8.75
3,Microglia,Monocytes,Blood,Blood,8.75,1.0416,1.2387,0.8444,1,8.75
3,Microglia,Monocytes,Blood,Blood,9.0,1.1716,1.4151,0.9282,1,8.75
3,Microglia,Monocytes,Blood,Blood,9.25,1.3895,1.6072,1.1718,1,8.75
3,Microglia,Monocytes,Blood,Blood,9.5,1.5691,1.7754,1.3628,1,8.75
3,Microglia,Monocytes,Blood,Blood,9.75,1.7213,1.9423,1.5004,1,8.75
3,Microglia,Monocytes,Blood,Blood,10.0,1.9496,2.075,1.8241,1,8.75
3,Microglia,Monocytes,Blood,Blood,10.25,2.0683,2.197,1.9395,1,8.75
3,Microglia,Monocytes,Blood,Blood,10.5,2.2797,2.3941,2.1654,1,8.75
3,Microglia,Monocytes,Blood,Blood,10.75,2.3668,2.5488,2.1849,1,8.75
3,Microglia,Monocytes,Blood,Blood,11.0,2.4683,2.5575,2.3792,1,8.75
3,Microglia,Monocytes,Blood,Blood,11.25,2.4571,2.4598,2.4544,1,8.75
3,Microglia,Monocytes,Blood,Blood,11.5,2.4726,2.4917,2.4535,1,8.75
3,Microglia,Monocytes,Blood,Blood,11.75,2.5728,2.496,2.6495,1,8.75
3,Microglia,Monocytes,Blood,Blood,12.0,2.561,2.5055,2.6165,1,8.75
3,Microglia,Monocytes,Blood,Blood,12.25,2.4264,2.2625,2.5904,1,8.75
3,Microglia,Monocytes,Blood,Blood,12.5,2.1542,1.915,2.3934,1,8.75
3,Microglia,Monocytes,Blood,Blood,12.75,1.8361,1.855,1.8173,1,8.75
3,Microglia,Monocytes,Blood,Blood,13.0,1.801,2.2022,1.3999,1,8.75
3,Microglia,Monocytes,Blood,Blood,13.25,1.7574,2.3553,1.1595,0,8.75
4,Mast cells,Monocytes,Blood,Blood,7.0,-0.5669,-0.5394,-0.5943,0,8.75
4,Mast cells,Monocytes,Blood,Blood,7.25,-0.323,-0.2886,-0.3573,0,8.75
4,Mast cells,Monocytes,Blood,Blood,7.5,-0.1458,-0.207,-0.0846,0,8.75
4,Mast cells,Monocytes,Blood,Blood,7.75,0.1354,0.1028,0.168,0,8.75
4,Mast cells,Monocytes,Blood,Blood,8.0,0.3365,0.3392,0.3337,0,8.75
4,Mast cells,Monocytes,Blood,Blood,8.25,0.5427,0.5489,0.5366,0,8.75
4,Mast cells,Monocytes,Blood,Blood,8.5,0.6766,0.7162,0.6369,0,8.75
4,Mast cells,Monocytes,Blood,Blood,8.75,0.8599,0.8858,0.8341,1,8.75
4,Mast cells,Monocytes,Blood,Blood,9.0,1.0299,1.0648,0.995,1,8.75
4,Mast cells,Monocytes,Blood,Blood,9.25,1.2776,1.3314,1.2238,1,8.75
4,Mast cells,Monocytes,Blood,Blood,9.5,1.4047,1.5044,1.3051,1,8.75
4,Mast cells,Monocytes,Blood,Blood,9.75,1.5953,1.7469,1.4437,1,8.75
4,Mast cells,Monocytes,Blood,Blood,10.0,1.8099,1.9395,1.6803,1,8.75
4,Mast cells,Monocytes,Blood,Blood,10.25,1.9068,2.0549,1.7586,1,8.75
4,Mast cells,Monocytes,Blood,Blood,10.5,2.1427,2.219,2.0663,1,8.75
4,Mast cells,Monocytes,Blood,Blood,10.75,2.2833,2.3713,2.1953,1,8.75
4,Mast cells,Monocytes,Blood,Blood,11.0,2.3634,2.4656,2.2612,1,8.75
4,Mast cells,Monocytes,Blood,Blood,11.25,2.4409,2.6193,2.2626,1,8.75
4,Mast cells,Monocytes,Blood,Blood,11.5,2.4634,2.6297,2.2971,1,8.75
4,Mast cells,Monocytes,Blood,Blood,11.75,2.5071,2.6811,2.333,1,8.75
4,Mast cells,Monocytes,Blood,Blood,12.0,2.4736,2.5495,2.3978,1,8.75
4,Mast cells,Monocytes,Blood,Blood,12.25,2.378,2.4205,2.3355,1,8.75
4,Mast cells,Monocytes,Blood,Blood,12.5,2.2432,2.2629,2.2234,1,8.75
4,Mast cells,Monocytes,Blood,Blood,12.75,2.1197,2.1584,2.0811,1,8.75
4,Mast cells,Monocytes,Blood,Blood,13.0,1.914,1.6338,2.1943,1,8.75
4,Mast cells,Monocytes,Blood,Blood,13.25,1.3765,0.9619,1.791,0,8.75
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,7.0,-1.096,-0.9033,-1.2887,0,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,7.25,-0.9288,-0.8429,-1.0147,0,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,7.5,-0.8175,-0.8466,-0.7884,0,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,7.75,-0.6315,-0.6753,-0.5876,0,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,8.0,-0.3795,-0.4159,-0.3431,0,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,8.25,-0.1467,-0.201,-0.0925,0,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,8.5,0.0151,-0.0049,0.0352,0,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,8.75,0.2486,0.2395,0.2577,0,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,9.0,0.5117,0.4873,0.5361,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,9.25,0.7314,0.754,0.7088,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,9.5,1.0214,1.046,0.9969,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,9.75,1.1592,1.2359,1.0825,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,10.0,1.4275,1.4354,1.4197,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,10.25,1.6752,1.685,1.6655,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,10.5,1.9096,1.9345,1.8847,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,10.75,2.0641,2.1176,2.0105,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,11.0,2.2641,2.3348,2.1934,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,11.25,2.5148,2.6084,2.4212,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,11.5,2.7625,2.8748,2.6503,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,11.75,2.9774,3.1103,2.8444,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,12.0,3.1991,3.3108,3.0874,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,12.25,3.4642,3.6654,3.263,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,12.5,3.6502,4.0226,3.2777,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,12.75,3.9519,4.3474,3.5564,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,13.0,4.0204,4.4249,3.6158,1,9.0
5,Metanephric mesenchyme,Nephron progenitors,Mesoderm,Mesoderm,13.25,4.1043,4.498,3.7107,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,7.0,-0.7306,-0.6245,-0.8366,0,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,7.25,-0.6018,-0.4976,-0.706,0,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,7.5,-0.3268,-0.1514,-0.5022,0,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,7.75,-0.1283,0.04,-0.2967,0,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,8.0,0.1469,0.3677,-0.0738,0,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,8.25,0.3446,0.5981,0.0912,0,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,8.5,0.5581,0.8799,0.2363,0,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,8.75,0.7516,1.0909,0.4122,0,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,9.0,0.9011,1.293,0.5092,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,9.25,1.1678,1.5642,0.7713,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,9.5,1.3783,1.7668,0.9899,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,9.75,1.5658,1.9285,1.2031,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,10.0,1.7515,2.0945,1.4085,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,10.25,1.8674,2.1828,1.552,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,10.5,2.1208,2.4381,1.8036,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,10.75,2.2707,2.5914,1.95,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,11.0,2.4584,2.7841,2.1326,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,11.25,2.6779,3.0574,2.2985,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,11.5,2.8275,3.1754,2.4797,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,11.75,3.0831,3.4493,2.717,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,12.0,3.177,3.6027,2.7514,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,12.25,3.4736,3.8251,3.122,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,12.5,3.4571,3.7804,3.1337,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,12.75,3.5227,3.8179,3.2275,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,13.0,3.4204,3.3093,3.5314,1,9.0
6,Retinal progenitor cells,Retinal ganglion cells,Neuroectoderm,Neuroectoderm,13.25,3.118,2.7656,3.4704,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,7.0,-0.7766,-0.6895,-0.8638,0,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,7.25,-0.6475,-0.6299,-0.665,0,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,7.5,-0.3853,-0.3139,-0.4567,0,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,7.75,-0.2025,-0.0899,-0.3152,0,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,8.0,0.0751,0.2165,-0.0664,0,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,8.25,0.2649,0.4348,0.095,0,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,8.5,0.4593,0.6698,0.2487,0,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,8.75,0.6449,0.8731,0.4168,0,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,9.0,0.8161,1.0275,0.6047,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,9.25,1.0418,1.2458,0.8378,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,9.5,1.2248,1.4793,0.9703,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,9.75,1.4382,1.6915,1.1848,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,10.0,1.6549,1.8907,1.4192,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,10.25,1.7294,1.9857,1.4731,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,10.5,1.8817,2.124,1.6393,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,10.75,1.9585,2.198,1.719,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,11.0,2.0174,2.2807,1.7541,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,11.25,2.1525,2.5173,1.7876,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,11.5,2.2636,2.6585,1.8688,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,11.75,2.4216,2.8327,2.0106,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,12.0,2.6307,3.0871,2.1743,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,12.25,2.8884,3.2761,2.5008,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,12.5,3.0514,3.3674,2.7355,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,12.75,3.0234,3.2993,2.7475,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,13.0,2.8638,3.1274,2.6003,1,9.0
7,Eye field,Retinal progenitor cells,Neuroectoderm,Neuroectoderm,13.25,2.608,2.8173,2.3986,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,7.0,-0.5728,-0.52,-0.6256,0,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,7.25,-0.4743,-0.516,-0.4327,0,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,7.5,-0.2851,-0.3785,-0.1917,0,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,7.75,-0.0652,-0.1184,-0.012,0,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,8.0,0.1375,0.1147,0.1603,0,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,8.25,0.3254,0.3588,0.2919,0,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,8.5,0.4634,0.5326,0.3942,0,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,8.75,0.6281,0.7016,0.5546,0,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,9.0,0.7987,0.8491,0.7482,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,9.25,1.0508,1.1497,0.952,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,9.5,1.2223,1.3241,1.1204,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,9.75,1.3683,1.4682,1.2684,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,10.0,1.5354,1.6635,1.4074,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,10.25,1.7082,1.8781,1.5383,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,10.5,1.8635,2.1233,1.6037,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,10.75,1.9967,2.2327,1.7606,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,11.0,2.112,2.344,1.88,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,11.25,2.3331,2.5682,2.0981,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,11.5,2.4534,2.6427,2.2641,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,11.75,2.5796,2.6723,2.4868,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,12.0,2.6638,2.7304,2.5971,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,12.25,2.6519,2.7798,2.524,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,12.5,2.7743,2.8926,2.6559,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,12.75,2.7594,3.0481,2.4707,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,13.0,2.6592,2.9541,2.3644,1,9.0
8,Mast cells,Definitive erythroblasts (CD36+),Blood,Blood,13.25,2.1996,2.5712,1.8281,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,7.0,-0.5169,-0.5915,-0.4424,0,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,7.25,-0.4491,-0.5945,-0.3037,0,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,7.5,-0.2165,-0.4244,-0.0087,0,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,7.75,-0.0082,-0.1655,0.1491,0,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,8.0,0.1366,0.0639,0.2093,0,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,8.25,0.3072,0.2328,0.3816,0,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,8.5,0.487,0.4428,0.5313,0,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,8.75,0.5979,0.5314,0.6643,0,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,9.0,0.7907,0.7543,0.827,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,9.25,1.0715,1.0229,1.1201,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,9.5,1.2406,1.1924,1.2888,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,9.75,1.3844,1.3736,1.3952,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,10.0,1.5168,1.499,1.5345,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,10.25,1.7108,1.7533,1.6683,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,10.5,1.9007,1.9355,1.8659,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,10.75,2.0663,2.113,2.0196,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,11.0,2.1626,2.1895,2.1357,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,11.25,2.3489,2.4196,2.2781,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,11.5,2.4867,2.5175,2.4559,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,11.75,2.57,2.5507,2.5892,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,12.0,2.6113,2.7457,2.4769,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,12.25,2.7712,2.9343,2.608,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,12.5,2.6484,2.9515,2.3453,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,12.75,2.5388,3.0977,1.9798,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,13.0,2.1439,2.9354,1.3525,1,9.0
9,Definitive erythroblasts (CD36+),Microglia,Blood,Blood,13.25,1.8455,2.6684,1.0226,0,9.0
10,Choroid plexus,Anterior roof plate,Neuroectoderm,Neuroectoderm,7.0,-0.306,-0.3081,-0.304,0,9.0
10,Choroid plexus,Anterior roof plate,Neuroectoderm,Neuroectoderm,7.25,-0.2203,-0.1583,-0.2823,0,9.0
10,Choroid plexus,Anterior roof plate,Neuroectoderm,Neuroectoderm,7.5,-0.0207,0.0079,-0.0492,0,9.0
10,Choroid plexus,Anterior roof plate,Neuroectoderm,Neuroectoderm,7.75,0.1514,0.1697,0.1331,0,9.0
10,Choroid plexus,Anterior roof plate,Neuroectoderm,Neuroectoderm,8.0,0.3076,0.3846,0.2306,0,9.0
