"day","count","series","kind"
1.5,2,"unconstrained dating","line"
1.52,4,"unconstrained dating","line"
1.54,4,"unconstrained dating","line"
1.56,4,"unconstrained dating","line"
1.58,4,"unconstrained dating","line"
1.6,6,"unconstrained dating","line"
1.62,6,"unconstrained dating","line"
1.64,6,"unconstrained dating","line"
1.66,6,"unconstrained dating","line"
1.68,8,"unconstrained dating","line"
1.7,8,"unconstrained dating","line"
1.72,8,"unconstrained dating","line"
1.74,8,"unconstrained dating","line"
1.76,11,"unconstrained dating","line"
1.78,11,"unconstrained dating","line"
1.8,11,"unconstrained dating","line"
1.82,11,"unconstrained dating","line"
1.84,14,"unconstrained dating","line"
1.86,14,"unconstrained dating","line"
1.88,14,"unconstrained dating","line"
1.9,14,"unconstrained dating","line"
1.92,25,"unconstrained dating","line"
1.94,25,"unconstrained dating","line"
1.96,25,"unconstrained dating","line"
1.98,25,"unconstrained dating","line"
2,45,"unconstrained dating","line"
2.02,45,"unconstrained dating","line"
2.04,45,"unconstrained dating","line"
2.06,45,"unconstrained dating","line"
2.08,45,"unconstrained dating","line"
2.1,76,"unconstrained dating","line"
2.12,76,"unconstrained dating","line"
2.14,76,"unconstrained dating","line"
2.16,77,"unconstrained dating","line"
2.18,128,"unconstrained dating","line"
2.2,128,"unconstrained dating","line"
2.22,130,"unconstrained dating","line"
2.24,131,"unconstrained dating","line"
2.26,213,"unconstrained dating","line"
2.28,216,"unconstrained dating","line"
2.3,218,"unconstrained dating","line"
2.32,221,"unconstrained dating","line"
2.34,329,"unconstrained dating","line"
2.36,333,"unconstrained dating","line"
2.38,335,"unconstrained dating","line"
2.4,341,"unconstrained dating","line"
2.42,497,"unconstrained dating","line"
2.44,504,"unconstrained dating","line"
2.46,514,"unconstrained dating","line"
2.48,523,"unconstrained dating","line"
2.5,706,"unconstrained dating","line"
2.52,713,"unconstrained dating","line"
2.54,729,"unconstrained dating","line"
2.56,744,"unconstrained dating","line"
2.58,759,"unconstrained dating","line"
2.6,984,"unconstrained dating","line"
2.62,1006,"unconstrained dating","line"
2.64,1025,"unconstrained dating","line"
2.66,1043,"unconstrained dating","line"
2.68,1284,"unconstrained dating","line"
2.7,1312,"unconstrained dating","line"
2.72,1334,"unconstrained dating","line"
2.74,1352,"unconstrained dating","line"
2.76,1629,"unconstrained dating","line"
2.78,1671,"unconstrained dating","line"
2.8,1715,"unconstrained dating","line"
2.82,1744,"unconstrained dating","line"
2.84,2083,"unconstrained dating","line"
2.86,2141,"unconstrained dating","line"
2.88,2185,"unconstrained dating","line"
2.9,2220,"unconstrained dating","line"
2.92,2589,"unconstrained dating","line"
2.94,2654,"unconstrained dating","line"
2.96,2711,"unconstrained dating","line"
2.98,2759,"unconstrained dating","line"
3,3191,"unconstrained dating","line"
3.02,3261,"unconstrained dating","line"
3.04,3318,"unconstrained dating","line"
3.06,3372,"unconstrained dating","line"
3.08,3436,"unconstrained dating","line"
3.1,3917,"unconstrained dating","line"
3.12,4002,"unconstrained dating","line"
3.14,4065,"unconstrained dating","line"
3.16,4151,"unconstrained dating","line"
3.18,4692,"unconstrained dating","line"
3.2,4809,"unconstrained dating","line"
3.22,4925,"unconstrained dating","line"
3.24,5023,"unconstrained dating","line"
3.26,5595,"unconstrained dating","line"
3.28,5713,"unconstrained dating","line"
3.3,5863,"unconstrained dating","line"
3.32,5985,"unconstrained dating","line"
3.34,6603,"unconstrained dating","line"
3.36,6748,"unconstrained dating","line"
3.38,6912,"unconstrained dating","line"
3.4,7054,"unconstrained dating","line"
3.42,7684,"unconstrained dating","line"
3.44,7868,"unconstrained dating","line"
3.46,8062,"unconstrained dating","line"
3.48,8238,"unconstrained dating","line"
3.5,8884,"unconstrained dating","line"
3.52,9090,"unconstrained dating","line"
3.54,9310,"unconstrained dating","line"
3.56,9508,"unconstrained dating","line"
3.58,9676,"unconstrained dating","line"
3.6,10420,"unconstrained dating","line"
3.62,10653,"unconstrained dating","line"
3.64,10882,"unconstrained dating","line"
3.66,11095,"unconstrained dating","line"
3.68,11811,"unconstrained dating","line"
3.7,12040,"unconstrained dating","line"
3.72,12295,"unconstrained dating","line"
3.74,12532,"unconstrained dating","line"
3.76,13303,"unconstrained dating","line"
3.78,13556,"unconstrained dating","line"
3.8,13829,"unconstrained dating","line"
3.82,14087,"unconstrained dating","line"
3.84,14860,"unconstrained dating","line"
3.86,15148,"unconstrained dating","line"
3.88,15464,"unconstrained dating","line"
3.9,15771,"unconstrained dating","line"
3.92,16437,"unconstrained dating","line"
3.94,16763,"unconstrained dating","line"
3.96,17103,"unconstrained dating","line"
3.98,17433,"unconstrained dating","line"
4,18098,"unconstrained dating","line"
4.02,18434,"unconstrained dating","line"
4.04,18793,"unconstrained dating","line"
4.06,19130,"unconstrained dating","line"
4.08,19492,"unconstrained dating","line"
4.1,20207,"unconstrained dating","line"
4.12,20568,"unconstrained dating","line"
4.14,20909,"unconstrained dating","line"
4.16,21283,"unconstrained dating","line"
4.18,21920,"unconstrained dating","line"
4.2,22326,"unconstrained dating","line"
4.22,22727,"unconstrained dating","line"
4.24,23093,"unconstrained dating","line"
4.26,23698,"unconstrained dating","line"
4.28,24098,"unconstrained dating","line"
4.3,24498,"unconstrained dating","line"
4.32,24907,"unconstrained dating","line"
4.34,25478,"unconstrained dating","line"
4.36,25905,"unconstrained dating","line"
4.38,26323,"unconstrained dating","line"
4.4,26754,"unconstrained dating","line"
4.42,27276,"unconstrained dating","line"
4.44,27718,"unconstrained dating","line"
4.46,28147,"unconstrained dating","line"
4.48,28588,"unconstrained dating","line"
4.5,29137,"unconstrained dating","line"
4.52,29614,"unconstrained dating","line"
4.54,30094,"unconstrained dating","line"
4.56,30554,"unconstrained dating","line"
4.58,31048,"unconstrained dating","line"
4.6,31601,"unconstrained dating","line"
4.62,32099,"unconstrained dating","line"
4.64,32586,"unconstrained dating","line"
4.66,33115,"unconstrained dating","line"
4.68,33613,"unconstrained dating","line"
4.7,34111,"unconstrained dating","line"
4.72,34608,"unconstrained dating","line"
4.74,35147,"unconstrained dating","line"
4.76,35687,"unconstrained dating","line"
4.78,36230,"unconstrained dating","line"
4.8,36774,"unconstrained dating","line"
4.82,37311,"unconstrained dating","line"
4.84,37855,"unconstrained dating","line"
4.86,38428,"unconstrained dating","line"
4.88,38996,"unconstrained dating","line"
4.9,39540,"unconstrained dating","line"
4.92,40122,"unconstrained dating","line"
4.94,40672,"unconstrained dating","line"
4.96,41220,"unconstrained dating","line"
4.98,41821,"unconstrained dating","line"
5,42427,"unconstrained dating","line"
5.02,42958,"unconstrained dating","line"
5.04,43544,"unconstrained dating","line"
5.06,44122,"unconstrained dating","line"
5.08,44702,"unconstrained dating","line"
5.1,45276,"unconstrained dating","line"
5.12,45921,"unconstrained dating","line"
5.14,46518,"unconstrained dating","line"
5.16,47134,"unconstrained dating","line"
5.18,47741,"unconstrained dating","line"
5.2,48335,"unconstrained dating","line"
5.22,48929,"unconstrained dating","line"
5.24,49556,"unconstrained dating","line"
5.26,50229,"unconstrained dating","line"
5.28,50824,"unconstrained dating","line"
5.3,51469,"unconstrained dating","line"
5.32,52073,"unconstrained dating","line"
5.34,52759,"unconstrained dating","line"
5.36,53431,"unconstrained dating","line"
5.38,54068,"unconstrained dating","line"
5.4,54690,"unconstrained dating","line"
5.42,55331,"unconstrained dating","line"
5.44,55998,"unconstrained dating","line"
5.46,56678,"unconstrained dating","line"
5.48,57358,"unconstrained dating","line"
5.5,58026,"unconstrained dating","line"
5.52,58706,"unconstrained dating","line"
5.54,59396,"unconstrained dating","line"
5.56,60095,"unconstrained dating","line"
5.58,60811,"unconstrained dating","line"
5.6,61513,"unconstrained dating","line"
5.62,62246,"unconstrained dating","line"
5.64,62944,"unconstrained dating","line"
5.66,63691,"unconstrained dating","line"
5.68,64406,"unconstrained dating","line"
5.7,65162,"unconstrained dating","line"
5.72,65922,"unconstrained dating","line"
5.74,66600,"unconstrained dating","line"
5.76,67289,"unconstrained dating","line"
5.78,68019,"unconstrained dating","line"
5.8,68755,"unconstrained dating","line"
5.82,69470,"unconstrained dating","line"
5.84,70240,"unconstrained dating","line"
5.86,70957,"unconstrained dating","line"
5.88,71734,"unconstrained dating","line"
5.9,72488,"unconstrained dating","line"
5.92,73293,"unconstrained dating","line"
5.94,74019,"unconstrained dating","line"
5.96,74824,"unconstrained dating","line"
5.98,75618,"unconstrained dating","line"
6,76456,"unconstrained dating","line"
6.02,77244,"unconstrained dating","line"
6.04,78013,"unconstrained dating","line"
6.06,78833,"unconstrained dating","line"
6.08,79660,"unconstrained dating","line"
6.1,80453,"unconstrained dating","line"
6.12,81278,"unconstrained dating","line"
6.14,82112,"unconstrained dating","line"
6.16,82916,"unconstrained dating","line"
6.18,83706,"unconstrained dating","line"
6.2,84516,"unconstrained dating","line"
6.22,85365,"unconstrained dating","line"
6.24,86177,"unconstrained dating","line"
6.26,87029,"unconstrained dating","line"
6.28,87833,"unconstrained dating","line"
6.3,88647,"unconstrained dating","line"
6.32,89475,"unconstrained dating","line"
6.34,90320,"unconstrained dating","line"
6.36,91188,"unconstrained dating","line"
6.38,92046,"unconstrained dating","line"
6.4,93003,"unconstrained dating","line"
6.42,93915,"unconstrained dating","line"
6.44,94766,"unconstrained dating","line"
6.46,95712,"unconstrained dating","line"
6.48,96601,"unconstrained dating","line"
6.5,97566,"unconstrained dating","line"
6.52,98469,"unconstrained dating","line"
6.54,99389,"unconstrained dating","line"
6.56,100277,"unconstrained dating","line"
6.58,101168,"unconstrained dating","line"
6.6,102105,"unconstrained dating","line"
6.62,103009,"unconstrained dating","line"
6.64,103938,"unconstrained dating","line"
6.66,104819,"unconstrained dating","line"
6.68,105790,"unconstrained dating","line"
6.7,106727,"unconstrained dating","line"
6.72,107723,"unconstrained dating","line"
6.74,108621,"unconstrained dating","line"
6.76,109634,"unconstrained dating","line"
6.78,110638,"unconstrained dating","line"
6.8,111618,"unconstrained dating","line"
6.82,112611,"unconstrained dating","line"
6.84,113624,"unconstrained dating","line"
6.86,114570,"unconstrained dating","line"
6.88,115566,"unconstrained dating","line"
6.9,116533,"unconstrained dating","line"
6.92,117634,"unconstrained dating","line"
6.94,118629,"unconstrained dating","line"
6.96,119629,"unconstrained dating","line"
6.98,120626,"unconstrained dating","line"
7,121655,"unconstrained dating","line"
7.02,122658,"unconstrained dating","line"
7.04,123653,"unconstrained dating","line"
7.06,124711,"unconstrained dating","line"
7.08,125730,"unconstrained dating","line"
7.1,126757,"unconstrained dating","line"
7.12,127784,"unconstrained dating","line"
7.14,128872,"unconstrained dating","line"
7.16,129902,"unconstrained dating","line"
7.18,131052,"unconstrained dating","line"
7.2,132127,"unconstrained dating","line"
7.22,133229,"unconstrained dating","line"
7.24,134256,"unconstrained dating","line"
7.26,135398,"unconstrained dating","line"
7.28,136550,"unconstrained dating","line"
7.3,137675,"unconstrained dating","line"
7.32,138778,"unconstrained dating","line"
7.34,139897,"unconstrained dating","line"
7.36,141048,"unconstrained dating","line"
7.38,142171,"unconstrained dating","line"
7.4,143343,"unconstrained dating","line"
7.42,144487,"unconstrained dating","line"
7.44,145646,"unconstrained dating","line"
7.46,146811,"unconstrained dating","line"
7.48,147997,"unconstrained dating","line"
7.5,149138,"unconstrained dating","line"
7.52,150329,"unconstrained dating","line"
7.54,151454,"unconstrained dating","line"
7.56,152629,"unconstrained dating","line"
7.58,153763,"unconstrained dating","line"
7.6,154917,"unconstrained dating","line"
7.62,156116,"unconstrained dating","line"
7.64,157340,"unconstrained dating","line"
7.66,158525,"unconstrained dating","line"
7.68,159677,"unconstrained dating","line"
7.7,160891,"unconstrained dating","line"
7.72,162139,"unconstrained dating","line"
7.74,163334,"unconstrained dating","line"
7.76,164612,"unconstrained dating","line"
7.78,165800,"unconstrained dating","line"
7.8,167064,"unconstrained dating","line"
7.82,168331,"unconstrained dating","line"
7.84,169611,"unconstrained dating","line"
7.86,170854,"unconstrained dating","line"
7.88,172116,"unconstrained dating","line"
7.9,173376,"unconstrained dating","line"
7.92,174646,"unconstrained dating","line"
7.94,175901,"unconstrained dating","line"
7.96,177241,"unconstrained dating","line"
7.98,178477,"unconstrained dating","line"
8,179762,"unconstrained dating","line"
8.02,181051,"unconstrained dating","line"
8.04,182380,"unconstrained dating","line"
8.06,183677,"unconstrained dating","line"
8.08,184900,"unconstrained dating","line"
8.1,186199,"unconstrained dating","line"
8.12,187525,"unconstrained dating","line"
8.14,188844,"unconstrained dating","line"
8.16,190178,"unconstrained dating","line"
8.18,191523,"unconstrained dating","line"
8.2,192852,"unconstrained dating","line"
8.22,194233,"unconstrained dating","line"
8.24,195565,"unconstrained dating","line"
8.26,196906,"unconstrained dating","line"
8.28,198257,"unconstrained dating","line"
8.3,199608,"unconstrained dating","line"
8.32,200897,"unconstrained dating","line"
8.34,202217,"unconstrained dating","line"
8.36,203650,"unconstrained dating","line"
8.38,205047,"unconstrained dating","line"
8.4,206437,"unconstrained dating","line"
8.42,207854,"unconstrained dating","line"
8.44,209262,"unconstrained dating","line"
8.46,210675,"unconstrained dating","line"
8.48,212088,"unconstrained dating","line"
8.5,213477,"unconstrained dating","line"
8.52,214951,"unconstrained dating","line"
8.54,216427,"unconstrained dating","line"
8.56,217865,"unconstrained dating","line"
8.58,219282,"unconstrained dating","line"
8.6,220670,"unconstrained dating","line"
8.62,222135,"unconstrained dating","line"
8.64,223623,"unconstrained dating","line"
8.66,225091,"unconstrained dating","line"
8.68,226584,"unconstrained dating","line"
8.7,228137,"unconstrained dating","line"
8.72,229555,"unconstrained dating","line"
8.74,231097,"unconstrained dating","line"
8.76,232541,"unconstrained dating","line"
8.78,234079,"unconstrained dating","line"
8.8,235580,"unconstrained dating","line"
8.82,237081,"unconstrained dating","line"
8.84,238618,"unconstrained dating","line"
8.86,240193,"unconstrained dating","line"
8.88,241680,"unconstrained dating","line"
8.9,243249,"unconstrained dating","line"
8.92,244685,"unconstrained dating","line"
8.94,246254,"unconstrained dating","line"
8.96,247734,"unconstrained dating","line"
8.98,249289,"unconstrained dating","line"
9,250815,"unconstrained dating","line"
9.02,252411,"unconstrained dating","line"
9.04,253866,"unconstrained dating","line"
9.06,255371,"unconstrained dating","line"
9.08,256907,"unconstrained dating","line"
9.1,258422,"unconstrained dating","line"
9.12,259982,"unconstrained dating","line"
9.14,261490,"unconstrained dating","line"
9.16,263037,"unconstrained dating","line"
9.18,264646,"unconstrained dating","line"
9.2,266181,"unconstrained dating","line"
9.22,267815,"unconstrained dating","line"
9.24,269410,"unconstrained dating","line"
9.26,270935,"unconstrained dating","line"
9.28,272498,"unconstrained dating","line"
9.3,274088,"unconstrained dating","line"
9.32,275709,"unconstrained dating","line"
9.34,277313,"unconstrained dating","line"
9.36,278968,"unconstrained dating","line"
9.38,280569,"unconstrained dating","line"
9.4,282198,"unconstrained dating","line"
9.42,283777,"unconstrained dating","line"
9.44,285391,"unconstrained dating","line"
9.46,287014,"unconstrained dating","line"
9.48,288666,"unconstrained dating","line"
9.5,290331,"unconstrained dating","line"
9.52,291976,"unconstrained dating","line"
9.54,293622,"unconstrained dating","line"
9.56,295214,"unconstrained dating","line"
9.58,296850,"unconstrained dating","line"
9.6,298494,"unconstrained dating","line"
9.62,300217,"unconstrained dating","line"
9.64,301948,"unconstrained dating","line"
9.66,303629,"unconstrained dating","line"
9.68,305245,"unconstrained dating","line"
9.7,306905,"unconstrained dating","line"
9.72,308581,"unconstrained dating","line"
9.74,310186,"unconstrained dating","line"
9.76,311856,"unconstrained dating","line"
9.78,313519,"unconstrained dating","line"
9.8,315244,"unconstrained dating","line"
9.82,316872,"unconstrained dating","line"
9.84,318620,"unconstrained dating","line"
9.86,320291,"unconstrained dating","line"
9.88,322002,"unconstrained dating","line"
9.9,323669,"unconstrained dating","line"
9.92,325366,"unconstrained dating","line"
9.94,327063,"unconstrained dating","line"
9.96,328734,"unconstrained dating","line"
9.98,330394,"unconstrained dating","line"
10,332050,"unconstrained dating","line"
10.02,333716,"unconstrained dating","line"
10.04,335408,"unconstrained dating","line"
10.06,337090,"unconstrained dating","line"
10.08,338774,"unconstrained dating","line"
10.1,340534,"unconstrained dating","line"
10.12,342179,"unconstrained dating","line"
10.14,343946,"unconstrained dating","line"
10.16,345652,"unconstrained dating","line"
10.18,347356,"unconstrained dating","line"
10.2,349063,"unconstrained dating","line"
10.22,350784,"unconstrained dating","line"
10.24,352502,"unconstrained dating","line"
10.26,354215,"unconstrained dating","line"
10.28,355916,"unconstrained dating","line"
10.3,357675,"unconstrained dating","line"
10.32,359400,"unconstrained dating","line"
10.34,361098,"unconstrained dating","line"
10.36,362776,"unconstrained dating","line"
10.38,364556,"unconstrained dating","line"
10.4,366283,"unconstrained dating","line"
10.42,368022,"unconstrained dating","line"
10.44,369793,"unconstrained dating","line"
10.46,371577,"unconstrained dating","line"
10.48,373323,"unconstrained dating","line"
10.5,375023,"unconstrained dating","line"
10.52,376871,"unconstrained dating","line"
10.54,378569,"unconstrained dating","line"
10.56,380267,"unconstrained dating","line"
10.58,381996,"unconstrained dating","line"
10.6,383846,"unconstrained dating","line"
10.62,385638,"unconstrained dating","line"
10.64,387401,"unconstrained dating","line"
10.66,389114,"unconstrained dating","line"
10.68,390823,"unconstrained dating","line"
10.7,392573,"unconstrained dating","line"
10.72,394308,"unconstrained dating","line"
10.74,395993,"unconstrained dating","line"
10.76,397715,"unconstrained dating","line"
10.78,399468,"unconstrained dating","line"
10.8,401151,"unconstrained dating","line"
10.82,402834,"unconstrained dating","line"
10.84,404651,"unconstrained dating","line"
10.86,406434,"unconstrained dating","line"
10.88,408130,"unconstrained dating","line"
10.9,409791,"unconstrained dating","line"
10.92,411500,"unconstrained dating","line"
10.94,413235,"unconstrained dating","line"
10.96,414940,"unconstrained dating","line"
10.98,416624,"unconstrained dating","line"
11,418394,"unconstrained dating","line"
11.02,420176,"unconstrained dating","line"
11.04,421954,"unconstrained dating","line"
11.06,423687,"unconstrained dating","line"
11.08,425399,"unconstrained dating","line"
11.1,427179,"unconstrained dating","line"
11.12,428929,"unconstrained dating","line"
11.14,430662,"unconstrained dating","line"
11.16,432373,"unconstrained dating","line"
11.18,434159,"unconstrained dating","line"
11.2,435820,"unconstrained dating","line"
11.22,437558,"unconstrained dating","line"
11.24,439329,"unconstrained dating","line"
11.26,440984,"unconstrained dating","line"
11.28,442714,"unconstrained dating","line"
11.3,444382,"unconstrained dating","line"
11.32,446075,"unconstrained dating","line"
11.34,447743,"unconstrained dating","line"
11.36,449541,"unconstrained dating","line"
11.38,451224,"unconstrained dating","line"
11.4,452980,"unconstrained dating","line"
11.42,454740,"unconstrained dating","line"
11.44,456486,"unconstrained dating","line"
11.46,458239,"unconstrained dating","line"
11.48,459972,"unconstrained dating","line"
11.5,461763,"unconstrained dating","line"
11.52,463568,"unconstrained dating","line"
11.54,465318,"unconstrained dating","line"
11.56,467021,"unconstrained dating","line"
11.58,468801,"unconstrained dating","line"
11.6,470631,"unconstrained dating","line"
11.62,472469,"unconstrained dating","line"
11.64,474213,"unconstrained dating","line"
11.66,475931,"unconstrained dating","line"
11.68,477789,"unconstrained dating","line"
11.7,479534,"unconstrained dating","line"
11.72,481258,"unconstrained dating","line"
11.74,482946,"unconstrained dating","line"
11.76,484771,"unconstrained dating","line"
11.78,486565,"unconstrained dating","line"
11.8,488290,"unconstrained dating","line"
11.82,490059,"unconstrained dating","line"
11.84,491944,"unconstrained dating","line"
11.86,493639,"unconstrained dating","line"
11.88,495341,"unconstrained dating","line"
11.9,497103,"unconstrained dating","line"
11.92,499091,"unconstrained dating","line"
11.94,500874,"unconstrained dating","line"
11.96,502685,"unconstrained dating","line"
11.98,504476,"unconstrained dating","line"
12,506253,"unconstrained dating","line"
12.02,508197,"unconstrained dating","line"
12.04,509963,"unconstrained dating","line"
12.06,511709,"unconstrained dating","line"
12.08,513484,"unconstrained dating","line"
12.1,515465,"unconstrained dating","line"
12.12,517234,"unconstrained dating","line"
12.14,519072,"unconstrained dating","line"
12.16,520855,"unconstrained dating","line"
12.18,522898,"unconstrained dating","line"
12.2,524698,"unconstrained dating","line"
12.22,526513,"unconstrained dating","line"
12.24,528303,"unconstrained dating","line"
12.26,530463,"unconstrained dating","line"
12.28,532381,"unconstrained dating","line"
12.3,534222,"unconstrained dating","line"
12.32,536125,"unconstrained dating","line"
12.34,538248,"unconstrained dating","line"
12.36,540175,"unconstrained dating","line"
12.38,541990,"unconstrained dating","line"
12.4,543908,"unconstrained dating","line"
12.42,546154,"unconstrained dating","line"
12.44,548011,"unconstrained dating","line"
12.46,549954,"unconstrained dating","line"
12.48,551900,"unconstrained dating","line"
12.5,553901,"unconstrained dating","line"
12.52,556125,"unconstrained dating","line"
12.54,557959,"unconstrained dating","line"
12.56,559928,"unconstrained dating","line"
12.58,561883,"unconstrained dating","line"
12.6,564344,"unconstrained dating","line"
12.62,566233,"unconstrained dating","line"
12.64,568169,"unconstrained dating","line"
12.66,570152,"unconstrained dating","line"
12.68,572654,"unconstrained dating","line"
12.7,574591,"unconstrained dating","line"
12.72,576580,"unconstrained dating","line"
12.74,578624,"unconstrained dating","line"
12.76,581231,"unconstrained dating","line"
12.78,583079,"unconstrained dating","line"
12.8,584986,"unconstrained dating","line"
12.82,586878,"unconstrained dating","line"
12.84,589566,"unconstrained dating","line"
12.86,591468,"unconstrained dating","line"
12.88,593333,"unconstrained dating","line"
12.9,595289,"unconstrained dating","line"
12.92,597996,"unconstrained dating","line"
12.94,599845,"unconstrained dating","line"
12.96,601702,"unconstrained dating","line"
12.98,603611,"unconstrained dating","line"
13,605860,"unconstrained dating","line"
13.02,608379,"unconstrained dating","line"
13.04,610199,"unconstrained dating","line"
13.06,612019,"unconstrained dating","line"
13.08,613834,"unconstrained dating","line"
13.1,616829,"unconstrained dating","line"
13.12,618512,"unconstrained dating","line"
13.14,620289,"unconstrained dating","line"
13.16,622012,"unconstrained dating","line"
13.18,625084,"unconstrained dating","line"
13.2,626662,"unconstrained dating","line"
13.22,628304,"unconstrained dating","line"
13.24,629886,"unconstrained dating","line"
13.26,633228,"unconstrained dating","line"
13.28,634684,"unconstrained dating","line"
13.3,636086,"unconstrained dating","line"
13.32,637438,"unconstrained dating","line"
13.34,641479,"unconstrained dating","line"
13.36,642478,"unconstrained dating","line"
13.38,643517,"unconstrained dating","line"
13.4,644569,"unconstrained dating","line"
13.42,655701,"unconstrained dating","line"
13.44,655701,"unconstrained dating","line"
1.5,2,"constrained dating","line"
1.52,4,"constrained dating","line"
1.54,4,"constrained dating","line"
1.56,4,"constrained dating","line"
1.58,4,"constrained dating","line"
1.6,4,"constrained dating","line"
1.62,4,"constrained dating","line"
1.64,4,"constrained dating","line"
1.66,4,"constrained dating","line"
1.68,4,"constrained dating","line"
1.7,4,"constrained dating","line"
1.72,4,"constrained dating","line"
1.74,4,"constrained dating","line"
1.76,4,"constrained dating","line"
1.78,4,"constrained dating","line"
1.8,4,"constrained dating","line"
1.82,4,"constrained dating","line"
1.84,4,"constrained dating","line"
1.86,4,"constrained dating","line"
1.88,4,"constrained dating","line"
1.9,4,"constrained dating","line"
1.92,4,"constrained dating","line"
1.94,4,"constrained dating","line"
1.96,4,"constrained dating","line"
1.98,4,"constrained dating","line"
2,4,"constrained dating","line"
2.02,4,"constrained dating","line"
2.04,4,"constrained dating","line"
2.06,4,"constrained dating","line"
2.08,4,"constrained dating","line"
2.1,4,"constrained dating","line"
2.12,4,"constrained dating","line"
2.14,4,"constrained dating","line"
2.16,4,"constrained dating","line"
2.18,4,"constrained dating","line"
2.2,4,"constrained dating","line"
2.22,4,"constrained dating","line"
2.24,4,"constrained dating","line"
2.26,4,"constrained dating","line"
2.28,4,"constrained dating","line"
2.3,4,"constrained dating","line"
2.32,4,"constrained dating","line"
2.34,4,"constrained dating","line"
2.36,4,"constrained dating","line"
2.38,4,"constrained dating","line"
2.4,4,"constrained dating","line"
2.42,4,"constrained dating","line"
2.44,4,"constrained dating","line"
2.46,4,"constrained dating","line"
2.48,4,"constrained dating","line"
2.5,4,"constrained dating","line"
2.52,4,"constrained dating","line"
2.54,4,"constrained dating","line"
2.56,4,"constrained dating","line"
2.58,4,"constrained dating","line"
2.6,4,"constrained dating","line"
2.62,4,"constrained dating","line"
2.64,4,"constrained dating","line"
2.66,4,"constrained dating","line"
2.68,4,"constrained dating","line"
2.7,4,"constrained dating","line"
2.72,4,"constrained dating","line"
2.74,4,"constrained dating","line"
2.76,4,"constrained dating","line"
2.78,4,"constrained dating","line"
2.8,4,"constrained dating","line"
2.82,4,"constrained dating","line"
2.84,4,"constrained dating","line"
2.86,4,"constrained dating","line"
2.88,4,"constrained dating","line"
2.9,4,"constrained dating","line"
2.92,4,"constrained dating","line"
2.94,4,"constrained dating","line"
2.96,4,"constrained dating","line"
2.98,4,"constrained dating","line"
3,4,"constrained dating","line"
3.02,4,"constrained dating","line"
3.04,4,"constrained dating","line"
3.06,4,"constrained dating","line"
3.08,4,"constrained dating","line"
3.1,4,"constrained dating","line"
3.12,4,"constrained dating","line"
3.14,4,"constrained dating","line"
3.16,4,"constrained dating","line"
3.18,4,"constrained dating","line"
3.2,4,"constrained dating","line"
3.22,4,"constrained dating","line"
3.24,4,"constrained dating","line"
3.26,4,"constrained dating","line"
3.28,4,"constrained dating","line"
3.3,4,"constrained dating","line"
3.32,4,"constrained dating","line"
3.34,4,"constrained dating","line"
3.36,4,"constrained dating","line"
3.38,4,"constrained dating","line"
3.4,4,"constrained dating","line"
3.42,4,"constrained dating","line"
3.44,4,"constrained dating","line"
3.46,4,"constrained dating","line"
3.48,4,"constrained dating","line"
3.5,4,"constrained dating","line"
3.52,4,"constrained dating","line"
3.54,4,"constrained dating","line"
3.56,4,"constrained dating","line"
3.58,4,"constrained dating","line"
3.6,4,"constrained dating","line"
3.62,4,"constrained dating","line"
3.64,4,"constrained dating","line"
3.66,4,"constrained dating","line"
3.68,4,"constrained dating","line"
3.7,4,"constrained dating","line"
3.72,4,"constrained dating","line"
3.74,4,"constrained dating","line"
3.76,4,"constrained dating","line"
3.78,4,"constrained dating","line"
3.8,4,"constrained dating","line"
3.82,4,"constrained dating","line"
3.84,4,"constrained dating","line"
3.86,4,"constrained dating","line"
3.88,4,"constrained dating","line"
3.9,4,"constrained dating","line"
3.92,4,"constrained dating","line"
3.94,4,"constrained dating","line"
3.96,4,"constrained dating","line"
3.98,4,"constrained dating","line"
4,4,"constrained dating","line"
4.02,4,"constrained dating","line"
4.04,4,"constrained dating","line"
4.06,4,"constrained dating","line"
4.08,4,"constrained dating","line"
4.1,4,"constrained dating","line"
4.12,4,"constrained dating","line"
4.14,4,"constrained dating","line"
4.16,4,"constrained dating","line"
4.18,4,"constrained dating","line"
4.2,4,"constrained dating","line"
4.22,4,"constrained dating","line"
4.24,4,"constrained dating","line"
4.26,4,"constrained dating","line"
4.28,4,"constrained dating","line"
4.3,5,"constrained dating","line"
4.32,5,"constrained dating","line"
4.34,5,"constrained dating","line"
4.36,5,"constrained dating","line"
4.38,5,"constrained dating","line"
4.4,5,"constrained dating","line"
4.42,5,"constrained dating","line"
4.44,5,"constrained dating","line"
4.46,5,"constrained dating","line"
4.48,5,"constrained dating","line"
4.5,5,"constrained dating","line"
4.52,5,"constrained dating","line"
4.54,5,"constrained dating","line"
4.56,5,"constrained dating","line"
4.58,5,"constrained dating","line"
4.6,5,"constrained dating","line"
4.62,5,"constrained dating","line"
4.64,5,"constrained dating","line"
4.66,5,"constrained dating","line"
4.68,5,"constrained dating","line"
4.7,5,"constrained dating","line"
4.72,5,"constrained dating","line"
4.74,5,"constrained dating","line"
4.76,5,"constrained dating","line"
4.78,5,"constrained dating","line"
4.8,5,"constrained dating","line"
4.82,5,"constrained dating","line"
4.84,5,"constrained dating","line"
4.86,5,"constrained dating","line"
