"day","count","series","kind"
9.38,187623.397857638,"cell ceiling, unused (> E7.5)","line"
9.4,189631.652629087,"cell ceiling, unused (> E7.5)","line"
9.42,191661.40305232,"cell ceiling, unused (> E7.5)","line"
9.44,193712.879209225,"cell ceiling, unused (> E7.5)","line"
9.46,195786.313644402,"cell ceiling, unused (> E7.5)","line"
9.48,197881.941391529,"cell ceiling, unused (> E7.5)","line"
9.5,2e+05,"cell ceiling, unused (> E7.5)","line"
9.52,206936.57149118,"cell ceiling, unused (> E7.5)","line"
9.54,214113.723102623,"cell ceiling, unused (> E7.5)","line"
9.56,221539.798840344,"cell ceiling, unused (> E7.5)","line"
9.58,229223.432104333,"cell ceiling, unused (> E7.5)","line"
9.6,237173.55572556,"cell ceiling, unused (> E7.5)","line"
9.62,245399.4123511,"cell ceiling, unused (> E7.5)","line"
9.64,253910.565189435,"cell ceiling, unused (> E7.5)","line"
9.66,262716.909128448,"cell ceiling, unused (> E7.5)","line"
9.68,271828.682239005,"cell ceiling, unused (> E7.5)","line"
9.7,281256.477677527,"cell ceiling, unused (> E7.5)","line"
9.72,291011.256001367,"cell ceiling, unused (> E7.5)","line"
9.74,301104.357911325,"cell ceiling, unused (> E7.5)","line"
9.76,311547.517436115,"cell ceiling, unused (> E7.5)","line"
9.78,322352.875574092,"cell ceiling, unused (> E7.5)","line"
9.8,333532.994408129,"cell ceiling, unused (> E7.5)","line"
9.82,345100.871710027,"cell ceiling, unused (> E7.5)","line"
9.84,357069.956051453,"cell ceiling, unused (> E7.5)","line"
9.86,369454.162438971,"cell ceiling, unused (> E7.5)","line"
9.88,382267.888491333,"cell ceiling, unused (> E7.5)","line"
9.9,395526.031177847,"cell ceiling, unused (> E7.5)","line"
9.92,409244.004137287,"cell ceiling, unused (> E7.5)","line"
9.94,423437.755597463,"cell ceiling, unused (> E7.5)","line"
9.96,438123.786916298,"cell ceiling, unused (> E7.5)","line"
9.98,453319.171765957,"cell ceiling, unused (> E7.5)","line"
10,469041.575982343,"cell ceiling, unused (> E7.5)","line"
10.02,485309.27810303,"cell ceiling, unused (> E7.5)","line"
10.04,502141.190617507,"cell ceiling, unused (> E7.5)","line"
10.06,519556.881954431,"cell ceiling, unused (> E7.5)","line"
10.08,537576.599231489,"cell ceiling, unused (> E7.5)","line"
10.1,556221.291794264,"cell ceiling, unused (> E7.5)","line"
10.12,575512.635571504,"cell ceiling, unused (> E7.5)","line"
10.14,595473.058275101,"cell ceiling, unused (> E7.5)","line"
10.16,616125.765474087,"cell ceiling, unused (> E7.5)","line"
10.18,637494.767572933,"cell ceiling, unused (> E7.5)","line"
10.2,659604.907725551,"cell ceiling, unused (> E7.5)","line"
10.22,682481.89071741,"cell ceiling, unused (> E7.5)","line"
10.24,706152.312849396,"cell ceiling, unused (> E7.5)","line"
10.26,730643.692858109,"cell ceiling, unused (> E7.5)","line"
10.28,755984.50390856,"cell ceiling, unused (> E7.5)","line"
10.3,782204.206696494,"cell ceiling, unused (> E7.5)","line"
10.32,809333.283698757,"cell ceiling, unused (> E7.5)","line"
10.34,837403.274611598,"cell ceiling, unused (> E7.5)","line"
10.36,866446.813018058,"cell ceiling, unused (> E7.5)","line"
10.38,896497.664327087,"cell ceiling, unused (> E7.5)","line"
10.4,927590.765028492,"cell ceiling, unused (> E7.5)","line"
10.42,959762.263309388,"cell ceiling, unused (> E7.5)","line"
10.44,993049.561079301,"cell ceiling, unused (> E7.5)","line"
10.46,1027491.35745286,"cell ceiling, unused (> E7.5)","line"
10.48,1063127.69374057,"cell ceiling, unused (> E7.5)","line"
10.5,1100000,"cell ceiling, unused (> E7.5)","line"
10.52,1119088.15356884,"cell ceiling, unused (> E7.5)","line"
10.54,1138507.54132556,"cell ceiling, unused (> E7.5)","line"
10.56,1158263.91113292,"cell ceiling, unused (> E7.5)","line"
10.58,1178363.1105956,"cell ceiling, unused (> E7.5)","line"
10.6,1198811.08879096,"cell ceiling, unused (> E7.5)","line"
10.62,1219613.89802993,"cell ceiling, unused (> E7.5)","line"
10.64,1240777.69564837,"cell ceiling, unused (> E7.5)","line"
10.66,1262308.74582958,"cell ceiling, unused (> E7.5)","line"
10.68,1284213.42145838,"cell ceiling, unused (> E7.5)","line"
10.7,1306498.20600743,"cell ceiling, unused (> E7.5)","line"
10.72,1329169.69545623,"cell ceiling, unused (> E7.5)","line"
10.74,1352234.60024343,"cell ceiling, unused (> E7.5)","line"
10.76,1375699.74725301,"cell ceiling, unused (> E7.5)","line"
10.78,1399572.08183499,"cell ceiling, unused (> E7.5)","line"
10.8,1423858.6698611,"cell ceiling, unused (> E7.5)","line"
10.82,1448566.69981622,"cell ceiling, unused (> E7.5)","line"
10.84,1473703.48492603,"cell ceiling, unused (> E7.5)","line"
10.86,1499276.46532166,"cell ceiling, unused (> E7.5)","line"
10.88,1525293.21024185,"cell ceiling, unused (> E7.5)","line"
10.9,1551761.42027331,"cell ceiling, unused (> E7.5)","line"
10.92,1578688.92963001,"cell ceiling, unused (> E7.5)","line"
10.94,1606083.70847201,"cell ceiling, unused (> E7.5)","line"
10.96,1633953.86526449,"cell ceiling, unused (> E7.5)","line"
10.98,1662307.64917772,"cell ceiling, unused (> E7.5)","line"
11,1691153.45252878,"cell ceiling, unused (> E7.5)","line"
11.02,1720499.81326545,"cell ceiling, unused (> E7.5)","line"
11.04,1750355.41749342,"cell ceiling, unused (> E7.5)","line"
11.06,1780729.1020472,"cell ceiling, unused (> E7.5)","line"
11.08,1811629.85710572,"cell ceiling, unused (> E7.5)","line"
11.1,1843066.82885329,"cell ceiling, unused (> E7.5)","line"
11.12,1875049.32218673,"cell ceiling, unused (> E7.5)","line"
11.14,1907586.8034695,"cell ceiling, unused (> E7.5)","line"
11.16,1940688.9033336,"cell ceiling, unused (> E7.5)","line"
11.18,1974365.41953012,"cell ceiling, unused (> E7.5)","line"
11.2,2008626.3198292,"cell ceiling, unused (> E7.5)","line"
11.22,2043481.74497039,"cell ceiling, unused (> E7.5)","line"
11.24,2078942.01166413,"cell ceiling, unused (> E7.5)","line"
11.26,2115017.61564536,"cell ceiling, unused (> E7.5)","line"
11.28,2151719.23478011,"cell ceiling, unused (> E7.5)","line"
11.3,2189057.73222603,"cell ceiling, unused (> E7.5)","line"
11.32,2227044.15964764,"cell ceiling, unused (> E7.5)","line"
11.34,2265689.76048759,"cell ceiling, unused (> E7.5)","line"
11.36,2305005.97329443,"cell ceiling, unused (> E7.5)","line"
11.38,2345004.43510837,"cell ceiling, unused (> E7.5)","line"
11.4,2385696.9849056,"cell ceiling, unused (> E7.5)","line"
11.42,2427095.6671025,"cell ceiling, unused (> E7.5)","line"
11.44,2469212.7351206,"cell ceiling, unused (> E7.5)","line"
11.46,2512060.65501343,"cell ceiling, unused (> E7.5)","line"
11.48,2555652.10915627,"cell ceiling, unused (> E7.5)","line"
11.5,2600000,"cell ceiling, unused (> E7.5)","line"
11.52,2643850.57465473,"cell ceiling, unused (> E7.5)","line"
11.54,2688440.71580852,"cell ceiling, unused (> E7.5)","line"
11.56,2733782.89669827,"cell ceiling, unused (> E7.5)","line"
11.58,2779889.80092961,"cell ceiling, unused (> E7.5)","line"
11.6,2826774.32602484,"cell ceiling, unused (> E7.5)","line"
11.62,2874449.58703077,"cell ceiling, unused (> E7.5)","line"
11.64,2922928.92018744,"cell ceiling, unused (> E7.5)","line"
11.66,2972225.88665865,"cell ceiling, unused (> E7.5)","line"
11.68,3022354.27632543,"cell ceiling, unused (> E7.5)","line"
11.7,3073328.11164353,"cell ceiling, unused (> E7.5)","line"
11.72,3125161.65156588,"cell ceiling, unused (> E7.5)","line"
11.74,3177869.3955313,"cell ceiling, unused (> E7.5)","line"
11.76,3231466.08752042,"cell ceiling, unused (> E7.5)","line"
11.78,3285966.72018005,"cell ceiling, unused (> E7.5)","line"
11.8,3341386.53901705,"cell ceiling, unused (> E7.5)","line"
11.82,3397741.046663,"cell ceiling, unused (> E7.5)","line"
11.84,3455046.00721074,"cell ceiling, unused (> E7.5)","line"
11.86,3513317.4506241,"cell ceiling, unused (> E7.5)","line"
11.88,3572571.67722193,"cell ceiling, unused (> E7.5)","line"
11.9,3632825.26223784,"cell ceiling, unused (> E7.5)","line"
11.92,3694095.06045682,"cell ceiling, unused (> E7.5)","line"
11.94,3756398.21092998,"cell ceiling, unused (> E7.5)","line"
11.96,3819752.14176894,"cell ceiling, unused (> E7.5)","line"
11.98,3884174.57502094,"cell ceiling, unused (> E7.5)","line"
12,3949683.5316263,"cell ceiling, unused (> E7.5)","line"
12.02,4016297.33645942,"cell ceiling, unused (> E7.5)","line"
12.04,4084034.62345482,"cell ceiling, unused (> E7.5)","line"
12.06,4152914.34081955,"cell ceiling, unused (> E7.5)","line"
12.08,4222955.7563337,"cell ceiling, unused (> E7.5)","line"
12.1,4294178.46274013,"cell ceiling, unused (> E7.5)","line"
12.12,4366602.38322518,"cell ceiling, unused (> E7.5)","line"
12.14,4440247.77699176,"cell ceiling, unused (> E7.5)","line"
12.16,4515135.24492656,"cell ceiling, unused (> E7.5)","line"
12.18,4591285.73536265,"cell ceiling, unused (> E7.5)","line"
12.2,4668720.54993947,"cell ceiling, unused (> E7.5)","line"
12.22,4747461.34956146,"cell ceiling, unused (> E7.5)","line"
12.24,4827530.16045737,"cell ceiling, unused (> E7.5)","line"
12.26,4908949.38034164,"cell ceiling, unused (> E7.5)","line"
12.28,4991741.7846797,"cell ceiling, unused (> E7.5)","line"
12.3,5075930.53305902,"cell ceiling, unused (> E7.5)","line"
12.32,5161539.17566753,"cell ceiling, unused (> E7.5)","line"
12.34,5248591.65988133,"cell ceiling, unused (> E7.5)","line"
12.36,5337112.33696357,"cell ceiling, unused (> E7.5)","line"
12.38,5427125.96887615,"cell ceiling, unused (> E7.5)","line"
12.4,5518657.73520647,"cell ceiling, unused (> E7.5)","line"
12.42,5611733.24021091,"cell ceiling, unused (> E7.5)","line"
12.44,5706378.51997718,"cell ceiling, unused (> E7.5)","line"
12.46,5802620.04970733,"cell ceiling, unused (> E7.5)","line"
12.48,5900484.75112376,"cell ceiling, unused (> E7.5)","line"
12.5,6e+06,"cell ceiling, unused (> E7.5)","line"
12.52,6093503.88589508,"cell ceiling, unused (> E7.5)","line"
12.54,6188464.93456974,"cell ceiling, unused (> E7.5)","line"
12.56,6284905.85442101,"cell ceiling, unused (> E7.5)","line"
12.58,6382849.70773318,"cell ceiling, unused (> E7.5)","line"
12.6,6482319.91619274,"cell ceiling, unused (> E7.5)","line"
12.62,6583340.26648924,"cell ceiling, unused (> E7.5)","line"
12.64,6685934.91600363,"cell ceiling, unused (> E7.5)","line"
12.66,6790128.39858494,"cell ceiling, unused (> E7.5)","line"
12.68,6895945.6304173,"cell ceiling, unused (> E7.5)","line"
12.7,7003411.91597817,"cell ceiling, unused (> E7.5)","line"
12.72,7112552.95408947,"cell ceiling, unused (> E7.5)","line"
12.74,7223394.84406311,"cell ceiling, unused (> E7.5)","line"
12.76,7335964.09194216,"cell ceiling, unused (> E7.5)","line"
12.78,7450287.61683937,"cell ceiling, unused (> E7.5)","line"
12.8,7566392.75737445,"cell ceiling, unused (> E7.5)","line"
12.82,7684307.2782116,"cell ceiling, unused (> E7.5)","line"
12.84,7804059.37669903,"cell ceiling, unused (> E7.5)","line"
12.86,7925677.6896119,"cell ceiling, unused (> E7.5)","line"
12.88,8049191.30000034,"cell ceiling, unused (> E7.5)","line"
12.9,8174629.74414415,"cell ceiling, unused (> E7.5)","line"
12.92,8302023.01861596,"cell ceiling, unused (> E7.5)","line"
12.94,8431401.58745445,"cell ceiling, unused (> E7.5)","line"
12.96,8562796.38944927,"cell ceiling, unused (> E7.5)","line"
12.98,8696238.84553957,"cell ceiling, unused (> E7.5)","line"
13,8831760.86632784,"cell ceiling, unused (> E7.5)","line"
13.02,8969394.8597108,"cell ceiling, unused (> E7.5)","line"
13.04,9109173.73862918,"cell ceiling, unused (> E7.5)","line"
13.06,9251130.92893836,"cell ceiling, unused (> E7.5)","line"
13.08,9395300.37740168,"cell ceiling, unused (> E7.5)","line"
13.1,9541716.55980811,"cell ceiling, unused (> E7.5)","line"
13.12,9690414.48921666,"cell ceiling, unused (> E7.5)","line"
13.14,9841429.72432928,"cell ceiling, unused (> E7.5)","line"
13.16,9994798.37799397,"cell ceiling, unused (> E7.5)","line"
13.18,10150557.1258407,"cell ceiling, unused (> E7.5)","line"
13.2,10308743.2150517,"cell ceiling, unused (> E7.5)","line"
13.22,10469394.4732686,"cell ceiling, unused (> E7.5)","line"
13.24,10632549.3176385,"cell ceiling, unused (> E7.5)","line"
13.26,10798246.7640002,"cell ceiling, unused (> E7.5)","line"
13.28,10966526.4362148,"cell ceiling, unused (> E7.5)","line"
13.3,11137428.575641,"cell ceiling, unused (> E7.5)","line"
13.32,11310994.0507579,"cell ceiling, unused (> E7.5)","line"
13.34,11487264.3669382,"cell ceiling, unused (> E7.5)","line"
13.36,11666281.6763737,"cell ceiling, unused (> E7.5)","line"
13.38,11848088.7881549,"cell ceiling, unused (> E7.5)","line"
13.4,12032729.1785087,"cell ceiling, unused (> E7.5)","line"
13.42,12220247.0011942,"cell ceiling, unused (> E7.5)","line"
13.44,12410687.0980624,"cell ceiling, unused (> E7.5)","line"
2,4,"cell ceiling, used (≤ E7.5)","landmark"
2.5,16,"cell ceiling, used (≤ E7.5)","landmark"
3.5,32,"cell ceiling, used (≤ E7.5)","landmark"
4,64,"cell ceiling, used (≤ E7.5)","landmark"
5.5,120,"cell ceiling, used (≤ E7.5)","landmark"
6,250,"cell ceiling, used (≤ E7.5)","landmark"
6.5,660,"cell ceiling, used (≤ E7.5)","landmark"
7,4500,"cell ceiling, used (≤ E7.5)","landmark"
7.5,15000,"cell ceiling, used (≤ E7.5)","landmark"
8,90000,"cell ceiling, unused (> E7.5)","landmark"
9.5,2e+05,"cell ceiling, unused (> E7.5)","landmark"
10.5,1100000,"cell ceiling, unused (> E7.5)","landmark"
11.5,2600000,"cell ceiling, unused (> E7.5)","landmark"
12.5,6e+06,"cell ceiling, unused (> E7.5)","landmark"
