"blastomere","node","support"
"B1",612595,2
"B1",612596,3
"B1",612597,0
"B1",612598,4
"B1",612599,3
"B1",612600,11
"B1",612601,13
"B1",612602,8
"B1",612603,4
"B1",612604,9
"B1",612605,3
"B1",612606,10
"B1",612607,2
"B1",612608,13
"B1",612609,4
"B1",612610,11
"B1",612611,3
"B1",612612,3
"B1",612613,6
"B1",612614,0
"B1",612615,2
"B1",612616,8
"B1",612617,2
"B1",612618,9
"B1",612619,9
"B1",612620,15
"B1",612621,0
"B1",612622,0
"B1",612623,0
"B1",612624,3
"B1",612625,1
"B1",612626,4
"B1",612627,0
"B1",612628,0
"B1",612629,7
"B1",612630,7
"B1",612631,3
"B1",612632,0
"B1",612633,0
"B1",612634,0
"B1",612635,0
"B1",612636,0
"B1",612637,0
"B1",612638,2
"B1",612639,4
"B1",612640,3
"B1",612641,3
"B1",612642,4
"B1",612643,7
"B1",612644,7
"B1",612645,8
"B1",612646,2
"B1",612647,5
"B1",612648,0
"B1",612649,0
"B1",612650,2
"B1",612651,0
"B1",612652,2
"B1",612653,0
"B1",612654,0
"B1",612655,0
"B1",612656,0
"B1",612657,0
"B1",612658,2
"B1",612659,3
"B1",612660,0
"B1",612661,4
"B1",612662,3
"B1",612663,7
"B1",612664,8
"B1",612665,1
"B1",612666,5
"B1",612667,8
"B1",612668,11
"B1",612669,0
"B1",612670,1
"B1",612671,0
"B1",612672,0
"B1",612673,3
"B1",612674,0
"B1",612675,0
"B1",612676,3
"B1",612677,0
"B1",612678,5
"B1",612679,0
"B1",612680,3
"B1",612681,2
"B1",612682,1
"B1",612683,1
"B1",612684,2
"B1",612685,1
"B1",612686,4
"B1",612687,2
"B1",612688,1
"B1",612689,3
"B1",612690,1
"B1",612691,8
"B1",612692,4
"B1",612693,1
"B1",612694,5
"B1",612695,8
"B1",612696,4
"B1",612697,1
"B1",612698,6
"B1",612699,5
"B1",612700,8
"B1",612701,9
"B1",612702,1
"B1",612703,4
"B1",612704,4
"B1",612705,0
"B1",612706,3
"B1",612707,0
"B1",612708,1
"B1",612709,3
"B1",612710,7
"B1",612711,0
"B1",612712,0
"B1",612713,1
"B1",612714,9
"B1",612715,11
"B1",612716,1
"B1",612717,4
"B1",612718,3
"B1",612719,0
"B1",612720,0
"B1",612721,0
"B1",612722,6
"B1",612723,2
"B1",612724,5
"B1",612725,6
"B1",612726,4
"B1",612727,2
"B1",612728,4
"B1",612729,3
"B1",612730,3
"B1",612731,0
"B1",612732,4
"B1",612733,2
"B1",612734,1
"B1",612735,1
"B1",612736,1
"B1",612737,0
"B1",612738,4
"B1",612739,4
"B1",612740,1
"B1",612741,2
"B1",612742,1
"B1",612743,5
"B1",612744,5
"B1",612745,5
"B1",612746,1
"B1",612747,1
"B1",612748,0
"B1",612749,1
"B1",612750,1
"B1",612751,5
"B1",612752,2
"B1",612753,1
"B1",612754,2
"B1",612755,1
"B1",612756,5
"B1",612757,0
"B1",612758,0
"B1",612759,4
"B1",612760,2
"B1",612761,8
"B1",612762,5
"B1",612763,3
"B1",612764,8
"B1",612765,0
"B1",612766,9
"B1",612767,2
"B1",612768,0
"B1",612769,1
"B1",612770,0
"B1",612771,3
"B1",612772,3
"B1",612773,0
"B1",612774,0
"B1",612775,0
"B1",612776,0
"B1",612777,0
"B1",612778,0
"B1",612779,0
"B1",612780,0
"B1",612781,3
"B1",612782,0
"B1",612783,1
"B1",612784,0
"B1",612785,1
"B1",612786,0
"B1",612787,4
"B1",612788,0
"B1",612789,7
"B1",612790,6
"B1",612791,5
"B1",612792,3
"B1",612793,2
"B1",612794,0
"B1",612795,2
"B1",612796,0
"B1",612797,3
"B1",612798,2
"B1",612799,4
"B1",612800,0
"B1",612801,0
"B1",612802,1
"B1",612803,4
"B1",612804,1
"B1",612805,3
"B1",612806,2
"B1",612807,6
"B1",612808,3
"B1",612809,0
"B1",612810,0
"B1",612811,3
"B1",612812,1
"B1",612813,0
"B1",612814,0
"B1",612815,0
"B1",612816,0
"B1",612817,0
"B1",612818,0
"B1",612819,0
"B1",612820,0
"B1",612821,0
"B1",612822,0
"B1",612823,0
"B1",612824,0
"B1",612825,1
"B1",612826,0
"B1",612827,10
"B1",612828,0
"B1",612829,0
"B1",612830,1
"B1",612831,4
"B1",612832,6
"B1",612833,1
"B1",612834,7
"B1",612835,0
"B1",612836,6
"B1",612837,10
"B1",612838,11
"B1",612839,10
"B1",612840,3
"B1",612841,6
"B1",612842,4
"B1",612843,7
"B1",612844,2
"B1",612845,1
"B1",612846,4
"B1",612847,2
"B1",612848,2
"B1",612849,8
"B1",612850,4
"B1",612851,4
"B1",612852,1
"B1",612853,4
"B1",612854,2
"B1",612855,6
"B1",612856,3
"B1",612857,1
"B1",612858,7
"B1",612859,0
"B1",612860,1
"B1",612861,1
"B1",612862,1
"B1",612863,1
"B1",612864,1
"B1",612865,3
"B1",612866,0
"B1",612867,0
"B1",612868,0
"B1",612869,0
"B1",612870,1
"B1",612871,3
"B1",612872,5
"B1",612873,1
"B1",612874,5
"B1",612875,1
"B1",612876,0
"B1",612877,2
"B1",612878,1
"B1",612879,3
"B1",612880,1
"B1",612881,6
"B1",612882,0
"B1",612883,2
"B1",612884,4
"B1",612885,5
"B1",612886,1
"B1",612887,2
"B1",612888,1
"B1",612889,0
"B1",612890,1
"B1",612891,1
"B1",612892,0
"B1",612893,5
"B1",612894,1
"B1",612895,5
"B1",612896,5
"B1",612897,0
"B1",612898,0
"B1",612899,5
"B1",612900,3
"B1",612901,3
"B1",612902,8
"B1",612903,9
"B1",612904,2
"B1",612905,4
"B1",612906,1
"B1",612907,2
"B1",612908,7
"B1",612909,9
"B1",612910,7
"B1",612911,1
"B1",612912,2
"B1",612913,2
"B1",612914,1
"B1",612915,9
"B1",612916,0
"B1",612917,0
"B1",612918,0
"B1",612919,1
"B1",612920,4
"B1",612921,2
"B1",612922,0
"B1",612923,7
"B1",612924,7
"B1",612925,2
"B1",612926,0
"B1",612927,0
"B1",612928,7
"B1",612929,6
"B1",612930,7
"B1",612931,4
"B1",612932,4
"B1",612933,4
"B1",612934,2
"B1",612935,4
"B1",612936,4
"B1",612937,4
"B1",612938,7
"B1",612939,6
"B1",612940,5
"B1",612941,3
"B1",612942,5
"B1",612943,2
"B1",612944,19
"B1",612945,0
"B1",612946,2
"B1",612947,1
"B1",612948,4
"B1",612949,0
"B1",612950,0
"B1",612951,2
"B1",612952,3
"B1",612953,0
"B1",612954,1
"B1",612955,3
"B1",612956,1
"B1",612957,1
"B1",612958,2
"B1",612959,2
"B1",612960,2
"B1",612961,0
"B1",612962,0
"B1",612963,0
"B1",612964,0
"B1",612965,1
"B1",612966,10
"B1",612967,2
"B1",612968,7
"B1",612969,4
"B1",612970,7
"B1",612971,4
"B1",612972,4
"B1",612973,3
"B1",612974,7
"B1",612975,7
"B1",612976,5
"B1",612977,1
"B1",612978,3
"B1",612979,5
"B1",612980,3
"B1",612981,9
"B1",612982,5
"B1",612983,2
"B1",612984,1
"B1",612985,0
"B1",612986,0
"B1",612987,0
"B1",612988,0
"B1",612989,0
"B1",612990,0
"B1",612991,6
"B1",612992,5
"B1",612993,3
"B1",612994,6
"B1",612995,6
"B1",612996,0
"B1",612997,4
"B1",612998,3
"B1",612999,5
"B1",613000,2
"B1",613001,7
"B1",613002,2
"B1",613003,7
"B1",613004,6
"B1",613005,3
"B1",613006,1
"B1",613007,1
"B1",613008,1
"B1",613009,3
"B1",613010,3
"B1",613011,3
"B1",613012,4
"B1",613013,2
"B1",613014,8
"B1",613015,9
"B1",613016,3
"B1",613017,4
"B1",613018,1
"B1",613019,4
"B1",613020,2
"B1",613021,6
"B1",613022,3
"B1",613023,0
"B1",613024,3
"B1",613025,0
"B1",613026,0
"B1",613027,5
"B1",613028,3
"B1",613029,0
"B1",613030,0
"B1",613031,0
"B1",613032,2
"B1",613033,2
"B1",613034,4
"B1",613035,2
"B1",613036,7
"B1",613037,5
"B1",613038,3
"B1",613039,2
"B1",613040,6
"B1",613041,2
"B1",613042,0
"B1",613043,2
"B1",613044,2
"B1",613045,8
"B1",613046,0
"B1",613047,3
"B1",613048,1
"B1",613049,4
"B1",613050,2
"B1",613051,3
"B1",613052,0
"B1",613053,1
"B1",613054,2
"B1",613055,6
"B1",613056,5
"B1",613057,6
"B1",613058,6
"B1",613059,6
"B1",613060,6
"B1",613061,2
"B1",613062,2
"B1",613063,2
"B1",613064,5
"B1",613065,3
"B1",613066,7
"B1",613067,3
"B1",613068,1
"B1",613069,3
"B1",613070,1
"B1",613071,5
"B1",613072,1
"B1",613073,11
"B1",613074,0
"B1",613075,0
"B1",613076,0
"B1",613077,2
"B1",613078,0
"B1",613079,2
"B1",613080,0
"B1",613081,3
"B1",613082,3
"B1",613083,2
"B1",613084,6
"B1",613085,0
"B1",613086,0
"B1",613087,0
"B1",613088,1
"B1",613089,3
"B1",613090,3
"B1",613091,5
"B1",613092,4
"B1",613093,1
"B1",613094,0
"B1",613095,0
"B1",613096,1
"B1",613097,6
"B1",613098,4
"B1",613099,0
"B1",613100,0
"B1",613101,0
"B1",613102,3
"B1",613103,2
"B1",613104,0
"B1",613105,0
"B1",613106,0
"B1",613107,0
"B1",613108,3
"B1",613109,1
"B1",613110,2
"B1",613111,2
"B1",613112,2
"B1",613113,0
"B1",613114,1
"B1",613115,3
"B1",613116,0
"B1",613117,0
"B1",613118,5
"B1",613119,0
"B1",613120,5
"B1",613121,7
"B1",613122,0
"B1",613123,0
"B1",613124,0
"B1",613125,2
"B1",613126,2
"B1",613127,10
"B1",613128,1
"B1",613129,8
"B1",613130,6
"B1",613131,2
"B1",613132,2
"B1",613133,3
"B1",613134,3
"B1",613135,2
"B1",613136,0
"B1",613137,0
"B1",613138,0
"B1",613139,7
"B1",613140,2
"B1",613141,4
"B1",613142,3
"B1",613143,0
"B1",613144,0
"B1",613145,0
"B1",613146,6
"B1",613147,1
"B1",613148,5
"B1",613149,5
"B1",613150,0
"B1",613151,2
"B1",613152,0
"B1",613153,3
"B1",613154,0
"B1",613155,0
"B1",613156,0
"B1",613157,1
"B1",613158,3
"B1",613159,3
"B1",613160,4
"B1",613161,0
"B1",613162,0
"B1",613163,10
"B1",613164,9
"B1",613165,3
"B1",613166,0
"B1",613167,0
"B1",613168,4
"B1",613169,3
"B1",613170,4
"B1",613171,6
"B1",613172,2
"B1",613173,1
"B1",613174,5
"B1",613175,1
"B1",613176,0
"B1",613177,7
"B1",613178,10
"B1",613179,14
"B1",613180,9
"B1",613181,5
"B1",613182,9
"B1",613183,0
"B1",613184,4
"B1",613185,1
"B1",613186,0
"B1",613187,0
"B1",613188,1
"B1",613189,3
"B1",613190,5
"B1",613191,8
"B1",613192,1
"B1",613193,0
"B1",613194,0
"B1",613195,0
"B1",613196,1
"B1",613197,1
"B1",613198,11
"B1",613199,3
"B1",613200,5
"B1",613201,7
"B1",613202,12
"B1",613203,16
"B1",613204,18
"B1",613205,0
"B1",613206,1
"B1",613207,0
"B1",613208,0
"B1",613209,0
"B1",613210,0
"B1",613211,1
"B1",613212,0
"B1",613213,0
"B1",613214,6
"B1",613215,0
"B1",613216,0
"B1",613217,0
"B1",613218,1
"B1",613219,4
"B1",613220,1
"B1",613221,4
"B1",613222,6
"B1",613223,1
"B1",613224,1
"B1",613225,1
"B1",613226,0
"B1",613227,4
"B1",613228,1
"B1",613229,2
"B1",613230,3
"B1",613231,1
"B1",613232,1
"B1",613233,1
"B1",613234,3
"B1",613235,3
"B1",613236,2
"B1",613237,0
"B1",613238,0
"B1",613239,1
"B1",613240,2
"B1",613241,0
"B1",613242,3
"B1",613243,1
"B1",613244,2
"B1",613245,5
"B1",613246,5
"B1",613247,0
"B1",613248,0
"B1",613249,1
"B1",613250,0
"B1",613251,0
"B1",613252,1
"B1",613253,1
"B1",613254,3
"B1",613255,0
"B1",613256,0
"B1",613257,0
"B1",613258,0
"B1",613259,1
"B1",613260,2
"B1",613261,3
"B1",613262,0
"B1",613263,3
"B1",613264,1
"B1",613265,1
"B1",613266,1
"B1",613267,0
"B1",613268,0
"B1",613269,0
"B1",613270,8
"B1",613271,1
"B1",613272,7
"B1",613273,8
"B1",613274,3
"B1",613275,4
"B1",613276,0
"B1",613277,5
"B1",613278,2
"B1",613279,1
"B1",613280,0
"B1",613281,0
"B1",613282,1
"B1",613283,9
"B1",613284,7
"B1",613285,0
"B1",613286,4
"B1",613287,3
"B1",613288,5
"B1",613289,5
"B1",613290,0
"B1",613291,2
"B1",613292,2
"B1",613293,0
"B1",613294,3
"B1",613295,3
"B1",613296,7
"B1",613297,1
"B1",613298,4
"B1",613299,4
"B1",613300,2
"B1",613301,7
"B1",613302,0
"B1",613303,2
"B1",613304,1
"B1",613305,4
"B1",613306,3
"B1",613307,4
"B1",613308,2
"B1",613309,3
"B1",613310,2
"B1",613311,2
"B1",613312,1
"B1",613313,3
"B1",613314,5
"B1",613315,2
"B1",613316,7
"B1",613317,7
"B1",613318,1
"B1",613319,3
"B1",613320,2
"B1",613321,1
"B1",613322,0
"B1",613323,3
"B1",613324,1
"B1",613325,2
"B1",613326,2
"B1",613327,0
"B1",613328,6
"B1",613329,1
"B1",613330,4
"B1",613331,0
"B1",613332,0
"B1",613333,4
"B1",613334,3
"B1",613335,3
"B1",613336,2
"B1",613337,1
"B1",613338,2
"B1",613339,1
"B1",613340,0
"B1",613341,2
"B1",613342,15
"B1",613343,5
"B1",613344,3
"B1",613345,0
"B1",613346,2
"B1",613347,3
"B1",613348,7
"B1",613349,12
"B1",613350,4
"B1",613351,0
"B1",613352,1
"B1",613353,2
"B1",613354,0
"B1",613355,0
"B1",613356,4
"B1",613357,5
"B1",613358,7
"B1",613359,4
"B1",613360,1
"B1",613361,0
"B1",613362,0
"B1",613363,1
"B1",613364,0
"B1",613365,4
"B1",613366,3
"B1",613367,4
"B1",613368,2
"B1",613369,0
"B1",613370,0
"B1",613371,0
"B1",613372,5
"B1",613373,4
"B1",613374,5
"B1",613375,5
"B1",613376,4
"B1",613377,2
"B1",613378,3
"B1",613379,3
"B1",613380,2
"B1",613381,6
"B1",613382,6
"B1",613383,1
"B1",613384,7
"B1",613385,2
"B1",613386,1
"B1",613387,0
"B1",613388,0
"B1",613389,3
"B1",613390,0
"B1",613391,1
"B1",613392,2
"B1",613393,7
"B1",613394,0
"B1",613395,2
"B1",613396,4
"B1",613397,4
"B1",613398,4
"B1",613399,4
"B1",613400,2
"B1",613401,2
"B1",613402,0
"B1",613403,3
"B1",613404,1
"B1",613405,2
"B1",613406,1
"B1",613407,3
"B1",613408,7
"B1",613409,4
"B1",613410,5
"B1",613411,13
"B1",613412,9
"B1",613413,4
"B1",613414,5
"B1",613415,0
"B1",613416,0
"B1",613417,0
"B1",613418,2
"B1",613419,1
"B1",613420,3
"B1",613421,4
"B1",613422,2
"B1",613423,2
"B1",613424,2
"B1",613425,0
"B1",613426,2
"B1",613427,4
"B1",613428,4
"B1",613429,0
"B1",613430,2
"B1",613431,2
"B1",613432,0
"B1",613433,0
"B1",613434,6
"B1",613435,2
"B1",613436,4
"B1",613437,0
"B1",613438,2
"B1",613439,2
"B1",613440,3
"B1",613441,3
"B1",613442,0
"B1",613443,2
"B1",613444,0
"B1",613445,1
"B1",613446,0
"B1",613447,2
"B1",613448,4
"B1",613449,1
"B1",613450,0
"B1",613451,7
"B1",613452,6
"B1",613453,2
"B1",613454,5
"B1",613455,2
"B1",613456,6
"B1",613457,2
"B1",613458,3
"B1",613459,0
"B1",613460,2
"B1",613461,3
"B1",613462,7
"B1",613463,1
"B1",613464,0
"B1",613465,0
"B1",613466,0
"B1",613467,0
"B1",613468,5
"B1",613469,0
"B1",613470,0
"B1",613471,1
"B1",613472,4
"B1",613473,5
"B1",613474,3
"B1",613475,0
"B1",613476,0
"B1",613477,0
"B1",613478,0
"B1",613479,5
"B1",613480,4
"B1",613481,2
"B1",613482,8
"B1",613483,4
"B1",613484,0
"B1",613485,0
"B1",613486,0
"B1",613487,1
"B1",613488,2
"B1",613489,3
"B1",613490,0
"B1",613491,1
"B1",613492,4
"B1",613493,5
"B1",613494,1
"B1",613495,1
"B1",613496,1
"B1",613497,5
"B1",613498,1
"B1",613499,5
"B1",613500,4
"B1",613501,5
"B1",613502,5
"B1",613503,3
"B1",613504,4
"B1",613505,4
"B1",613506,0
"B1",613507,0
"B1",613508,13
"B1",613509,1
"B1",613510,0
"B1",613511,2
"B1",613512,0
"B1",613513,7
"B1",613514,1
"B1",613515,2
"B1",613516,0
"B1",613517,5
"B1",613518,3
"B1",613519,3
"B1",613520,8
"B1",613521,7
"B1",613522,15
"B1",613523,1
"B1",613524,3
"B1",613525,9
"B1",613526,1
"B1",613527,9
"B1",613528,4
"B1",613529,13
"B1",613530,6
"B1",613531,0
"B1",613532,0
"B1",613533,6
"B1",613534,0
"B1",613535,7
"B1",613536,0
"B1",613537,5
"B1",613538,3
"B1",613539,6
"B1",613540,11
"B1",613541,14
"B1",613542,4
"B1",613543,9
"B1",613544,4
"B1",613545,1
"B1",613546,1
"B1",613547,6
"B1",613548,0
"B1",613549,1
"B1",613550,3
"B1",613551,0
"B1",613552,2
"B1",613553,1
"B1",613554,10
"B1",613555,7
"B1",613556,7
"B1",613557,1
"B1",613558,0
"B1",613559,1
"B1",613560,7
"B1",613561,1
"B1",613562,6
"B1",613563,5
"B1",613564,5
"B1",613565,0
"B1",613566,5
"B1",613567,3
"B1",613568,0
"B1",613569,0
"B1",613570,3
"B1",613571,2
"B1",613572,3
"B1",613573,8
"B1",613574,3
"B1",613575,5
"B1",613576,1
"B1",613577,1
"B1",613578,7
"B1",613579,1
"B1",613580,2
"B1",613581,2
"B1",613582,0
"B1",613583,2
"B1",613584,3
"B1",613585,6
"B1",613586,2
"B1",613587,1
"B1",613588,1
"B1",613589,6
"B1",613590,6
"B1",613591,8
"B1",613592,11
"B1",613593,1
"B1",613594,0
"B1",613595,1
"B1",613596,0
"B1",613597,2
"B1",613598,2
"B1",613599,8
"B1",613600,3
"B1",613601,2
"B1",613602,11
"B1",613603,8
"B1",613604,5
"B1",613605,6
"B1",613606,4
"B1",613607,1
"B1",613608,7
"B1",613609,9
"B1",613610,3
"B1",613611,4
"B1",613612,0
"B1",613613,5
"B1",613614,8
"B1",613615,12
"B1",613616,1
"B1",613617,0
"B1",613618,14
"B1",613619,7
"B1",613620,14
"B1",613621,0
"B1",613622,0
"B1",613623,0
"B1",613624,0
"B1",613625,0
"B1",613626,0
"B1",613627,6
"B1",613628,0
"B1",613629,0
"B1",613630,0
"B1",613631,0
"B1",613632,0
"B1",613633,3
"B1",613634,0
"B1",613635,0
"B1",613636,0
"B1",613637,2
"B1",613638,1
"B1",613639,3
"B1",613640,1
"B1",613641,0
"B1",613642,0
"B1",613643,0
"B1",613644,0
"B1",613645,0
"B1",613646,4
"B1",613647,2
"B1",613648,4
"B1",613649,1
"B1",613650,6
"B1",613651,8
"B1",613652,2
"B1",613653,3
"B1",613654,0
"B1",613655,2
"B1",613656,10
"B1",613657,2
"B1",613658,2
"B1",613659,0
"B1",613660,0
"B1",613661,1
"B1",613662,1
"B1",613663,4
"B1",613664,0
"B1",613665,5
"B1",613666,0
"B1",613667,8
"B1",613668,5
"B1",613669,0
"B1",613670,3
"B1",613671,4
"B1",613672,2
"B1",613673,4
"B1",613674,1
"B1",613675,3
"B1",613676,3
"B1",613677,7
"B1",613678,3
"B1",613679,0
"B1",613680,6
"B1",613681,4
"B1",613682,2
"B1",613683,5
"B1",613684,3
"B1",613685,7
"B1",613686,4
"B1",613687,6
"B1",613688,1
"B1",613689,2
"B1",613690,4
"B1",613691,4
"B1",613692,1
"B1",613693,9
"B1",613694,0
"B1",613695,1
"B1",613696,4
"B1",613697,3
"B1",613698,5
"B1",613699,4
"B1",613700,4
"B1",613701,5
"B1",613702,4
"B1",613703,2
"B1",613704,6
"B1",613705,1
"B1",613706,3
"B1",613707,4
"B1",613708,0
"B1",613709,0
"B1",613710,7
"B1",613711,4
"B1",613712,3
"B1",613713,5
"B1",613714,3
"B1",613715,5
"B1",613716,5
"B1",613717,9
"B1",613718,0
"B1",613719,4
"B1",613720,3
"B1",613721,2
"B1",613722,0
"B1",613723,2
"B1",613724,10
"B1",613725,7
"B1",613726,7
"B1",613727,4
"B1",613728,1
"B1",613729,2
"B1",613730,8
"B1",613731,3
"B1",613732,2
"B1",613733,5
"B1",613734,0
"B1",613735,2
"B1",613736,3
"B1",613737,3
"B1",613738,3
"B1",613739,2
"B1",613740,8
"B1",613741,4
"B1",613742,4
"B1",613743,6
"B1",613744,8
"B1",613745,0
"B1",613746,1
"B1",613747,4
"B1",613748,4
"B1",613749,4
"B1",613750,6
"B1",613751,0
"B1",613752,1
"B1",613753,0
"B1",613754,9
"B1",613755,3
"B1",613756,4
"B1",613757,3
"B1",613758,7
"B1",613759,0
"B1",613760,2
"B1",613761,5
"B1",613762,3
"B1",613763,4
"B1",613764,0
"B1",613765,2
"B1",613766,4
"B1",613767,6
"B1",613768,4
"B1",613769,9
"B1",613770,3
"B1",613771,4
"B1",613772,5
"B1",613773,7
"B1",613774,1
"B1",613775,2
"B1",613776,13
"B1",613777,11
"B1",613778,3
"B1",613779,9
"B1",613780,8
"B1",613781,4
"B1",613782,16
"B1",613783,7
"B1",613784,0
"B1",613785,17
"B1",613786,22
"B1",613787,12
"B1",613788,6
"B1",613789,6
"B1",613790,0
"B1",613791,0
"B1",613792,0
"B1",613793,0
"B1",613794,1
"B1",613795,0
"B1",613796,0
"B1",613797,3
"B1",613798,0
"B1",613799,2
"B1",613800,1
"B1",613801,5
"B1",613802,2
"B1",613803,6
"B1",613804,4
"B1",613805,0
"B1",613806,0
"B1",613807,0
"B1",613808,4
"B1",613809,3
"B1",613810,2
"B1",613811,1
"B1",613812,1
"B1",613813,1
"B1",613814,0
"B1",613815,2
"B1",613816,4
"B1",613817,3
"B1",613818,4
"B1",613819,5
"B1",613820,0
"B1",613821,0
"B1",613822,6
"B1",613823,4
"B1",613824,2
"B1",613825,2
"B1",613826,12
"B1",613827,0
"B1",613828,4
"B1",613829,5
"B1",613830,13
"B1",613831,8
"B1",613832,3
"B1",613833,4
"B1",613834,0
"B1",613835,0
"B1",613836,5
"B1",613837,4
"B1",613838,3
"B1",613839,9
"B1",613840,5
"B1",613841,14
"B1",613842,8
"B1",613843,1
"B1",613844,4
"B1",613845,6
"B1",613846,10
"B1",613847,0
"B1",613848,0
"B1",613849,0
"B1",613850,6
"B1",613851,2
"B1",613852,0
"B1",613853,0
"B1",613854,0
"B1",613855,2
"B1",613856,0
"B1",613857,10
"B1",613858,9
"B1",613859,5
"B1",613860,5
"B1",613861,7
"B1",613862,4
"B1",613863,3
"B1",613864,1
"B1",613865,4
"B1",613866,8
"B1",613867,0
"B1",613868,0
"B1",613869,0
"B1",613870,7
"B1",613871,2
"B1",613872,0
"B1",613873,1
"B1",613874,0
"B1",613875,0
"B1",613876,8
"B1",613877,4
"B1",613878,1
"B1",613879,11
"B1",613880,11
"B1",613881,1
"B1",613882,1
"B1",613883,2
"B1",613884,4
"B1",613885,4
"B1",613886,1
"B1",613887,3
"B1",613888,5
"B1",613889,7
"B1",613890,7
"B1",613891,2
"B1",613892,3
"B1",613893,4
"B1",613894,0
"B1",613895,9
"B1",613896,6
"B1",613897,8
"B1",613898,0
"B1",613899,0
"B1",613900,10
"B1",613901,1
"B1",613902,0
"B1",613903,2
"B1",613904,1
"B1",613905,7
"B1",613906,3
"B1",613907,16
"B1",613908,5
"B1",613909,2
"B1",613910,5
"B1",613911,6
"B1",613912,2
"B1",613913,8
"B1",613914,1
"B1",613915,4
"B1",613916,2
"B1",613917,0
"B1",613918,6
"B1",613919,5
"B1",613920,3
"B1",613921,7
"B1",613922,4
"B1",613923,2
"B1",613924,5
"B1",613925,5
"B1",613926,2
"B1",613927,0
"B1",613928,0
"B1",613929,2
"B1",613930,0
"B1",613931,0
"B1",613932,4
"B1",613933,5
"B1",613934,4
"B1",613935,4
"B1",613936,1
"B1",613937,4
"B1",613938,0
"B1",613939,5
"B1",613940,3
"B1",613941,3
"B1",613942,6
"B1",613943,6
"B1",613944,9
"B1",613945,1
"B1",613946,3
"B1",613947,7
"B1",613948,2
"B1",613949,3
"B1",613950,0
"B1",613951,0
"B1",613952,4
"B1",613953,0
"B1",613954,2
"B1",613955,4
"B1",613956,1
"B1",613957,7
"B1",613958,1
"B1",613959,0
"B1",613960,10
"B1",613961,6
"B1",613962,6
"B1",613963,0
"B1",613964,0
"B1",613965,0
"B1",613966,5
"B1",613967,4
"B1",613968,1
"B1",613969,0
"B1",613970,10
"B1",613971,6
"B1",613972,0
"B1",613973,0
"B1",613974,0
"B1",613975,1
"B1",613976,5
"B1",613977,3
"B1",613978,2
"B1",613979,3
"B1",613980,4
"B1",613981,0
"B1",613982,7
"B1",613983,1
"B1",613984,4
"B1",613985,3
"B1",613986,7
"B1",613987,0
"B1",613988,0
"B1",613989,1
"B1",613990,2
"B1",613991,0
"B1",613992,11
"B1",613993,4
"B1",613994,6
"B1",613995,0
"B1",613996,1
"B1",613997,0
"B1",613998,3
"B1",613999,6
"B1",614000,4
"B1",614001,2
"B1",614002,0
"B1",614003,9
"B1",614004,0
"B1",614005,0
"B1",614006,0
"B1",614007,0
"B1",614008,5
"B1",614009,5
"B1",614010,9
"B1",614011,14
"B1",614012,9
"B1",614013,0
"B1",614014,2
"B1",614015,0
"B1",614016,5
"B1",614017,7
"B1",614018,6
"B1",614019,7
"B1",614020,0
"B1",614021,6
"B1",614022,10
"B1",614023,7
"B1",614024,1
"B1",614025,2
"B1",614026,2
"B1",614027,0
"B1",614028,0
"B1",614029,5
"B1",614030,0
"B1",614031,0
"B1",614032,3
"B1",614033,7
"B1",614034,0
"B1",614035,0
"B1",614036,0
"B1",614037,0
"B1",614038,1
"B1",614039,0
"B1",614040,1
"B1",614041,5
"B1",614042,0
"B1",614043,1
"B1",614044,1
"B1",614045,3
"B1",614046,2
"B1",614047,2
"B1",614048,11
"B1",614049,0
"B1",614050,2
"B1",614051,7
"B1",614052,0
"B1",614053,6
"B1",614054,1
"B1",614055,0
"B1",614056,0
"B1",614057,1
"B1",614058,3
"B1",614059,4
"B1",614060,0
"B1",614061,0
"B1",614062,0
"B1",614063,0
"B1",614064,10
"B1",614065,2
"B1",614066,3
"B1",614067,2
"B1",614068,5
"B1",614069,4
"B1",614070,0
"B1",614071,3
"B1",614072,0
"B1",614073,4
"B1",614074,0
"B1",614075,0
"B1",614076,1
"B1",614077,2
"B1",614078,0
"B1",614079,0
"B1",614080,0
"B1",614081,8
"B1",614082,2
"B1",614083,5
"B1",614084,2
"B1",614085,8
"B1",614086,0
"B1",614087,1
"B1",614088,1
"B1",614089,6
"B1",614090,7
"B1",614091,1
"B1",614092,1
"B1",614093,4
"B1",614094,5
"B1",614095,0
"B1",614096,1
"B1",614097,6
"B1",614098,0
"B1",614099,2
"B1",614100,1
"B1",614101,7
"B1",614102,8
"B1",614103,2
"B1",614104,0
"B1",614105,0
"B1",614106,0
"B1",614107,3
"B1",614108,2
"B1",614109,0
"B1",614110,5
"B1",614111,4
"B1",614112,0
"B1",614113,6
"B1",614114,8
"B1",614115,1
"B1",614116,6
"B1",614117,3
"B1",614118,4
"B1",614119,3
"B1",614120,7
"B1",614121,6
"B1",614122,7
"B1",614123,5
"B1",614124,0
"B1",614125,3
"B1",614126,7
"B1",614127,0
"B1",614128,1
"B1",614129,0
"B1",614130,6
"B1",614131,5
"B1",614132,5
"B1",614133,0
"B1",614134,3
"B1",614135,1
"B1",614136,3
"B1",614137,3
"B1",614138,1
"B1",614139,2
"B1",614140,2
"B1",614141,5
"B1",614142,6
"B1",614143,5
"B1",614144,2
"B1",614145,7
"B1",614146,1
"B1",614147,6
"B1",614148,6
