"blastomere","node","support"
"B1",728322,0
"B1",728323,0
"B1",728324,3
"B1",728325,0
"B1",728326,0
"B1",728327,0
"B1",728328,0
"B1",728329,0
"B1",728330,2
"B1",728331,0
"B1",728332,1
"B1",728333,0
"B1",728334,0
"B1",728335,4
"B1",728336,2
"B1",728337,2
"B1",728338,0
"B1",728339,0
"B1",728340,3
"B1",728341,1
"B1",728342,1
"B1",728343,4
"B1",728344,2
"B1",728345,3
"B1",728346,1
"B1",728347,3
"B1",728348,5
"B1",728349,2
"B1",728350,0
"B1",728351,1
"B1",728352,2
"B1",728353,4
"B1",728354,2
"B1",728355,1
"B1",728356,1
"B1",728357,5
"B1",728358,3
"B1",728359,0
"B1",728360,0
"B1",728361,0
"B1",728362,0
"B1",728363,0
"B1",728364,1
"B1",728365,0
"B1",728366,1
"B1",728367,0
"B1",728368,5
"B1",728369,3
"B1",728370,0
"B1",728371,10
"B1",728372,2
"B1",728373,4
"B1",728374,5
"B1",728375,7
"B1",728376,4
"B1",728377,5
"B1",728378,7
"B1",728379,1
"B1",728380,4
"B1",728381,6
"B1",728382,3
"B1",728383,0
"B1",728384,0
"B1",728385,0
"B1",728386,3
"B1",728387,0
"B1",728388,3
"B1",728389,2
"B1",728390,4
"B1",728391,2
"B1",728392,5
"B1",728393,3
"B1",728394,2
"B1",728395,3
"B1",728396,4
"B1",728397,1
"B1",728398,0
"B1",728399,0
"B1",728400,11
"B1",728401,7
"B1",728402,4
"B1",728403,7
"B1",728404,0
"B1",728405,7
"B1",728406,1
"B1",728407,3
"B1",728408,9
"B1",728409,0
"B1",728410,1
"B1",728411,0
"B1",728412,3
"B1",728413,0
"B1",728414,0
"B1",728415,4
"B1",728416,1
"B1",728417,0
"B1",728418,0
"B1",728419,1
"B1",728420,4
"B1",728421,6
"B1",728422,6
"B1",728423,1
"B1",728424,0
"B1",728425,2
"B1",728426,0
"B1",728427,0
"B1",728428,2
"B1",728429,4
"B1",728430,1
"B1",728431,4
"B1",728432,1
"B1",728433,1
"B1",728434,10
"B1",728435,7
"B1",728436,0
"B1",728437,4
"B1",728438,0
"B1",728439,3
"B1",728440,0
"B1",728441,9
"B1",728442,1
"B1",728443,6
"B1",728444,4
"B1",728445,0
"B1",728446,0
"B1",728447,2
"B1",728448,0
"B1",728449,0
"B1",728450,4
"B1",728451,0
"B1",728452,0
"B1",728453,0
"B1",728454,5
"B1",728455,6
"B1",728456,0
"B1",728457,2
"B1",728458,0
"B1",728459,0
"B1",728460,4
"B1",728461,0
"B1",728462,8
"B1",728463,5
"B1",728464,2
"B1",728465,2
"B1",728466,2
"B1",728467,2
"B1",728468,4
"B1",728469,4
"B1",728470,0
"B1",728471,0
"B1",728472,2
"B1",728473,1
"B1",728474,2
"B1",728475,3
"B1",728476,2
"B1",728477,4
"B1",728478,1
"B1",728479,3
"B1",728480,2
"B1",728481,2
"B1",728482,3
"B1",728483,0
"B1",728484,2
"B1",728485,0
"B1",728486,9
"B1",728487,6
"B1",728488,0
"B1",728489,0
"B1",728490,0
"B1",728491,3
"B1",728492,2
"B1",728493,2
"B1",728494,3
"B1",728495,2
"B1",728496,2
"B1",728497,2
"B1",728498,1
"B1",728499,3
"B1",728500,8
"B1",728501,1
"B1",728502,0
"B1",728503,0
"B1",728504,2
"B1",728505,1
"B1",728506,2
"B1",728507,3
"B1",728508,3
"B1",728509,2
"B1",728510,0
"B1",728511,5
"B1",728512,0
"B1",728513,8
"B1",728514,6
"B1",728515,4
"B1",728516,0
"B1",728517,1
"B1",728518,2
"B1",728519,3
"B1",728520,5
"B1",728521,0
"B1",728522,5
"B1",728523,10
"B1",728524,13
"B1",728525,13
"B1",728526,9
"B1",728527,1
"B1",728528,0
"B1",728529,0
"B1",728530,0
"B1",728531,0
"B1",728532,5
"B1",728533,4
"B1",728534,0
"B1",728535,0
"B1",728536,0
"B1",728537,0
"B1",728538,6
"B1",728539,0
"B1",728540,2
"B1",728541,0
"B1",728542,4
"B1",728543,0
"B1",728544,0
"B1",728545,0
"B1",728546,0
"B1",728547,0
"B1",728548,0
"B1",728549,5
"B1",728550,3
"B1",728551,2
"B1",728552,0
"B1",728553,0
"B1",728554,0
"B1",728555,0
"B1",728556,0
"B1",728557,0
"B1",728558,0
"B1",728559,1
"B1",728560,0
"B1",728561,0
"B1",728562,1
"B1",728563,1
"B1",728564,1
"B1",728565,1
"B1",728566,3
"B1",728567,0
"B1",728568,1
"B1",728569,0
"B1",728570,1
"B1",728571,0
"B1",728572,0
"B1",728573,0
"B1",728574,2
"B1",728575,1
"B1",728576,1
"B1",728577,0
"B1",728578,1
"B1",728579,0
"B1",728580,0
"B1",728581,1
"B1",728582,0
"B1",728583,0
"B1",728584,8
"B1",728585,1
"B1",728586,0
"B1",728587,0
"B1",728588,0
"B1",728589,1
"B1",728590,6
"B1",728591,3
"B1",728592,0
"B1",728593,3
"B1",728594,3
"B1",728595,4
"B1",728596,2
"B1",728597,2
"B1",728598,3
"B1",728599,0
"B1",728600,0
"B1",728601,1
"B1",728602,2
"B1",728603,4
"B1",728604,3
"B1",728605,1
"B1",728606,0
"B1",728607,0
"B1",728608,0
"B1",728609,0
"B1",728610,0
"B1",728611,0
"B1",728612,3
"B1",728613,2
"B1",728614,0
"B1",728615,1
"B1",728616,4
"B1",728617,0
"B1",728618,0
"B1",728619,0
"B1",728620,1
"B1",728621,1
"B1",728622,2
"B1",728623,1
"B1",728624,1
"B1",728625,3
"B1",728626,2
"B1",728627,0
"B1",728628,0
"B1",728629,4
"B1",728630,2
"B1",728631,1
"B1",728632,2
"B1",728633,2
"B1",728634,3
"B1",728635,0
"B1",728636,4
"B1",728637,0
"B1",728638,0
"B1",728639,0
"B1",728640,3
"B1",728641,0
"B1",728642,3
"B1",728643,3
"B1",728644,7
"B1",728645,0
"B1",728646,7
"B1",728647,3
"B1",728648,3
"B1",728649,4
"B1",728650,4
"B1",728651,0
"B1",728652,3
"B1",728653,0
"B1",728654,0
"B1",728655,6
"B1",728656,0
"B1",728657,0
"B1",728658,4
"B1",728659,0
"B1",728660,0
"B1",728661,3
"B1",728662,0
"B1",728663,1
"B1",728664,0
"B1",728665,4
"B1",728666,0
"B1",728667,3
"B1",728668,0
"B1",728669,1
"B1",728670,4
"B1",728671,1
"B1",728672,0
"B1",728673,0
"B1",728674,1
"B1",728675,4
"B1",728676,1
"B1",728677,0
"B1",728678,1
"B1",728679,1
"B1",728680,4
"B1",728681,1
"B1",728682,2
"B1",728683,1
"B1",728684,0
"B1",728685,1
"B1",728686,2
"B1",728687,6
"B1",728688,2
"B1",728689,5
"B1",728690,5
"B1",728691,4
"B1",728692,0
"B1",728693,0
"B1",728694,3
"B1",728695,0
"B1",728696,0
"B1",728697,2
"B1",728698,1
"B1",728699,0
"B1",728700,1
"B1",728701,1
"B1",728702,0
"B1",728703,0
"B1",728704,0
"B1",728705,0
"B1",728706,0
"B1",728707,0
"B1",728708,3
"B1",728709,0
"B1",728710,2
"B1",728711,0
"B1",728712,0
"B1",728713,1
"B1",728714,2
"B1",728715,3
"B1",728716,4
"B1",728717,5
"B1",728718,0
"B1",728719,0
"B1",728720,0
"B1",728721,0
"B1",728722,0
"B1",728723,1
"B1",728724,0
"B1",728725,3
"B1",728726,3
"B1",728727,0
"B1",728728,0
"B1",728729,0
"B1",728730,0
"B1",728731,0
"B1",728732,0
"B1",728733,0
"B1",728734,1
"B1",728735,0
"B1",728736,3
"B1",728737,2
"B1",728738,6
"B1",728739,7
"B1",728740,3
"B1",728741,2
"B1",728742,2
"B1",728743,1
"B1",728744,1
"B1",728745,5
"B1",728746,0
"B1",728747,5
"B1",728748,2
"B1",728749,0
"B1",728750,0
"B1",728751,2
"B1",728752,5
"B1",728753,3
"B1",728754,2
"B1",728755,0
"B1",728756,1
"B1",728757,2
"B1",728758,1
"B1",728759,3
"B1",728760,7
"B1",728761,2
"B1",728762,0
"B1",728763,0
"B1",728764,0
"B1",728765,0
"B1",728766,0
"B1",728767,0
"B1",728768,0
"B1",728769,0
"B1",728770,0
"B1",728771,0
"B1",728772,0
"B1",728773,2
"B1",728774,0
"B1",728775,0
"B1",728776,2
"B1",728777,3
"B1",728778,1
"B1",728779,3
"B1",728780,0
"B1",728781,1
"B1",728782,0
"B1",728783,3
"B1",728784,0
"B1",728785,0
"B1",728786,15
"B1",728787,2
"B1",728788,6
"B1",728789,4
"B1",728790,2
"B1",728791,6
"B1",728792,9
"B1",728793,9
"B1",728794,7
"B1",728795,0
"B1",728796,4
"B1",728797,0
"B1",728798,0
"B1",728799,4
"B1",728800,0
"B1",728801,0
"B1",728802,0
"B1",728803,1
"B1",728804,2
"B1",728805,5
"B1",728806,0
"B1",728807,0
"B1",728808,0
"B1",728809,0
"B1",728810,0
"B1",728811,0
"B1",728812,0
"B1",728813,0
"B1",728814,0
"B1",728815,1
"B1",728816,0
"B1",728817,0
"B1",728818,1
"B1",728819,2
"B1",728820,0
"B1",728821,2
"B1",728822,0
"B1",728823,4
"B1",728824,1
"B1",728825,7
"B1",728826,4
"B1",728827,1
"B1",728828,8
"B1",728829,6
"B1",728830,2
"B1",728831,0
"B1",728832,1
"B1",728833,0
"B1",728834,1
"B1",728835,4
"B1",728836,0
"B1",728837,0
"B1",728838,0
"B1",728839,0
"B1",728840,0
"B1",728841,1
"B1",728842,0
"B1",728843,0
"B1",728844,0
"B1",728845,1
"B1",728846,0
"B1",728847,0
"B1",728848,0
"B1",728849,0
"B1",728850,0
"B1",728851,0
"B1",728852,4
"B1",728853,1
"B1",728854,7
"B1",728855,2
"B1",728856,0
"B1",728857,3
"B1",728858,1
"B1",728859,3
"B1",728860,3
"B1",728861,6
"B1",728862,2
"B1",728863,2
"B1",728864,0
"B1",728865,3
"B1",728866,3
"B1",728867,0
"B1",728868,0
"B1",728869,0
"B1",728870,0
"B1",728871,0
"B1",728872,2
"B1",728873,0
"B1",728874,0
"B1",728875,1
"B1",728876,0
"B1",728877,0
"B1",728878,0
"B1",728879,2
"B1",728880,4
"B1",728881,0
"B1",728882,7
"B1",728883,2
"B1",728884,8
"B1",728885,2
"B1",728886,3
"B1",728887,4
"B1",728888,0
"B1",728889,1
"B1",728890,0
"B1",728891,0
"B1",728892,2
"B1",728893,0
"B1",728894,0
"B1",728895,4
"B1",728896,0
"B1",728897,2
"B1",728898,0
"B1",728899,3
"B1",728900,3
"B1",728901,2
"B1",728902,1
"B1",728903,4
"B1",728904,0
"B1",728905,0
"B1",728906,1
"B1",728907,0
"B1",728908,0
"B1",728909,0
"B1",728910,1
"B1",728911,0
"B1",728912,1
"B1",728913,1
"B1",728914,2
"B1",728915,0
"B1",728916,0
"B1",728917,3
"B1",728918,0
"B1",728919,0
"B1",728920,0
"B1",728921,0
"B1",728922,1
"B1",728923,0
"B1",728924,1
"B1",728925,0
"B1",728926,3
"B1",728927,2
"B1",728928,0
"B1",728929,0
"B1",728930,1
"B1",728931,1
"B1",728932,2
"B1",728933,0
"B1",728934,1
"B1",728935,1
"B1",728936,5
"B1",728937,0
"B1",728938,1
"B1",728939,0
"B1",728940,1
"B1",728941,4
"B1",728942,3
"B1",728943,0
"B1",728944,0
"B1",728945,0
"B1",728946,2
"B1",728947,0
"B1",728948,8
"B1",728949,3
"B1",728950,0
"B1",728951,0
"B1",728952,0
"B1",728953,0
"B1",728954,1
"B1",728955,6
"B1",728956,0
"B1",728957,0
"B1",728958,0
"B1",728959,0
"B1",728960,0
"B1",728961,3
"B1",728962,1
"B1",728963,1
"B1",728964,1
"B1",728965,0
"B1",728966,0
"B1",728967,1
"B1",728968,0
"B1",728969,0
"B1",728970,0
"B1",728971,0
"B1",728972,0
"B1",728973,1
"B1",728974,1
"B1",728975,1
"B1",728976,3
"B1",728977,2
"B1",728978,1
"B1",728979,1
"B1",728980,2
"B1",728981,2
"B1",728982,0
"B1",728983,0
"B1",728984,2
"B1",728985,4
"B1",728986,0
"B1",728987,2
"B1",728988,0
"B1",728989,4
"B1",728990,0
"B1",728991,0
"B1",728992,2
"B1",728993,1
"B1",728994,2
"B1",728995,0
"B1",728996,7
"B1",728997,0
"B1",728998,0
"B1",728999,0
"B1",729000,0
"B1",729001,0
"B1",729002,0
"B1",729003,0
"B1",729004,0
"B1",729005,0
"B1",729006,4
"B1",729007,0
"B1",729008,1
"B1",729009,0
"B1",729010,0
"B1",729011,2
"B1",729012,0
"B1",729013,0
"B1",729014,0
"B1",729015,0
"B1",729016,0
"B1",729017,0
"B1",729018,0
"B1",729019,0
"B1",729020,0
"B1",729021,0
"B1",729022,0
"B1",729023,0
"B1",729024,1
"B1",729025,1
"B1",729026,2
"B1",729027,0
"B1",729028,3
"B1",729029,0
"B1",729030,0
"B1",729031,1
"B1",729032,1
"B1",729033,0
"B1",729034,0
"B1",729035,2
"B1",729036,0
"B1",729037,0
"B1",729038,0
"B1",729039,0
"B1",729040,0
"B1",729041,0
"B1",729042,0
"B1",729043,0
"B1",729044,0
"B1",729045,0
"B1",729046,0
"B1",729047,0
"B1",729048,0
"B1",729049,0
"B1",729050,0
"B1",729051,0
"B1",729052,0
"B1",729053,0
"B1",729054,2
"B1",729055,0
"B1",729056,0
"B1",729057,0
"B1",729058,0
"B1",729059,0
"B1",729060,1
"B1",729061,0
"B1",729062,0
"B1",729063,1
"B1",729064,0
"B1",729065,0
"B1",729066,0
"B1",729067,0
"B1",729068,4
"B1",729069,0
"B1",729070,6
"B1",729071,0
"B1",729072,4
"B1",729073,2
"B1",729074,3
"B1",729075,0
"B1",729076,0
"B1",729077,0
"B1",729078,0
"B1",729079,1
"B1",729080,0
"B1",729081,0
"B1",729082,0
"B1",729083,0
"B1",729084,0
"B1",729085,0
"B1",729086,0
"B1",729087,1
"B1",729088,0
"B1",729089,0
"B1",729090,1
"B1",729091,0
"B1",729092,0
"B1",729093,0
"B1",729094,0
"B1",729095,0
"B1",729096,2
"B1",729097,2
"B1",729098,2
"B1",729099,11
"B1",729100,1
"B1",729101,0
"B1",729102,0
"B1",729103,4
"B1",729104,0
"B1",729105,1
"B1",729106,0
"B1",729107,0
"B1",729108,0
"B1",729109,2
"B1",729110,2
"B1",729111,0
"B1",729112,3
"B1",729113,0
"B1",729114,0
"B1",729115,0
"B1",729116,0
"B1",729117,1
"B1",729118,0
"B1",729119,2
"B1",729120,0
"B1",729121,0
"B1",729122,3
"B1",729123,0
"B1",729124,0
"B1",729125,0
"B1",729126,0
"B1",729127,1
"B1",729128,4
"B1",729129,5
"B1",729130,1
"B1",729131,0
"B1",729132,3
"B1",729133,0
"B1",729134,2
"B1",729135,0
"B1",729136,0
"B1",729137,0
"B1",729138,0
"B1",729139,0
"B1",729140,0
"B1",729141,0
"B1",729142,0
"B1",729143,1
"B1",729144,1
"B1",729145,0
"B1",729146,0
"B1",729147,0
"B1",729148,1
"B1",729149,2
"B1",729150,1
"B1",729151,2
"B1",729152,0
"B1",729153,1
"B1",729154,0
"B1",729155,3
"B1",729156,0
"B1",729157,0
"B1",729158,0
"B1",729159,1
"B1",729160,0
"B1",729161,0
"B1",729162,0
"B1",729163,0
"B1",729164,0
"B1",729165,0
"B1",729166,0
"B1",729167,5
"B1",729168,1
"B1",729169,3
"B1",729170,2
"B1",729171,4
"B1",729172,0
"B1",729173,0
"B1",729174,0
"B1",729175,0
"B1",729176,0
"B1",729177,0
"B1",729178,0
"B1",729179,0
"B1",729180,1
"B1",729181,0
"B1",729182,0
"B1",729183,0
"B1",729184,0
"B1",729185,0
"B1",729186,0
"B1",729187,3
"B1",729188,1
"B1",729189,0
"B1",729190,0
"B1",729191,0
"B1",729192,0
"B1",729193,2
"B1",729194,1
"B1",729195,0
"B1",729196,4
"B1",729197,1
"B1",729198,0
"B1",729199,0
"B1",729200,3
"B1",729201,1
"B1",729202,1
"B1",729203,2
"B1",729204,3
"B1",729205,0
"B1",729206,1
"B1",729207,0
"B1",729208,1
"B1",729209,0
"B1",729210,0
"B1",729211,1
"B1",729212,0
"B1",729213,0
"B1",729214,1
"B1",729215,2
"B1",729216,0
"B1",729217,1
"B1",729218,1
"B1",729219,0
"B1",729220,1
"B1",729221,3
"B1",729222,1
"B1",729223,2
"B1",729224,1
"B1",729225,0
"B1",729226,1
"B1",729227,0
"B1",729228,2
"B1",729229,1
"B1",729230,0
"B1",729231,0
"B1",729232,1
"B1",729233,3
"B1",729234,9
"B1",729235,0
"B1",729236,0
"B1",729237,8
"B1",729238,1
"B1",729239,0
"B1",729240,0
"B1",729241,0
"B1",729242,0
"B1",729243,3
"B1",729244,1
"B1",729245,0
"B1",729246,0
"B1",729247,1
"B1",729248,0
"B1",729249,0
"B1",729250,0
"B1",729251,0
"B1",729252,0
"B1",729253,2
"B1",729254,0
"B1",729255,2
"B1",729256,3
"B1",729257,1
"B1",729258,1
"B1",729259,1
"B1",729260,1
"B1",729261,1
"B1",729262,2
"B1",729263,0
"B1",729264,10
"B1",729265,8
"B1",729266,9
"B1",729267,0
"B1",729268,0
"B1",729269,0
"B1",729270,0
"B1",729271,1
"B1",729272,0
"B1",729273,19
"B1",729274,3
"B1",729275,6
"B1",729276,17
"B1",729277,7
"B1",729278,5
"B1",729279,7
"B1",729280,1
"B1",729281,0
"B1",729282,1
"B1",729283,0
"B1",729284,0
"B1",729285,0
"B1",729286,0
"B1",729287,5
"B1",729288,1
"B1",729289,6
"B1",729290,1
"B1",729291,0
"B1",729292,0
"B1",729293,0
"B1",729294,0
"B1",729295,0
"B1",729296,0
"B1",729297,0
"B1",729298,0
"B1",729299,1
"B1",729300,1
"B1",729301,1
"B1",729302,3
"B1",729303,6
"B1",729304,3
"B1",729305,0
"B1",729306,2
"B1",729307,1
"B1",729308,0
"B1",729309,1
"B1",729310,0
"B1",729311,0
"B1",729312,0
"B1",729313,0
"B1",729314,1
"B1",729315,1
"B1",729316,0
"B1",729317,0
"B1",729318,0
"B1",729319,0
"B1",729320,0
"B1",729321,0
"B1",729322,0
"B1",729323,0
"B1",729324,0
"B1",729325,0
"B1",729326,7
"B1",729327,0
"B1",729328,3
"B1",729329,2
"B1",729330,0
"B1",729331,0
"B1",729332,0
"B1",729333,0
"B1",729334,0
"B1",729335,1
"B1",729336,0
"B1",729337,2
"B1",729338,0
"B1",729339,0
"B1",729340,0
"B1",729341,0
"B1",729342,1
"B1",729343,1
"B1",729344,0
"B1",729345,1
"B1",729346,0
"B1",729347,0
"B1",729348,0
"B1",729349,6
"B1",729350,0
"B1",729351,0
"B1",729352,4
"B1",729353,4
"B1",729354,0
"B1",729355,2
"B1",729356,6
"B1",729357,8
"B1",729358,0
"B1",729359,1
"B1",729360,2
"B1",729361,3
"B1",729362,2
"B1",729363,0
"B1",729364,1
"B1",729365,0
"B1",729366,0
"B1",729367,3
"B1",729368,0
"B1",729369,3
"B1",729370,3
"B1",729371,2
"B1",729372,10
"B1",729373,0
"B1",729374,0
"B1",729375,1
"B1",729376,2
"B1",729377,1
"B1",729378,1
"B1",729379,2
"B1",729380,3
"B1",729381,3
"B1",729382,0
"B1",729383,1
"B1",729384,0
"B1",729385,3
"B1",729386,1
"B1",729387,2
"B1",729388,0
"B1",729389,5
"B1",729390,2
"B1",729391,3
"B1",729392,2
"B1",729393,5
"B1",729394,0
"B1",729395,0
"B1",729396,0
"B1",729397,0
"B1",729398,0
"B1",729399,0
"B1",729400,0
"B1",729401,0
"B1",729402,0
"B1",729403,2
"B1",729404,2
"B1",729405,0
"B1",729406,8
"B1",729407,2
"B1",729408,0
"B1",729409,2
"B1",729410,3
"B1",729411,2
"B1",729412,2
"B1",729413,4
"B1",729414,1
"B1",729415,0
"B1",729416,0
"B1",729417,2
"B1",729418,4
"B1",729419,3
"B1",729420,0
"B1",729421,5
"B1",729422,4
"B1",729423,0
"B1",729424,1
"B1",729425,13
"B1",729426,0
"B1",729427,0
"B1",729428,0
"B1",729429,0
"B1",729430,0
"B1",729431,0
"B1",729432,0
"B1",729433,0
"B1",729434,2
"B1",729435,1
"B1",729436,1
"B1",729437,1
"B1",729438,1
"B1",729439,2
"B1",729440,1
"B1",729441,0
"B1",729442,2
"B1",729443,0
"B1",729444,2
"B1",729445,0
"B1",729446,1
"B1",729447,0
"B1",729448,1
"B1",729449,0
"B1",729450,0
"B1",729451,0
"B1",729452,0
"B1",729453,0
"B1",729454,0
"B1",729455,0
"B1",729456,0
"B1",729457,1
"B1",729458,0
"B1",729459,0
"B1",729460,1
"B1",729461,2
"B1",729462,0
"B1",729463,1
"B1",729464,0
"B1",729465,1
"B1",729466,7
"B1",729467,1
"B1",729468,3
"B1",729469,0
"B1",729470,0
"B1",729471,1
"B1",729472,6
"B1",729473,10
"B1",729474,1
"B1",729475,7
"B1",729476,7
"B1",729477,6
"B1",729478,0
"B1",729479,6
"B1",729480,0
"B1",729481,0
"B1",729482,2
"B1",729483,4
"B1",729484,3
"B1",729485,4
"B1",729486,0
"B1",729487,0
"B1",729488,0
"B1",729489,6
"B1",729490,1
"B1",729491,0
"B1",729492,0
"B1",729493,0
"B1",729494,0
"B1",729495,0
"B1",729496,0
"B1",729497,3
"B1",729498,0
"B1",729499,0
"B1",729500,5
"B1",729501,5
"B1",729502,4
"B1",729503,2
"B1",729504,4
"B1",729505,3
"B1",729506,2
"B1",729507,0
"B1",729508,1
"B1",729509,1
"B1",729510,3
"B1",729511,0
"B1",729512,4
"B1",729513,4
"B1",729514,0
"B1",729515,1
"B1",729516,3
"B1",729517,0
"B1",729518,1
"B1",729519,2
"B1",729520,4
"B1",729521,1
"B1",729522,4
"B1",729523,3
"B1",729524,3
"B1",729525,3
"B1",729526,3
"B1",729527,1
"B1",729528,0
"B1",729529,3
"B1",729530,0
"B1",729531,0
"B1",729532,2
"B1",729533,2
"B1",729534,7
"B1",729535,1
"B1",729536,2
"B1",729537,5
"B1",729538,1
"B1",729539,0
"B1",729540,4
"B1",729541,2
"B1",729542,2
"B1",729543,6
"B1",729544,0
"B1",729545,1
"B1",729546,0
"B1",729547,4
"B1",729548,7
"B1",729549,8
"B1",729550,12
"B1",729551,5
"B1",729552,3
"B1",729553,1
"B1",729554,3
"B1",729555,6
"B1",729556,6
"B1",729557,4
"B1",729558,7
"B1",729559,2
"B1",729560,0
"B1",729561,0
"B1",729562,2
"B1",729563,0
"B1",729564,5
"B1",729565,1
"B1",729566,6
"B1",729567,2
"B1",729568,3
"B1",729569,0
"B1",729570,1
"B1",729571,1
"B1",729572,1
"B1",729573,4
"B1",729574,2
"B1",729575,3
"B1",729576,4
"B1",729577,4
"B1",729578,4
"B1",729579,6
"B1",729580,3
"B1",729581,0
"B1",729582,2
"B1",729583,6
"B1",729584,3
"B1",729585,0
"B1",729586,0
"B1",729587,4
"B1",729588,0
"B1",729589,3
"B1",729590,2
"B1",729591,3
"B1",729592,1
"B1",729593,4
"B1",729594,3
"B1",729595,0
"B1",729596,0
"B1",729597,1
"B1",729598,0
"B1",729599,0
"B1",729600,0
"B1",729601,3
"B1",729602,0
"B1",729603,0
"B1",729604,8
"B1",729605,7
"B1",729606,3
"B1",729607,0
"B1",729608,0
"B1",729609,1
"B1",729610,0
"B1",729611,4
"B1",729612,3
"B1",729613,4
"B1",729614,6
"B1",729615,1
"B1",729616,0
"B1",729617,0
"B1",729618,1
"B1",729619,0
"B1",729620,0
"B1",729621,6
"B1",729622,0
"B1",729623,8
"B1",729624,5
"B1",729625,0
"B1",729626,2
"B1",729627,8
"B1",729628,7
"B1",729629,0
"B1",729630,4
"B1",729631,0
"B1",729632,0
"B1",729633,1
"B1",729634,0
"B1",729635,0
"B1",729636,0
"B1",729637,0
"B1",729638,3
"B1",729639,0
"B1",729640,2
"B1",729641,0
"B1",729642,0
"B1",729643,0
"B1",729644,6
"B1",729645,5
"B1",729646,1
"B1",729647,1
"B1",729648,0
"B1",729649,1
"B1",729650,0
"B1",729651,0
"B1",729652,2
"B1",729653,3
"B1",729654,3
"B1",729655,0
"B1",729656,1
"B1",729657,4
"B1",729658,3
"B1",729659,0
"B1",729660,2
"B1",729661,0
"B1",729662,0
"B1",729663,6
"B1",729664,0
"B1",729665,0
"B1",729666,0
"B1",729667,3
"B1",729668,2
"B1",729669,2
"B1",729670,2
"B1",729671,3
"B1",729672,2
"B1",729673,0
"B1",729674,2
"B1",729675,2
"B1",729676,13
"B1",729677,5
"B1",729678,4
"B1",729679,1
"B1",729680,8
"B1",729681,8
"B1",729682,4
"B1",729683,0
"B1",729684,0
"B1",729685,0
"B1",729686,0
"B1",729687,0
"B1",729688,0
"B1",729689,0
"B1",729690,0
"B1",729691,0
"B1",729692,0
"B1",729693,0
"B1",729694,0
"B1",729695,1
"B1",729696,0
"B1",729697,0
"B1",729698,1
"B1",729699,0
"B1",729700,0
"B1",729701,5
"B1",729702,2
"B1",729703,5
"B1",729704,5
"B1",729705,3
"B1",729706,2
"B1",729707,0
"B1",729708,1
"B1",729709,6
"B1",729710,0
"B1",729711,2
"B1",729712,6
"B1",729713,5
"B1",729714,1
"B1",729715,0
"B1",729716,2
"B1",729717,4
"B1",729718,3
"B1",729719,4
"B1",729720,0
"B1",729721,0
"B1",729722,0
"B1",729723,0
"B1",729724,0
"B1",729725,0
"B1",729726,0
"B1",729727,0
"B1",729728,0
"B1",729729,2
"B1",729730,0
"B1",729731,2
"B1",729732,3
"B1",729733,8
"B1",729734,1
"B1",729735,3
"B1",729736,2
"B1",729737,0
"B1",729738,4
"B1",729739,4
"B1",729740,2
"B1",729741,1
"B1",729742,1
"B1",729743,0
"B1",729744,0
"B1",729745,0
"B1",729746,0
"B1",729747,7
"B1",729748,0
"B1",729749,0
"B1",729750,2
"B1",729751,5
"B1",729752,3
"B1",729753,1
"B1",729754,2
"B1",729755,0
"B1",729756,0
"B1",729757,2
"B1",729758,1
"B1",729759,1
"B1",729760,0
"B1",729761,0
"B1",729762,0
"B1",729763,0
"B1",729764,0
"B1",729765,0
"B1",729766,0
"B1",729767,0
"B1",729768,2
"B1",729769,1
"B1",729770,2
"B1",729771,5
"B1",729772,1
"B1",729773,4
"B1",729774,2
"B1",729775,3
"B1",729776,4
"B1",729777,1
"B1",729778,3
"B1",729779,3
"B1",729780,1
"B1",729781,1
"B1",729782,0
"B1",729783,3
"B1",729784,4
"B1",729785,1
"B1",729786,1
"B1",729787,4
"B1",729788,1
"B1",729789,0
"B1",729790,1
"B1",729791,2
"B1",729792,1
"B1",729793,0
"B1",729794,0
"B1",729795,3
"B1",729796,5
"B1",729797,0
"B1",729798,1
"B1",729799,3
"B1",729800,2
"B1",729801,1
"B1",729802,4
"B1",729803,0
"B1",729804,0
"B1",729805,0
"B1",729806,2
"B1",729807,3
"B1",729808,1
"B1",729809,7
"B1",729810,1
"B1",729811,2
"B1",729812,1
"B1",729813,4
"B1",729814,0
"B1",729815,0
"B1",729816,3
"B1",729817,0
"B1",729818,0
"B1",729819,5
"B1",729820,4
"B1",729821,6
"B1",729822,1
"B1",729823,0
"B1",729824,1
"B1",729825,1
"B1",729826,3
"B1",729827,2
"B1",729828,0
"B1",729829,5
"B1",729830,3
"B1",729831,0
"B1",729832,0
"B1",729833,0
"B1",729834,0
"B1",729835,5
"B1",729836,4
"B1",729837,2
"B1",729838,1
"B1",729839,1
"B1",729840,1
"B1",729841,2
"B1",729842,0
"B1",729843,0
"B1",729844,1
"B1",729845,0
"B1",729846,0
"B1",729847,0
"B1",729848,1
"B1",729849,0
"B1",729850,5
"B1",729851,4
"B1",729852,2
"B1",729853,1
"B1",729854,2
"B1",729855,1
"B1",729856,2
"B1",729857,3
"B1",729858,2
"B1",729859,4
"B1",729860,1
"B1",729861,2
"B1",729862,1
"B1",729863,1
"B1",729864,0
"B1",729865,0
"B1",729866,0
"B1",729867,0
"B1",729868,1
"B1",729869,1
"B1",729870,0
"B1",729871,1
"B1",729872,2
"B1",729873,3
"B1",729874,1
"B1",729875,5
