celltype_1,celltype_2,category,log2_enr_A_K15,log2_enr_A_K200,log2_enr_B_K15,log2_enr_B_K200
Dermatome,Hypothalamus (Sim1+),neither,-0.5682,-0.4753,-0.1980,-0.5080
Dermatome,Intermediate neuronal progenitors,neither,-1.8549,-1.5962,-1.5512,-1.4124
Dermatome,Kupffer cells,neither,-2.1268,-2.3548,-1.7998,-1.8425
Dermatome,Lateral plate and intermediate mesoderm,neither,-0.3510,-0.6641,-0.3473,-0.5883
Dermatome,Limb mesenchyme progenitors,neither,-0.5094,-0.9383,-0.5454,-0.8290
Dermatome,Liver sinusoidal endothelial cells,neither,-0.7841,-1.2220,-0.8306,-0.8985
Dermatome,Lung progenitor cells,neither,-1.8943,-2.2448,-2.0856,-2.5048
Dermatome,Lymphatic vessel endothelial cells,neither,-0.3816,-0.6499,-0.3283,-0.7060
Dermatome,Mast cells,neither,-2.1950,-1.9735,-1.9158,-1.5994
Dermatome,Megakaryocytes,neither,-2.1826,-2.2641,-1.6808,-1.9395
Dermatome,Melanocyte cells,neither,-0.9529,-1.0066,-0.6795,-0.7468
Dermatome,Metanephric mesenchyme,neither,-1.1398,-1.8703,-0.9128,-1.7398
Dermatome,Microglia,neither,-1.8778,-1.9416,-1.7082,-1.4682
Dermatome,Midbrain,neither,-2.0537,-1.4358,-1.9314,-1.3864
Dermatome,Midbrain-hindbrain boundary,neither,-1.4840,-1.0424,-1.4608,-1.1636
Dermatome,Midgut/Hindgut epithelial cells,neither,-1.8913,-1.7553,-0.8470,-1.2661
Dermatome,Monocytes,neither,-2.8687,-1.5142,-1.7494,-1.4839
Dermatome,Muscle progenitor cells,neither,0.4782,-0.1420,0.5072,-0.2327
Dermatome,Myelinating Schwann cells,neither,-0.6854,-1.1616,-0.7453,-1.0834
Dermatome,Myelinating Schwann cells (Tgfb2+),neither,-1.0705,-1.7149,-1.5148,-1.5910
Dermatome,Myoblasts,neither,-0.6302,-0.8627,-0.5965,-0.7680
Dermatome,Myofibroblasts,neither,-0.0594,-0.8312,-0.0485,-0.8092
Dermatome,Naive retinal progenitor cells,neither,-1.8821,-2.3834,-1.7606,-2.1266
Dermatome,Nephron progenitors,neither,-0.8469,-1.4097,-0.4448,-1.3145
Dermatome,Neural crest (PNS glia),neither,-0.5076,-0.9846,-0.3224,-0.8397
Dermatome,Neural crest (PNS neurons),neither,-1.0999,-1.3922,-0.9081,-1.2385
Dermatome,Neural progenitor cells (Neurod1+),neither,-1.6937,-1.5605,-1.9641,-1.6359
Dermatome,Neurons (Slc17a8+),neither,-0.8800,-0.8271,-0.6322,-0.5214
Dermatome,Olfactory bulb cells,neither,-1.4156,-1.5715,-1.1310,-1.7508
Dermatome,Olfactory epithelial cells,neither,-1.4608,-2.0065,-1.2540,-1.7849
Dermatome,Olfactory sensory neurons,neither,-1.6748,-2.2176,-1.3983,-2.3126
Dermatome,Otic epithelial cells,neither,-0.9554,-1.5468,-0.6603,-1.2038
Dermatome,Otic sensory neurons,neither,-1.0212,-1.2760,-0.7079,-1.0310
Dermatome,Pancreatic acinar cells,neither,-0.7972,-1.2035,-0.8648,-1.1363
Dermatome,Parasympathetic neurons,neither,-0.7506,-1.3556,-0.8448,-1.3750
Dermatome,Posterior roof plate,neither,-0.6219,-0.6169,-0.5770,-0.4640
Dermatome,Pre-epidermal keratinocytes,neither,-0.9835,-1.0365,-0.8613,-0.9636
Dermatome,Pre-osteoblasts (Sp7+),neither,0.4392,-0.6073,0.2421,-0.5523
Dermatome,Primitive erythroid cells,neither,-0.6733,-0.6921,-0.4820,-0.4367
Dermatome,Retinal ganglion cells,neither,-2.1519,-1.9342,-1.7409,-2.0152
Dermatome,Retinal pigment cells,neither,-0.8437,-1.0713,-1.7494,-1.0469
Dermatome,Retinal progenitor cells,neither,-1.7129,-1.5181,-1.1496,-1.4495
Dermatome,Sclerotome,K15_only,0.2246,-0.5702,0.2249,-0.5022
Dermatome,Spinal cord dorsal progenitors,neither,-0.7374,-0.7550,-0.8870,-0.7378
Dermatome,Spinal cord motor neurons,neither,-0.5965,-0.7409,-0.2265,-0.7526
Dermatome,Spinal cord ventral progenitors,neither,-0.6280,-0.5156,-0.4454,-0.5103
Dermatome,Spinal cord/r7/r8,neither,-0.7060,-0.8687,-0.6529,-0.8296
Dermatome,Sympathetic neurons,neither,-1.1765,-1.3363,-0.8255,-1.3443
Dermatome,Telencephalon,neither,-1.9099,-0.8039,-1.6492,-0.6496
Dermatome,Thalamic neuronal precursors,neither,-2.5591,-2.3462,-1.9394,-1.7279
Dermatome,Ureteric bud,neither,-0.7249,-1.1433,-0.9329,-1.3847
Dermomyotome,Diencephalon,neither,-3.9864,-2.7853,-2.0605,-2.5028
Dermomyotome,Dorsal root ganglion neurons,neither,-0.1419,0.4660,-0.7311,0.4186
Dermomyotome,Dorsal telencephalon,neither,-1.6947,-2.5640,-2.0625,-2.2877
Dermomyotome,Early chondrocytes,neither,0.4008,-0.5918,0.5614,-0.4515
Dermomyotome,Endocardial cells,neither,-1.2272,-1.0323,-0.9813,-1.1895
Dermomyotome,Endothelium,neither,-1.2710,-1.0526,-0.1198,-0.7871
Dermomyotome,Enteric neurons,neither,1.0303,-0.7718,-0.4171,-0.1563
Dermomyotome,Eye field,neither,-0.9829,-2.4484,-1.0890,-2.3203
Dermomyotome,Facial mesenchyme,neither,0.5372,-0.6857,0.2834,-0.5107
Dermomyotome,Fibroblasts,neither,-0.2905,-0.6572,-0.1814,-0.4852
Dermomyotome,First heart field,neither,-0.7560,-1.3892,0.4031,-0.1685
Dermomyotome,Floorplate and p3 domain,neither,0.1617,-0.6127,-1.2702,0.0342
Dermomyotome,GABAergic cortical interneurons,neither,-1.8246,-0.8606,-1.4343,-0.6863
Dermomyotome,GABAergic neurons,neither,-0.6198,-0.6796,-0.3765,-0.5472
Dermomyotome,Glutamatergic neurons,neither,-0.8012,-0.6567,-0.5586,-0.5252
Dermomyotome,Granular keratinocytes,neither,-0.3428,-1.2960,-1.6871,-1.1033
Dermomyotome,Hematopoietic stem cells (Cd34+),neither,-2.2968,-3.0984,-2.9805,-2.8869
Dermomyotome,Hematopoietic stem cells (Mpo+),neither,-0.9678,-3.0415,-1.5872,-3.1953
Dermomyotome,Hepatocytes,neither,-2.1745,-2.6034,-2.0423,-2.6458
Dermomyotome,Hindbrain,neither,-0.5044,-1.0652,-1.3683,-0.8939
Dermomyotome,Hypothalamus,neither,-1.6946,-2.2423,-1.0505,-1.4889
Dermomyotome,Hypothalamus (Sim1+),neither,-0.5328,-1.7404,-0.4452,-0.5307
Dermomyotome,Intermediate neuronal progenitors,neither,-1.4123,-1.6257,-1.0353,-1.3758
Dermomyotome,Kupffer cells,neither,-2.1601,-2.4049,-1.9656,-1.9075
Dermomyotome,Lateral plate and intermediate mesoderm,neither,-1.0429,-0.8321,-0.6263,-0.5736
Dermomyotome,Limb mesenchyme progenitors,neither,0.4041,-0.7842,0.5352,-0.5737
Dermomyotome,Liver sinusoidal endothelial cells,neither,-2.1557,-2.1079,-1.5996,-1.3602
Dermomyotome,Lung progenitor cells,neither,-1.1939,-2.2982,-0.9572,-2.5882
Dermomyotome,Lymphatic vessel endothelial cells,neither,-0.7140,-0.8014,0.2204,-0.0641
Dermomyotome,Mast cells,neither,-0.1576,-2.2775,-1.2064,-3.3069
Dermomyotome,Megakaryocytes,neither,-1.3347,-3.7422,-1.5214,-2.3819
Dermomyotome,Melanocyte cells,neither,0.1250,-0.1620,-0.5969,0.1428
Dermomyotome,Metanephric mesenchyme,neither,-2.1096,-1.8289,-0.1685,-0.9277
Dermomyotome,Microglia,neither,-1.1973,-1.9707,-1.0467,-1.9972
Dermomyotome,Midbrain,neither,-2.7642,-1.7672,-1.6572,-1.5597
Dermomyotome,Midbrain-hindbrain boundary,neither,-0.9413,-1.3815,-0.4964,-1.7581
Dermomyotome,Midgut/Hindgut epithelial cells,neither,-1.1667,-1.7487,-1.8119,-1.8010
Dermomyotome,Monocytes,neither,-0.5259,-1.9249,-0.4591,-1.0922
Dermomyotome,Muscle progenitor cells,neither,1.6733,1.0144,1.5652,0.9185
Dermomyotome,Myelinating Schwann cells,neither,0.1312,-0.7200,0.2838,-0.3802
Dermomyotome,Myelinating Schwann cells (Tgfb2+),neither,-0.9448,-1.8687,-0.4684,-0.6237
Dermomyotome,Myoblasts,neither,0.3166,-0.7286,0.4249,-0.6227
Dermomyotome,Myofibroblasts,K15_only,1.3182,-0.3199,0.9759,-0.4743
Dermomyotome,Naive retinal progenitor cells,neither,-1.1955,-2.9628,-1.9511,-2.5775
Dermomyotome,Nephron progenitors,neither,0.4544,-0.8639,-0.8087,-0.3211
Dermomyotome,Neural crest (PNS glia),neither,0.9818,-0.3899,0.7997,-0.1398
Dermomyotome,Neural crest (PNS neurons),neither,0.1598,-0.6201,0.2546,-0.2803
Dermomyotome,Neural progenitor cells (Neurod1+),neither,-1.9397,-1.7357,-1.6393,-2.0129
Dermomyotome,Neurons (Slc17a8+),neither,-0.8721,-0.7789,-0.6093,-0.3834
Dermomyotome,Olfactory bulb cells,neither,-1.2855,-1.5092,1.0574,-0.9506
Dermomyotome,Olfactory epithelial cells,neither,-2.1078,-2.0807,-0.5077,-1.6641
Dermomyotome,Olfactory sensory neurons,neither,-0.9065,-2.2061,-0.5286,-2.0928
Dermomyotome,Otic epithelial cells,neither,-0.6970,-1.4198,-0.9572,-1.3338
Dermomyotome,Otic sensory neurons,neither,-0.4639,-0.9781,-0.4853,-0.7345
Dermomyotome,Pancreatic acinar cells,neither,-0.4656,-1.5710,-0.4931,-1.1014
Dermomyotome,Parasympathetic neurons,neither,-1.5132,-0.9257,-0.2954,-1.4804
Dermomyotome,Posterior roof plate,neither,0.2148,0.6897,-0.5330,1.0558
Dermomyotome,Pre-epidermal keratinocytes,neither,-0.6402,-1.1228,-0.4359,-0.9500
Dermomyotome,Pre-osteoblasts (Sp7+),neither,-1.7846,-1.4181,-0.6453,-1.0706
Dermomyotome,Primitive erythroid cells,neither,-0.6927,-0.6085,0.5829,-0.1670
Dermomyotome,Retinal ganglion cells,neither,-0.1031,-2.3283,-0.3614,-2.5999
Dermomyotome,Retinal pigment cells,neither,-0.3989,-1.4608,-0.4591,-1.6585
Dermomyotome,Retinal progenitor cells,neither,-0.8530,-2.5289,0.1487,-2.5987
Dermomyotome,Sclerotome,K15_only,0.7998,-0.6532,0.9615,-0.4525
Dermomyotome,Spinal cord dorsal progenitors,neither,0.3702,-0.3822,0.4595,0.0026
Dermomyotome,Spinal cord motor neurons,neither,-0.1210,-0.2911,0.4865,0.4352
Dermomyotome,Spinal cord ventral progenitors,neither,0.2592,-0.4389,1.0452,0.7183
Dermomyotome,Spinal cord/r7/r8,neither,0.9334,-0.5673,0.6003,-0.2906
Dermomyotome,Sympathetic neurons,neither,-0.0033,-1.2155,0.1930,-0.8891
Dermomyotome,Telencephalon,neither,-1.5955,-0.7770,-1.6177,-0.6624
Dermomyotome,Thalamic neuronal precursors,neither,-2.8698,-2.7047,-2.1645,-1.6832
Dermomyotome,Ureteric bud,neither,-1.2015,-1.3320,-0.1692,-1.2640
Diencephalon,Dorsal root ganglion neurons,neither,-2.0544,-2.6214,-2.2450,-2.6383
Diencephalon,Dorsal telencephalon,K15_only,0.9811,-1.3882,0.7799,-1.2589
Diencephalon,Early chondrocytes,neither,-2.2512,-2.3193,-2.1252,-2.0284
Diencephalon,Endocardial cells,neither,-2.1998,-2.8561,-2.3588,-2.3353
Diencephalon,Endothelium,neither,-2.0526,-2.6010,-1.9261,-2.1959
Diencephalon,Enteric neurons,neither,-2.0616,-3.0363,-0.6259,-2.1568
Diencephalon,Eye field,neither,-1.6256,-2.5878,-1.7268,-2.4861
Diencephalon,Facial mesenchyme,neither,-1.9522,-2.1974,-1.7319,-1.8635
Diencephalon,Fibroblasts,neither,-2.3519,-1.9716,-2.0568,-1.7453
Diencephalon,First heart field,neither,-1.6187,-2.5435,-1.1720,-1.7363
Diencephalon,Floorplate and p3 domain,neither,-2.6255,-2.6145,-1.0648,-1.6282
Diencephalon,GABAergic cortical interneurons,neither,-1.5361,-1.9127,-1.6547,-1.7575
Diencephalon,GABAergic neurons,neither,-1.5875,-1.8932,-1.5193,-1.7648
Diencephalon,Glutamatergic neurons,neither,-1.1888,-1.7763,-1.1467,-1.6452
Diencephalon,Granular keratinocytes,neither,-2.1750,-2.4691,-1.3548,-2.1471
Diencephalon,Hematopoietic stem cells (Cd34+),neither,-4.4529,-4.4355,-4.7558,-4.3676
Diencephalon,Hematopoietic stem cells (Mpo+),neither,-4.6058,-4.6203,-3.7782,-4.6752
Diencephalon,Hepatocytes,neither,-3.7426,-4.0162,-4.1714,-3.9640
Diencephalon,Hindbrain,neither,-1.6162,-2.2991,-1.6941,-2.1259
Diencephalon,Hypothalamus,neither,-1.8093,-2.5244,-1.4350,-2.2858
Diencephalon,Hypothalamus (Sim1+),neither,-0.4713,-1.6696,-1.4580,-1.5033
Diencephalon,Intermediate neuronal progenitors,neither,-1.3855,-2.3615,-1.1404,-2.0892
Diencephalon,Kupffer cells,neither,-3.2689,-4.0848,-3.5659,-3.4552
Diencephalon,Lateral plate and intermediate mesoderm,neither,-2.5905,-2.3076,-2.2534,-1.9563
Diencephalon,Limb mesenchyme progenitors,neither,-2.8667,-2.6853,-2.2809,-2.2157
Diencephalon,Liver sinusoidal endothelial cells,neither,-1.6784,-2.9821,-1.4744,-2.4263
Diencephalon,Lung progenitor cells,neither,-2.8965,-3.6901,-2.8767,-3.7598
Diencephalon,Lymphatic vessel endothelial cells,neither,-2.4542,-2.7357,-2.0247,-2.4566
Diencephalon,Mast cells,neither,-4.4035,-4.7427,-3.7652,-3.6663
Diencephalon,Megakaryocytes,neither,-4.1776,-4.6047,-2.8843,-3.6451
Diencephalon,Melanocyte cells,neither,-1.8739,-2.7223,-1.1720,-2.2797
Diencephalon,Metanephric mesenchyme,neither,-3.2046,-3.7500,-2.7928,-3.4656
Diencephalon,Microglia,neither,-2.8863,-3.9513,-2.4823,-3.8534
Diencephalon,Midbrain,neither,-1.1677,-2.2604,-1.3674,-2.1296
Diencephalon,Midbrain-hindbrain boundary,neither,-2.4218,-2.4888,-3.2061,-2.3872
Diencephalon,Midgut/Hindgut epithelial cells,neither,-3.2773,-3.2836,-2.3590,-2.7029
Diencephalon,Monocytes,neither,-1.4515,-3.9517,-2.0883,-4.6148
Diencephalon,Muscle progenitor cells,neither,-1.7798,-2.8560,-2.0080,-2.3387
Diencephalon,Myelinating Schwann cells,neither,-2.8586,-2.7951,-2.5250,-2.4397
Diencephalon,Myelinating Schwann cells (Tgfb2+),neither,-3.2536,-3.5615,-2.3786,-2.9746
Diencephalon,Myoblasts,neither,-2.7319,-2.4486,-2.5017,-2.1541
Diencephalon,Myofibroblasts,neither,-2.5544,-2.7964,-2.4318,-2.4270
Diencephalon,Naive retinal progenitor cells,neither,-2.1430,-3.0545,-2.1794,-2.9510
Diencephalon,Nephron progenitors,neither,-2.7716,-3.3156,-4.0053,-3.1160
Diencephalon,Neural crest (PNS glia),neither,-2.6925,-2.7931,-2.1263,-2.3269
Diencephalon,Neural crest (PNS neurons),neither,-2.9690,-3.1595,-2.0454,-2.9146
Diencephalon,Neural progenitor cells (Neurod1+),K15_only,2.9311,-0.6674,2.8513,-0.8167
Diencephalon,Neurons (Slc17a8+),neither,-1.8683,-2.9187,-1.5272,-1.4477
Diencephalon,Olfactory bulb cells,neither,-1.8104,-3.0833,-4.2831,-3.0127
Diencephalon,Olfactory epithelial cells,neither,-2.6536,-3.1881,-2.6614,-3.0914
Diencephalon,Olfactory sensory neurons,neither,-2.6507,-3.8285,-2.7860,-3.3170
Diencephalon,Otic epithelial cells,neither,-2.5054,-3.0810,-2.7068,-2.7063
Diencephalon,Otic sensory neurons,neither,-2.5416,-2.8489,-1.6266,-2.2802
Diencephalon,Pancreatic acinar cells,neither,-2.8562,-3.2786,-2.1958,-2.7511
Diencephalon,Parasympathetic neurons,neither,-1.9717,-3.2002,-2.3284,-2.5418
Diencephalon,Posterior roof plate,neither,-0.8763,-2.1906,-0.9930,-2.0089
Diencephalon,Pre-epidermal keratinocytes,neither,-2.0602,-2.4395,-1.8035,-2.2339
Diencephalon,Pre-osteoblasts (Sp7+),neither,-2.3596,-2.3077,-1.5404,-2.3232
Diencephalon,Primitive erythroid cells,neither,-1.1498,-2.1831,0.2221,-1.4534
Diencephalon,Retinal ganglion cells,neither,-2.6401,-2.5975,-2.4029,-2.8788
Diencephalon,Retinal pigment cells,neither,-1.6370,-2.1475,-0.5034,-1.5341
Diencephalon,Retinal progenitor cells,neither,-1.8287,-2.0860,-0.7747,-1.9851
Diencephalon,Sclerotome,neither,-2.3372,-2.1639,-1.7697,-1.8642
Diencephalon,Spinal cord dorsal progenitors,neither,-2.4335,-2.3983,-1.6385,-2.2054
Diencephalon,Spinal cord motor neurons,neither,-2.1037,-2.6828,-2.6691,-2.6116
Diencephalon,Spinal cord ventral progenitors,neither,-3.0977,-2.3226,-1.3072,-1.7431
Diencephalon,Spinal cord/r7/r8,neither,-2.1424,-2.3618,-1.7084,-2.1192
Diencephalon,Sympathetic neurons,neither,-2.9370,-2.9575,-2.0999,-2.7660
Diencephalon,Telencephalon,neither,-1.2603,-1.8200,-1.2257,-1.6701
Diencephalon,Thalamic neuronal precursors,K15_only,1.4054,-1.9984,1.2419,-1.9193
Diencephalon,Ureteric bud,neither,-2.1566,-3.2753,-3.1164,-3.1545
Dorsal root ganglion neurons,Dorsal telencephalon,neither,-1.0510,-1.9032,-2.2167,-1.4978
Dorsal root ganglion neurons,Early chondrocytes,neither,-0.6330,-0.5374,-0.5169,-0.4308
Dorsal root ganglion neurons,Endocardial cells,neither,-0.4778,-1.1916,-0.0832,-0.6531
Dorsal root ganglion neurons,Endothelium,neither,-1.0103,-0.9293,-0.3036,-0.7041
Dorsal root ganglion neurons,Enteric neurons,neither,1.6211,0.1090,-0.4698,-0.3352
Dorsal root ganglion neurons,Eye field,neither,-1.3019,-2.3942,-1.2440,-3.2086
Dorsal root ganglion neurons,Facial mesenchyme,neither,-0.2345,-0.4388,-0.1578,-0.4084
Dorsal root ganglion neurons,Fibroblasts,neither,-0.5416,-0.3337,-0.6759,-0.3350
Dorsal root ganglion neurons,First heart field,neither,-0.9389,-1.4992,0.3324,-0.5805
Dorsal root ganglion neurons,Floorplate and p3 domain,neither,-0.5620,-1.0075,-1.3903,-0.4927
Dorsal root ganglion neurons,GABAergic cortical interneurons,neither,-1.3194,-0.5909,-1.4158,-0.4466
Dorsal root ganglion neurons,GABAergic neurons,neither,-0.2220,-0.3421,-0.0672,-0.3656
Dorsal root ganglion neurons,Glutamatergic neurons,neither,-0.2726,-0.3024,-0.2969,-0.2871
Dorsal root ganglion neurons,Granular keratinocytes,neither,0.1063,-0.5790,-0.0499,-0.5991
Dorsal root ganglion neurons,Hematopoietic stem cells (Cd34+),neither,-3.6912,-2.6860,-3.1681,-3.1007
Dorsal root ganglion neurons,Hematopoietic stem cells (Mpo+),neither,-2.2858,-3.5027,-0.7233,-2.6663
Dorsal root ganglion neurons,Hepatocytes,neither,-2.5739,-2.6347,-3.0427,-2.6378
Dorsal root ganglion neurons,Hindbrain,neither,-1.0642,-0.8304,-0.1168,-0.7145
Dorsal root ganglion neurons,Hypothalamus,neither,-2.0699,-1.9018,-0.2197,-1.5082
Dorsal root ganglion neurons,Hypothalamus (Sim1+),neither,0.3268,-0.3425,-0.5009,0.2891
Dorsal root ganglion neurons,Intermediate neuronal progenitors,neither,-1.8115,-1.6166,-1.5872,-1.3464
Dorsal root ganglion neurons,Kupffer cells,neither,-0.1683,-2.3369,-1.1166,-2.4394
Dorsal root ganglion neurons,Lateral plate and intermediate mesoderm,neither,-0.9037,-0.5478,-0.6297,-0.4999
Dorsal root ganglion neurons,Limb mesenchyme progenitors,neither,-1.1561,-0.7128,-1.2721,-0.6335
Dorsal root ganglion neurons,Liver sinusoidal endothelial cells,neither,-0.4856,-1.6434,-0.1513,-0.8021
Dorsal root ganglion neurons,Lung progenitor cells,neither,-2.5260,-3.1226,-0.5229,-2.2129
Dorsal root ganglion neurons,Lymphatic vessel endothelial cells,neither,-0.0129,-1.2586,0.0951,-0.5042
Dorsal root ganglion neurons,Mast cells,neither,-1.3998,-2.7275,-0.3228,-1.7047
Dorsal root ganglion neurons,Megakaryocytes,neither,-3.2842,-2.8863,-1.6881,-2.5938
Dorsal root ganglion neurons,Melanocyte cells,neither,1.5076,0.5846,1.6543,0.1043
Dorsal root ganglion neurons,Metanephric mesenchyme,neither,-1.4366,-1.4830,0.1035,-1.5514
Dorsal root ganglion neurons,Microglia,neither,-1.4442,-3.1579,-0.1530,-2.1999
Dorsal root ganglion neurons,Midbrain,neither,-2.0191,-1.2278,-2.0932,-1.3268
Dorsal root ganglion neurons,Midbrain-hindbrain boundary,neither,-1.1538,-1.8211,0.4426,-0.6216
Dorsal root ganglion neurons,Midgut/Hindgut epithelial cells,neither,-0.9123,-1.5185,-0.9573,-1.7203
Dorsal root ganglion neurons,Monocytes,neither,-0.6648,-3.3418,-0.5162,-2.8608
Dorsal root ganglion neurons,Muscle progenitor cells,neither,-0.8121,-0.0359,0.5107,0.4485
Dorsal root ganglion neurons,Myelinating Schwann cells,K15_only,2.3518,0.0675,2.4010,0.1437
Dorsal root ganglion neurons,Myelinating Schwann cells (Tgfb2+),neither,-0.2612,-0.6505,0.7230,-0.6497
Dorsal root ganglion neurons,Myoblasts,neither,-0.8684,-0.7364,-1.0809,-0.5788
Dorsal root ganglion neurons,Myofibroblasts,neither,-0.5495,-0.7882,-0.8589,-0.8443
Dorsal root ganglion neurons,Naive retinal progenitor cells,neither,-3.1400,-3.5980,-3.1263,-2.3750
Dorsal root ganglion neurons,Nephron progenitors,neither,-1.3693,-1.1580,0.1022,-1.6883
Dorsal root ganglion neurons,Neural crest (PNS glia),both_K,2.9737,0.6009,2.7374,0.5574
Dorsal root ganglion neurons,Neural crest (PNS neurons),K15_only,2.9915,0.2676,3.1196,0.4436
Dorsal root ganglion neurons,Neural progenitor cells (Neurod1+),neither,-1.2557,-2.1956,-0.7777,-1.7065
Dorsal root ganglion neurons,Neurons (Slc17a8+),neither,-1.0742,-1.7013,-0.6812,-1.1579
Dorsal root ganglion neurons,Olfactory bulb cells,neither,-1.5429,-1.4452,-1.0417,-1.9583
Dorsal root ganglion neurons,Olfactory epithelial cells,neither,-1.4784,-1.5836,-1.6740,-1.7152
Dorsal root ganglion neurons,Olfactory sensory neurons,neither,-2.0174,-2.1874,-1.6954,-2.3045
Dorsal root ganglion neurons,Otic epithelial cells,neither,0.4061,-0.7970,-0.5229,-1.2633
Dorsal root ganglion neurons,Otic sensory neurons,neither,0.7978,-1.0603,-0.0317,-0.4266
Dorsal root ganglion neurons,Pancreatic acinar cells,neither,-0.5917,-0.6506,-0.5537,-0.5483
Dorsal root ganglion neurons,Parasympathetic neurons,neither,-0.2094,-0.3802,0.9051,-0.6854
Dorsal root ganglion neurons,Posterior roof plate,K200_only,0.6120,1.2948,0.9875,1.3540
Dorsal root ganglion neurons,Pre-epidermal keratinocytes,neither,-0.6439,-0.8864,-0.5330,-0.6817
Dorsal root ganglion neurons,Pre-osteoblasts (Sp7+),neither,-0.0892,-0.5072,-0.7839,-0.4554
Dorsal root ganglion neurons,Primitive erythroid cells,neither,-0.8642,-0.2978,-0.4698,-0.3461
Dorsal root ganglion neurons,Retinal ganglion cells,neither,-1.9848,-3.3708,-1.0967,-2.5873
Dorsal root ganglion neurons,Retinal pigment cells,neither,-0.5101,-2.8568,-0.5162,-2.8417
Dorsal root ganglion neurons,Retinal progenitor cells,neither,-1.0520,-2.9646,-0.9436,-2.7973
Dorsal root ganglion neurons,Sclerotome,neither,-0.1410,-0.4186,-0.4157,-0.3863
Dorsal root ganglion neurons,Spinal cord dorsal progenitors,neither,0.6430,-0.0658,0.8193,-0.0109
