"blastomere","rank","size","blast"
"B1",1595,14,"Blastomere A"
"B1",1596,13,"Blastomere A"
"B1",1597,13,"Blastomere A"
"B1",1598,13,"Blastomere A"
"B1",1599,13,"Blastomere A"
"B1",1600,13,"Blastomere A"
"B1",1601,13,"Blastomere A"
"B1",1602,13,"Blastomere A"
"B1",1603,13,"Blastomere A"
"B1",1604,13,"Blastomere A"
"B1",1605,13,"Blastomere A"
"B1",1606,13,"Blastomere A"
"B1",1607,13,"Blastomere A"
"B1",1608,13,"Blastomere A"
"B1",1609,13,"Blastomere A"
"B1",1610,13,"Blastomere A"
"B1",1611,13,"Blastomere A"
"B1",1612,13,"Blastomere A"
"B1",1613,13,"Blastomere A"
"B1",1614,13,"Blastomere A"
"B1",1615,13,"Blastomere A"
"B1",1616,13,"Blastomere A"
"B1",1617,13,"Blastomere A"
"B1",1618,13,"Blastomere A"
"B1",1619,12,"Blastomere A"
"B1",1620,12,"Blastomere A"
"B1",1621,12,"Blastomere A"
"B1",1622,12,"Blastomere A"
"B1",1623,12,"Blastomere A"
"B1",1624,12,"Blastomere A"
"B1",1625,12,"Blastomere A"
"B1",1626,12,"Blastomere A"
"B1",1627,12,"Blastomere A"
"B1",1628,12,"Blastomere A"
"B1",1629,12,"Blastomere A"
"B1",1630,12,"Blastomere A"
"B1",1631,12,"Blastomere A"
"B1",1632,12,"Blastomere A"
"B1",1633,12,"Blastomere A"
"B1",1634,12,"Blastomere A"
"B1",1635,12,"Blastomere A"
"B1",1636,12,"Blastomere A"
"B1",1637,11,"Blastomere A"
"B1",1638,11,"Blastomere A"
"B1",1639,11,"Blastomere A"
"B1",1640,11,"Blastomere A"
"B1",1641,11,"Blastomere A"
"B1",1642,11,"Blastomere A"
"B1",1643,11,"Blastomere A"
"B1",1644,11,"Blastomere A"
"B1",1645,11,"Blastomere A"
"B1",1646,11,"Blastomere A"
"B1",1647,11,"Blastomere A"
"B1",1648,11,"Blastomere A"
"B1",1649,11,"Blastomere A"
"B1",1650,11,"Blastomere A"
"B1",1651,11,"Blastomere A"
"B1",1652,11,"Blastomere A"
"B1",1653,11,"Blastomere A"
"B1",1654,11,"Blastomere A"
"B1",1655,11,"Blastomere A"
"B1",1656,11,"Blastomere A"
"B1",1657,11,"Blastomere A"
"B1",1658,11,"Blastomere A"
"B1",1659,11,"Blastomere A"
"B1",1660,11,"Blastomere A"
"B1",1661,11,"Blastomere A"
"B1",1662,11,"Blastomere A"
"B1",1663,11,"Blastomere A"
"B1",1664,11,"Blastomere A"
"B1",1665,11,"Blastomere A"
"B1",1666,11,"Blastomere A"
"B1",1667,11,"Blastomere A"
"B1",1668,11,"Blastomere A"
"B1",1669,11,"Blastomere A"
"B1",1670,11,"Blastomere A"
"B1",1671,11,"Blastomere A"
"B1",1672,11,"Blastomere A"
"B1",1673,11,"Blastomere A"
"B1",1674,11,"Blastomere A"
"B1",1675,11,"Blastomere A"
"B1",1676,11,"Blastomere A"
"B1",1677,10,"Blastomere A"
"B1",1678,10,"Blastomere A"
"B1",1679,10,"Blastomere A"
"B1",1680,10,"Blastomere A"
"B1",1681,10,"Blastomere A"
"B1",1682,10,"Blastomere A"
"B1",1683,10,"Blastomere A"
"B1",1684,10,"Blastomere A"
"B1",1685,10,"Blastomere A"
"B1",1686,10,"Blastomere A"
"B1",1687,10,"Blastomere A"
"B1",1688,10,"Blastomere A"
"B1",1689,10,"Blastomere A"
"B1",1690,10,"Blastomere A"
"B1",1691,10,"Blastomere A"
"B1",1692,10,"Blastomere A"
"B1",1693,10,"Blastomere A"
"B1",1694,10,"Blastomere A"
"B1",1695,10,"Blastomere A"
"B1",1696,10,"Blastomere A"
"B1",1697,10,"Blastomere A"
"B1",1698,10,"Blastomere A"
"B1",1699,9,"Blastomere A"
"B1",1700,9,"Blastomere A"
"B1",1701,9,"Blastomere A"
"B1",1702,9,"Blastomere A"
"B1",1703,9,"Blastomere A"
"B1",1704,9,"Blastomere A"
"B1",1705,9,"Blastomere A"
"B1",1706,9,"Blastomere A"
"B1",1707,9,"Blastomere A"
"B1",1708,9,"Blastomere A"
"B1",1709,9,"Blastomere A"
"B1",1710,9,"Blastomere A"
"B1",1711,9,"Blastomere A"
"B1",1712,9,"Blastomere A"
"B1",1713,9,"Blastomere A"
"B1",1714,9,"Blastomere A"
"B1",1715,9,"Blastomere A"
"B1",1716,9,"Blastomere A"
"B1",1717,9,"Blastomere A"
"B1",1718,9,"Blastomere A"
"B1",1719,9,"Blastomere A"
"B1",1720,9,"Blastomere A"
"B1",1721,9,"Blastomere A"
"B1",1722,9,"Blastomere A"
"B1",1723,9,"Blastomere A"
"B1",1724,9,"Blastomere A"
"B1",1725,9,"Blastomere A"
"B1",1726,8,"Blastomere A"
"B1",1727,8,"Blastomere A"
"B1",1728,8,"Blastomere A"
"B1",1729,8,"Blastomere A"
"B1",1730,8,"Blastomere A"
"B1",1731,8,"Blastomere A"
"B1",1732,8,"Blastomere A"
"B1",1733,8,"Blastomere A"
"B1",1734,8,"Blastomere A"
"B1",1735,8,"Blastomere A"
"B1",1736,8,"Blastomere A"
"B1",1737,8,"Blastomere A"
"B1",1738,8,"Blastomere A"
"B1",1739,8,"Blastomere A"
"B1",1740,8,"Blastomere A"
"B1",1741,8,"Blastomere A"
"B1",1742,8,"Blastomere A"
"B1",1743,8,"Blastomere A"
"B1",1744,8,"Blastomere A"
"B1",1745,8,"Blastomere A"
"B1",1746,8,"Blastomere A"
"B1",1747,8,"Blastomere A"
"B1",1748,8,"Blastomere A"
"B1",1749,7,"Blastomere A"
"B1",1750,7,"Blastomere A"
"B1",1751,7,"Blastomere A"
"B1",1752,7,"Blastomere A"
"B1",1753,7,"Blastomere A"
"B1",1754,7,"Blastomere A"
"B1",1755,7,"Blastomere A"
"B1",1756,7,"Blastomere A"
"B1",1757,7,"Blastomere A"
"B1",1758,7,"Blastomere A"
"B1",1759,7,"Blastomere A"
"B1",1760,7,"Blastomere A"
"B1",1761,7,"Blastomere A"
"B1",1762,7,"Blastomere A"
"B1",1763,7,"Blastomere A"
"B1",1764,7,"Blastomere A"
"B1",1765,7,"Blastomere A"
"B1",1766,7,"Blastomere A"
"B1",1767,7,"Blastomere A"
"B1",1768,7,"Blastomere A"
"B1",1769,7,"Blastomere A"
"B1",1770,7,"Blastomere A"
"B1",1771,7,"Blastomere A"
"B1",1772,7,"Blastomere A"
"B1",1773,7,"Blastomere A"
"B1",1774,7,"Blastomere A"
"B1",1775,7,"Blastomere A"
"B1",1776,7,"Blastomere A"
"B1",1777,7,"Blastomere A"
"B1",1778,7,"Blastomere A"
"B1",1779,7,"Blastomere A"
"B1",1780,6,"Blastomere A"
"B1",1781,6,"Blastomere A"
"B1",1782,6,"Blastomere A"
"B1",1783,6,"Blastomere A"
"B1",1784,6,"Blastomere A"
"B1",1785,6,"Blastomere A"
"B1",1786,6,"Blastomere A"
"B1",1787,6,"Blastomere A"
"B1",1788,6,"Blastomere A"
"B1",1789,6,"Blastomere A"
"B1",1790,6,"Blastomere A"
"B1",1791,6,"Blastomere A"
"B1",1792,6,"Blastomere A"
"B1",1793,6,"Blastomere A"
"B1",1794,6,"Blastomere A"
"B1",1795,6,"Blastomere A"
"B1",1796,6,"Blastomere A"
"B1",1797,6,"Blastomere A"
"B1",1798,6,"Blastomere A"
"B1",1799,6,"Blastomere A"
"B1",1800,6,"Blastomere A"
"B1",1801,6,"Blastomere A"
"B1",1802,6,"Blastomere A"
"B1",1803,6,"Blastomere A"
"B1",1804,6,"Blastomere A"
"B1",1805,6,"Blastomere A"
"B1",1806,6,"Blastomere A"
"B1",1807,6,"Blastomere A"
"B1",1808,6,"Blastomere A"
"B1",1809,6,"Blastomere A"
"B1",1810,6,"Blastomere A"
"B1",1811,6,"Blastomere A"
"B1",1812,6,"Blastomere A"
"B1",1813,6,"Blastomere A"
"B1",1814,6,"Blastomere A"
"B1",1815,6,"Blastomere A"
"B1",1816,6,"Blastomere A"
"B1",1817,6,"Blastomere A"
"B1",1818,6,"Blastomere A"
"B1",1819,6,"Blastomere A"
"B1",1820,6,"Blastomere A"
"B1",1821,5,"Blastomere A"
"B1",1822,5,"Blastomere A"
"B1",1823,5,"Blastomere A"
"B1",1824,5,"Blastomere A"
"B1",1825,5,"Blastomere A"
"B1",1826,5,"Blastomere A"
"B1",1827,5,"Blastomere A"
"B1",1828,5,"Blastomere A"
"B1",1829,5,"Blastomere A"
"B1",1830,5,"Blastomere A"
"B1",1831,5,"Blastomere A"
"B1",1832,5,"Blastomere A"
"B1",1833,5,"Blastomere A"
"B1",1834,5,"Blastomere A"
"B1",1835,5,"Blastomere A"
"B1",1836,5,"Blastomere A"
"B1",1837,5,"Blastomere A"
"B1",1838,5,"Blastomere A"
"B1",1839,5,"Blastomere A"
"B1",1840,5,"Blastomere A"
"B1",1841,5,"Blastomere A"
"B1",1842,5,"Blastomere A"
"B1",1843,5,"Blastomere A"
"B1",1844,5,"Blastomere A"
"B1",1845,5,"Blastomere A"
"B1",1846,5,"Blastomere A"
"B1",1847,5,"Blastomere A"
"B1",1848,5,"Blastomere A"
"B1",1849,5,"Blastomere A"
"B1",1850,5,"Blastomere A"
"B1",1851,5,"Blastomere A"
"B1",1852,5,"Blastomere A"
"B1",1853,5,"Blastomere A"
"B1",1854,5,"Blastomere A"
"B1",1855,5,"Blastomere A"
"B1",1856,5,"Blastomere A"
"B1",1857,4,"Blastomere A"
"B1",1858,4,"Blastomere A"
"B1",1859,4,"Blastomere A"
"B1",1860,4,"Blastomere A"
"B1",1861,4,"Blastomere A"
"B1",1862,4,"Blastomere A"
"B1",1863,4,"Blastomere A"
"B1",1864,4,"Blastomere A"
"B1",1865,4,"Blastomere A"
"B1",1866,4,"Blastomere A"
"B1",1867,4,"Blastomere A"
"B1",1868,4,"Blastomere A"
"B1",1869,4,"Blastomere A"
"B1",1870,4,"Blastomere A"
"B1",1871,4,"Blastomere A"
"B1",1872,4,"Blastomere A"
"B1",1873,4,"Blastomere A"
"B1",1874,4,"Blastomere A"
"B1",1875,4,"Blastomere A"
"B1",1876,4,"Blastomere A"
"B1",1877,4,"Blastomere A"
"B1",1878,4,"Blastomere A"
"B1",1879,4,"Blastomere A"
"B1",1880,4,"Blastomere A"
"B1",1881,4,"Blastomere A"
"B1",1882,4,"Blastomere A"
"B1",1883,4,"Blastomere A"
"B1",1884,4,"Blastomere A"
"B1",1885,4,"Blastomere A"
"B1",1886,4,"Blastomere A"
"B1",1887,4,"Blastomere A"
"B1",1888,4,"Blastomere A"
"B1",1889,4,"Blastomere A"
"B1",1890,4,"Blastomere A"
"B1",1891,4,"Blastomere A"
"B1",1892,4,"Blastomere A"
"B1",1893,4,"Blastomere A"
"B1",1894,4,"Blastomere A"
"B1",1895,4,"Blastomere A"
"B1",1896,4,"Blastomere A"
"B1",1897,4,"Blastomere A"
"B1",1898,4,"Blastomere A"
"B1",1899,4,"Blastomere A"
"B1",1900,4,"Blastomere A"
"B1",1901,4,"Blastomere A"
"B1",1902,3,"Blastomere A"
"B1",1903,3,"Blastomere A"
"B1",1904,3,"Blastomere A"
"B1",1905,3,"Blastomere A"
"B1",1906,3,"Blastomere A"
"B1",1907,3,"Blastomere A"
"B1",1908,3,"Blastomere A"
"B1",1909,3,"Blastomere A"
"B1",1910,3,"Blastomere A"
"B1",1911,3,"Blastomere A"
"B1",1912,3,"Blastomere A"
"B1",1913,3,"Blastomere A"
"B1",1914,3,"Blastomere A"
"B1",1915,3,"Blastomere A"
"B1",1916,3,"Blastomere A"
"B1",1917,3,"Blastomere A"
"B1",1918,3,"Blastomere A"
"B1",1919,3,"Blastomere A"
"B1",1920,3,"Blastomere A"
"B1",1921,3,"Blastomere A"
"B1",1922,3,"Blastomere A"
"B1",1923,3,"Blastomere A"
"B1",1924,3,"Blastomere A"
"B1",1925,3,"Blastomere A"
"B1",1926,3,"Blastomere A"
"B1",1927,3,"Blastomere A"
"B1",1928,3,"Blastomere A"
"B1",1929,3,"Blastomere A"
"B1",1930,2,"Blastomere A"
"B1",1931,2,"Blastomere A"
"B1",1932,2,"Blastomere A"
"B1",1933,2,"Blastomere A"
"B1",1934,2,"Blastomere A"
"B1",1935,2,"Blastomere A"
"B1",1936,2,"Blastomere A"
"B1",1937,2,"Blastomere A"
"B1",1938,2,"Blastomere A"
"B1",1939,2,"Blastomere A"
"B1",1940,2,"Blastomere A"
"B1",1941,2,"Blastomere A"
"B1",1942,2,"Blastomere A"
"B1",1943,2,"Blastomere A"
"B1",1944,2,"Blastomere A"
"B1",1945,2,"Blastomere A"
"B1",1946,2,"Blastomere A"
"B1",1947,2,"Blastomere A"
"B1",1948,2,"Blastomere A"
"B1",1949,2,"Blastomere A"
"B1",1950,2,"Blastomere A"
"B1",1951,2,"Blastomere A"
"B1",1952,2,"Blastomere A"
"B1",1953,2,"Blastomere A"
"B1",1954,2,"Blastomere A"
"B1",1955,2,"Blastomere A"
"B1",1956,2,"Blastomere A"
"B1",1957,2,"Blastomere A"
"B1",1958,2,"Blastomere A"
"B1",1959,2,"Blastomere A"
"B1",1960,2,"Blastomere A"
"B1",1961,2,"Blastomere A"
"B1",1962,1,"Blastomere A"
"B1",1963,1,"Blastomere A"
"B1",1964,1,"Blastomere A"
"B1",1965,1,"Blastomere A"
"B1",1966,1,"Blastomere A"
"B1",1967,1,"Blastomere A"
"B1",1968,1,"Blastomere A"
"B1",1969,1,"Blastomere A"
"B1",1970,1,"Blastomere A"
"B2",1,15798,"Blastomere B"
"B2",2,15459,"Blastomere B"
"B2",3,11268,"Blastomere B"
"B2",4,8249,"Blastomere B"
"B2",5,7423,"Blastomere B"
"B2",6,6734,"Blastomere B"
"B2",7,6630,"Blastomere B"
"B2",8,6367,"Blastomere B"
"B2",9,5982,"Blastomere B"
"B2",10,5902,"Blastomere B"
"B2",11,4981,"Blastomere B"
"B2",12,4697,"Blastomere B"
"B2",13,4443,"Blastomere B"
"B2",14,4324,"Blastomere B"
"B2",15,4187,"Blastomere B"
"B2",16,3756,"Blastomere B"
"B2",17,3491,"Blastomere B"
"B2",18,3486,"Blastomere B"
"B2",19,3469,"Blastomere B"
"B2",20,3413,"Blastomere B"
"B2",21,3337,"Blastomere B"
"B2",22,3298,"Blastomere B"
"B2",23,3294,"Blastomere B"
"B2",24,3289,"Blastomere B"
"B2",25,3219,"Blastomere B"
"B2",26,3127,"Blastomere B"
"B2",27,3065,"Blastomere B"
"B2",28,2918,"Blastomere B"
"B2",29,2829,"Blastomere B"
"B2",30,2798,"Blastomere B"
"B2",31,2720,"Blastomere B"
"B2",32,2596,"Blastomere B"
"B2",33,2561,"Blastomere B"
"B2",34,2509,"Blastomere B"
"B2",35,2492,"Blastomere B"
"B2",36,2459,"Blastomere B"
"B2",37,2420,"Blastomere B"
"B2",38,2404,"Blastomere B"
"B2",39,2234,"Blastomere B"
"B2",40,2222,"Blastomere B"
"B2",41,2192,"Blastomere B"
"B2",42,2191,"Blastomere B"
"B2",43,2109,"Blastomere B"
"B2",44,2093,"Blastomere B"
"B2",45,2050,"Blastomere B"
"B2",46,2048,"Blastomere B"
"B2",47,2041,"Blastomere B"
"B2",48,1927,"Blastomere B"
"B2",49,1882,"Blastomere B"
"B2",50,1794,"Blastomere B"
"B2",51,1776,"Blastomere B"
"B2",52,1766,"Blastomere B"
"B2",53,1762,"Blastomere B"
"B2",54,1725,"Blastomere B"
"B2",55,1712,"Blastomere B"
"B2",56,1695,"Blastomere B"
"B2",57,1685,"Blastomere B"
"B2",58,1674,"Blastomere B"
"B2",59,1673,"Blastomere B"
"B2",60,1658,"Blastomere B"
"B2",61,1624,"Blastomere B"
"B2",62,1610,"Blastomere B"
"B2",63,1595,"Blastomere B"
"B2",64,1591,"Blastomere B"
"B2",65,1579,"Blastomere B"
"B2",66,1553,"Blastomere B"
"B2",67,1545,"Blastomere B"
"B2",68,1531,"Blastomere B"
"B2",69,1530,"Blastomere B"
"B2",70,1527,"Blastomere B"
"B2",71,1441,"Blastomere B"
"B2",72,1440,"Blastomere B"
"B2",73,1435,"Blastomere B"
"B2",74,1427,"Blastomere B"
"B2",75,1413,"Blastomere B"
"B2",76,1405,"Blastomere B"
"B2",77,1393,"Blastomere B"
"B2",78,1387,"Blastomere B"
"B2",79,1363,"Blastomere B"
"B2",80,1362,"Blastomere B"
"B2",81,1348,"Blastomere B"
"B2",82,1345,"Blastomere B"
"B2",83,1342,"Blastomere B"
"B2",84,1338,"Blastomere B"
"B2",85,1337,"Blastomere B"
"B2",86,1333,"Blastomere B"
"B2",87,1332,"Blastomere B"
"B2",88,1328,"Blastomere B"
"B2",89,1321,"Blastomere B"
"B2",90,1278,"Blastomere B"
"B2",91,1272,"Blastomere B"
"B2",92,1264,"Blastomere B"
"B2",93,1262,"Blastomere B"
"B2",94,1253,"Blastomere B"
"B2",95,1246,"Blastomere B"
"B2",96,1240,"Blastomere B"
"B2",97,1233,"Blastomere B"
"B2",98,1232,"Blastomere B"
"B2",99,1229,"Blastomere B"
"B2",100,1228,"Blastomere B"
"B2",101,1225,"Blastomere B"
"B2",102,1218,"Blastomere B"
"B2",103,1217,"Blastomere B"
"B2",104,1215,"Blastomere B"
"B2",105,1198,"Blastomere B"
"B2",106,1189,"Blastomere B"
"B2",107,1178,"Blastomere B"
"B2",108,1174,"Blastomere B"
"B2",109,1170,"Blastomere B"
"B2",110,1167,"Blastomere B"
"B2",111,1163,"Blastomere B"
"B2",112,1162,"Blastomere B"
"B2",113,1159,"Blastomere B"
"B2",114,1153,"Blastomere B"
"B2",115,1147,"Blastomere B"
"B2",116,1141,"Blastomere B"
"B2",117,1111,"Blastomere B"
"B2",118,1081,"Blastomere B"
"B2",119,1073,"Blastomere B"
"B2",120,1055,"Blastomere B"
"B2",121,1053,"Blastomere B"
"B2",122,1050,"Blastomere B"
"B2",123,1037,"Blastomere B"
"B2",124,1008,"Blastomere B"
"B2",125,1004,"Blastomere B"
"B2",126,997,"Blastomere B"
"B2",127,996,"Blastomere B"
"B2",128,989,"Blastomere B"
"B2",129,988,"Blastomere B"
"B2",130,987,"Blastomere B"
"B2",131,976,"Blastomere B"
"B2",132,972,"Blastomere B"
"B2",133,966,"Blastomere B"
"B2",134,964,"Blastomere B"
"B2",135,959,"Blastomere B"
"B2",136,953,"Blastomere B"
"B2",137,943,"Blastomere B"
"B2",138,937,"Blastomere B"
"B2",139,930,"Blastomere B"
"B2",140,921,"Blastomere B"
"B2",141,905,"Blastomere B"
"B2",142,894,"Blastomere B"
"B2",143,886,"Blastomere B"
"B2",144,882,"Blastomere B"
"B2",145,870,"Blastomere B"
"B2",146,869,"Blastomere B"
"B2",147,857,"Blastomere B"
"B2",148,851,"Blastomere B"
"B2",149,830,"Blastomere B"
"B2",150,807,"Blastomere B"
"B2",151,795,"Blastomere B"
"B2",152,789,"Blastomere B"
"B2",153,779,"Blastomere B"
"B2",154,772,"Blastomere B"
"B2",155,772,"Blastomere B"
"B2",156,771,"Blastomere B"
"B2",157,771,"Blastomere B"
"B2",158,768,"Blastomere B"
"B2",159,766,"Blastomere B"
"B2",160,764,"Blastomere B"
"B2",161,758,"Blastomere B"
"B2",162,757,"Blastomere B"
"B2",163,750,"Blastomere B"
"B2",164,746,"Blastomere B"
"B2",165,744,"Blastomere B"
"B2",166,740,"Blastomere B"
"B2",167,736,"Blastomere B"
"B2",168,736,"Blastomere B"
"B2",169,732,"Blastomere B"
"B2",170,732,"Blastomere B"
"B2",171,729,"Blastomere B"
"B2",172,728,"Blastomere B"
"B2",173,717,"Blastomere B"
"B2",174,715,"Blastomere B"
"B2",175,710,"Blastomere B"
"B2",176,703,"Blastomere B"
"B2",177,700,"Blastomere B"
"B2",178,698,"Blastomere B"
"B2",179,696,"Blastomere B"
"B2",180,694,"Blastomere B"
"B2",181,691,"Blastomere B"
"B2",182,685,"Blastomere B"
"B2",183,684,"Blastomere B"
"B2",184,683,"Blastomere B"
"B2",185,672,"Blastomere B"
"B2",186,669,"Blastomere B"
"B2",187,667,"Blastomere B"
"B2",188,667,"Blastomere B"
"B2",189,665,"Blastomere B"
"B2",190,664,"Blastomere B"
"B2",191,663,"Blastomere B"
"B2",192,662,"Blastomere B"
"B2",193,657,"Blastomere B"
"B2",194,655,"Blastomere B"
"B2",195,653,"Blastomere B"
"B2",196,651,"Blastomere B"
"B2",197,650,"Blastomere B"
"B2",198,648,"Blastomere B"
"B2",199,647,"Blastomere B"
"B2",200,644,"Blastomere B"
"B2",201,642,"Blastomere B"
"B2",202,637,"Blastomere B"
"B2",203,636,"Blastomere B"
"B2",204,636,"Blastomere B"
"B2",205,631,"Blastomere B"
"B2",206,620,"Blastomere B"
"B2",207,617,"Blastomere B"
"B2",208,617,"Blastomere B"
"B2",209,614,"Blastomere B"
"B2",210,607,"Blastomere B"
"B2",211,607,"Blastomere B"
"B2",212,600,"Blastomere B"
"B2",213,599,"Blastomere B"
"B2",214,594,"Blastomere B"
"B2",215,593,"Blastomere B"
"B2",216,590,"Blastomere B"
"B2",217,588,"Blastomere B"
"B2",218,588,"Blastomere B"
"B2",219,583,"Blastomere B"
"B2",220,581,"Blastomere B"
"B2",221,577,"Blastomere B"
"B2",222,576,"Blastomere B"
"B2",223,576,"Blastomere B"
"B2",224,570,"Blastomere B"
"B2",225,569,"Blastomere B"
"B2",226,565,"Blastomere B"
"B2",227,564,"Blastomere B"
"B2",228,556,"Blastomere B"
"B2",229,553,"Blastomere B"
"B2",230,553,"Blastomere B"
"B2",231,552,"Blastomere B"
"B2",232,551,"Blastomere B"
"B2",233,550,"Blastomere B"
"B2",234,539,"Blastomere B"
"B2",235,533,"Blastomere B"
"B2",236,532,"Blastomere B"
"B2",237,528,"Blastomere B"
"B2",238,525,"Blastomere B"
"B2",239,525,"Blastomere B"
"B2",240,524,"Blastomere B"
"B2",241,524,"Blastomere B"
"B2",242,522,"Blastomere B"
"B2",243,513,"Blastomere B"
"B2",244,510,"Blastomere B"
"B2",245,501,"Blastomere B"
"B2",246,501,"Blastomere B"
"B2",247,494,"Blastomere B"
"B2",248,493,"Blastomere B"
"B2",249,492,"Blastomere B"
"B2",250,490,"Blastomere B"
"B2",251,490,"Blastomere B"
"B2",252,487,"Blastomere B"
"B2",253,486,"Blastomere B"
"B2",254,483,"Blastomere B"
"B2",255,481,"Blastomere B"
"B2",256,480,"Blastomere B"
"B2",257,480,"Blastomere B"
"B2",258,479,"Blastomere B"
"B2",259,479,"Blastomere B"
"B2",260,477,"Blastomere B"
"B2",261,466,"Blastomere B"
"B2",262,465,"Blastomere B"
"B2",263,465,"Blastomere B"
"B2",264,464,"Blastomere B"
"B2",265,463,"Blastomere B"
"B2",266,462,"Blastomere B"
"B2",267,461,"Blastomere B"
"B2",268,461,"Blastomere B"
"B2",269,460,"Blastomere B"
"B2",270,458,"Blastomere B"
"B2",271,457,"Blastomere B"
"B2",272,456,"Blastomere B"
"B2",273,456,"Blastomere B"
"B2",274,455,"Blastomere B"
"B2",275,454,"Blastomere B"
"B2",276,453,"Blastomere B"
"B2",277,448,"Blastomere B"
"B2",278,447,"Blastomere B"
"B2",279,445,"Blastomere B"
"B2",280,444,"Blastomere B"
"B2",281,440,"Blastomere B"
"B2",282,439,"Blastomere B"
"B2",283,439,"Blastomere B"
"B2",284,432,"Blastomere B"
"B2",285,430,"Blastomere B"
"B2",286,427,"Blastomere B"
"B2",287,426,"Blastomere B"
"B2",288,424,"Blastomere B"
"B2",289,424,"Blastomere B"
"B2",290,423,"Blastomere B"
"B2",291,422,"Blastomere B"
"B2",292,419,"Blastomere B"
"B2",293,415,"Blastomere B"
"B2",294,415,"Blastomere B"
"B2",295,413,"Blastomere B"
"B2",296,413,"Blastomere B"
"B2",297,411,"Blastomere B"
"B2",298,410,"Blastomere B"
"B2",299,409,"Blastomere B"
"B2",300,406,"Blastomere B"
"B2",301,405,"Blastomere B"
"B2",302,404,"Blastomere B"
"B2",303,403,"Blastomere B"
"B2",304,403,"Blastomere B"
"B2",305,402,"Blastomere B"
"B2",306,399,"Blastomere B"
"B2",307,399,"Blastomere B"
"B2",308,394,"Blastomere B"
"B2",309,386,"Blastomere B"
"B2",310,385,"Blastomere B"
"B2",311,384,"Blastomere B"
"B2",312,383,"Blastomere B"
"B2",313,382,"Blastomere B"
"B2",314,382,"Blastomere B"
"B2",315,380,"Blastomere B"
"B2",316,380,"Blastomere B"
"B2",317,379,"Blastomere B"
"B2",318,379,"Blastomere B"
"B2",319,374,"Blastomere B"
"B2",320,373,"Blastomere B"
"B2",321,373,"Blastomere B"
"B2",322,372,"Blastomere B"
"B2",323,371,"Blastomere B"
"B2",324,371,"Blastomere B"
"B2",325,370,"Blastomere B"
"B2",326,369,"Blastomere B"
"B2",327,368,"Blastomere B"
"B2",328,368,"Blastomere B"
"B2",329,368,"Blastomere B"
"B2",330,367,"Blastomere B"
"B2",331,366,"Blastomere B"
"B2",332,366,"Blastomere B"
"B2",333,363,"Blastomere B"
"B2",334,363,"Blastomere B"
"B2",335,357,"Blastomere B"
"B2",336,356,"Blastomere B"
"B2",337,356,"Blastomere B"
"B2",338,354,"Blastomere B"
"B2",339,353,"Blastomere B"
"B2",340,352,"Blastomere B"
"B2",341,349,"Blastomere B"
"B2",342,347,"Blastomere B"
"B2",343,345,"Blastomere B"
"B2",344,344,"Blastomere B"
"B2",345,343,"Blastomere B"
"B2",346,342,"Blastomere B"
"B2",347,342,"Blastomere B"
"B2",348,338,"Blastomere B"
"B2",349,337,"Blastomere B"
"B2",350,336,"Blastomere B"
"B2",351,335,"Blastomere B"
"B2",352,335,"Blastomere B"
"B2",353,333,"Blastomere B"
"B2",354,331,"Blastomere B"
"B2",355,329,"Blastomere B"
"B2",356,326,"Blastomere B"
"B2",357,324,"Blastomere B"
"B2",358,323,"Blastomere B"
"B2",359,322,"Blastomere B"
"B2",360,321,"Blastomere B"
"B2",361,320,"Blastomere B"
"B2",362,318,"Blastomere B"
"B2",363,316,"Blastomere B"
"B2",364,315,"Blastomere B"
"B2",365,315,"Blastomere B"
"B2",366,314,"Blastomere B"
"B2",367,313,"Blastomere B"
"B2",368,312,"Blastomere B"
"B2",369,312,"Blastomere B"
"B2",370,312,"Blastomere B"
"B2",371,311,"Blastomere B"
"B2",372,309,"Blastomere B"
"B2",373,308,"Blastomere B"
"B2",374,307,"Blastomere B"
"B2",375,307,"Blastomere B"
"B2",376,306,"Blastomere B"
"B2",377,306,"Blastomere B"
"B2",378,304,"Blastomere B"
"B2",379,301,"Blastomere B"
"B2",380,300,"Blastomere B"
"B2",381,299,"Blastomere B"
"B2",382,298,"Blastomere B"
"B2",383,296,"Blastomere B"
"B2",384,295,"Blastomere B"
"B2",385,295,"Blastomere B"
"B2",386,293,"Blastomere B"
"B2",387,286,"Blastomere B"
"B2",388,285,"Blastomere B"
"B2",389,285,"Blastomere B"
"B2",390,281,"Blastomere B"
"B2",391,280,"Blastomere B"
"B2",392,278,"Blastomere B"
"B2",393,278,"Blastomere B"
"B2",394,278,"Blastomere B"
"B2",395,277,"Blastomere B"
"B2",396,277,"Blastomere B"
"B2",397,273,"Blastomere B"
"B2",398,272,"Blastomere B"
"B2",399,270,"Blastomere B"
"B2",400,270,"Blastomere B"
"B2",401,269,"Blastomere B"
"B2",402,265,"Blastomere B"
"B2",403,264,"Blastomere B"
"B2",404,263,"Blastomere B"
"B2",405,261,"Blastomere B"
"B2",406,261,"Blastomere B"
"B2",407,260,"Blastomere B"
"B2",408,260,"Blastomere B"
"B2",409,259,"Blastomere B"
"B2",410,259,"Blastomere B"
"B2",411,259,"Blastomere B"
"B2",412,259,"Blastomere B"
"B2",413,257,"Blastomere B"
"B2",414,257,"Blastomere B"
"B2",415,257,"Blastomere B"
"B2",416,255,"Blastomere B"
"B2",417,252,"Blastomere B"
