"blastomere","rank","size","blast"
"B1",808,110,"Blastomere A"
"B1",809,109,"Blastomere A"
"B1",810,109,"Blastomere A"
"B1",811,109,"Blastomere A"
"B1",812,109,"Blastomere A"
"B1",813,108,"Blastomere A"
"B1",814,108,"Blastomere A"
"B1",815,108,"Blastomere A"
"B1",816,108,"Blastomere A"
"B1",817,107,"Blastomere A"
"B1",818,107,"Blastomere A"
"B1",819,107,"Blastomere A"
"B1",820,106,"Blastomere A"
"B1",821,106,"Blastomere A"
"B1",822,106,"Blastomere A"
"B1",823,105,"Blastomere A"
"B1",824,105,"Blastomere A"
"B1",825,105,"Blastomere A"
"B1",826,105,"Blastomere A"
"B1",827,104,"Blastomere A"
"B1",828,104,"Blastomere A"
"B1",829,103,"Blastomere A"
"B1",830,102,"Blastomere A"
"B1",831,102,"Blastomere A"
"B1",832,102,"Blastomere A"
"B1",833,102,"Blastomere A"
"B1",834,102,"Blastomere A"
"B1",835,101,"Blastomere A"
"B1",836,101,"Blastomere A"
"B1",837,101,"Blastomere A"
"B1",838,101,"Blastomere A"
"B1",839,101,"Blastomere A"
"B1",840,101,"Blastomere A"
"B1",841,100,"Blastomere A"
"B1",842,100,"Blastomere A"
"B1",843,100,"Blastomere A"
"B1",844,99,"Blastomere A"
"B1",845,99,"Blastomere A"
"B1",846,99,"Blastomere A"
"B1",847,99,"Blastomere A"
"B1",848,98,"Blastomere A"
"B1",849,98,"Blastomere A"
"B1",850,98,"Blastomere A"
"B1",851,97,"Blastomere A"
"B1",852,97,"Blastomere A"
"B1",853,97,"Blastomere A"
"B1",854,97,"Blastomere A"
"B1",855,96,"Blastomere A"
"B1",856,96,"Blastomere A"
"B1",857,95,"Blastomere A"
"B1",858,95,"Blastomere A"
"B1",859,94,"Blastomere A"
"B1",860,94,"Blastomere A"
"B1",861,94,"Blastomere A"
"B1",862,94,"Blastomere A"
"B1",863,94,"Blastomere A"
"B1",864,94,"Blastomere A"
"B1",865,94,"Blastomere A"
"B1",866,94,"Blastomere A"
"B1",867,93,"Blastomere A"
"B1",868,93,"Blastomere A"
"B1",869,93,"Blastomere A"
"B1",870,93,"Blastomere A"
"B1",871,92,"Blastomere A"
"B1",872,92,"Blastomere A"
"B1",873,91,"Blastomere A"
"B1",874,91,"Blastomere A"
"B1",875,91,"Blastomere A"
"B1",876,91,"Blastomere A"
"B1",877,91,"Blastomere A"
"B1",878,90,"Blastomere A"
"B1",879,90,"Blastomere A"
"B1",880,90,"Blastomere A"
"B1",881,89,"Blastomere A"
"B1",882,89,"Blastomere A"
"B1",883,88,"Blastomere A"
"B1",884,88,"Blastomere A"
"B1",885,88,"Blastomere A"
"B1",886,88,"Blastomere A"
"B1",887,87,"Blastomere A"
"B1",888,87,"Blastomere A"
"B1",889,87,"Blastomere A"
"B1",890,87,"Blastomere A"
"B1",891,87,"Blastomere A"
"B1",892,86,"Blastomere A"
"B1",893,86,"Blastomere A"
"B1",894,86,"Blastomere A"
"B1",895,85,"Blastomere A"
"B1",896,85,"Blastomere A"
"B1",897,85,"Blastomere A"
"B1",898,84,"Blastomere A"
"B1",899,84,"Blastomere A"
"B1",900,84,"Blastomere A"
"B1",901,84,"Blastomere A"
"B1",902,84,"Blastomere A"
"B1",903,84,"Blastomere A"
"B1",904,83,"Blastomere A"
"B1",905,83,"Blastomere A"
"B1",906,83,"Blastomere A"
"B1",907,83,"Blastomere A"
"B1",908,83,"Blastomere A"
"B1",909,83,"Blastomere A"
"B1",910,82,"Blastomere A"
"B1",911,82,"Blastomere A"
"B1",912,82,"Blastomere A"
"B1",913,81,"Blastomere A"
"B1",914,81,"Blastomere A"
"B1",915,81,"Blastomere A"
"B1",916,81,"Blastomere A"
"B1",917,81,"Blastomere A"
"B1",918,81,"Blastomere A"
"B1",919,81,"Blastomere A"
"B1",920,81,"Blastomere A"
"B1",921,80,"Blastomere A"
"B1",922,80,"Blastomere A"
"B1",923,80,"Blastomere A"
"B1",924,80,"Blastomere A"
"B1",925,80,"Blastomere A"
"B1",926,79,"Blastomere A"
"B1",927,79,"Blastomere A"
"B1",928,79,"Blastomere A"
"B1",929,79,"Blastomere A"
"B1",930,79,"Blastomere A"
"B1",931,78,"Blastomere A"
"B1",932,78,"Blastomere A"
"B1",933,78,"Blastomere A"
"B1",934,78,"Blastomere A"
"B1",935,78,"Blastomere A"
"B1",936,78,"Blastomere A"
"B1",937,78,"Blastomere A"
"B1",938,77,"Blastomere A"
"B1",939,77,"Blastomere A"
"B1",940,77,"Blastomere A"
"B1",941,77,"Blastomere A"
"B1",942,77,"Blastomere A"
"B1",943,77,"Blastomere A"
"B1",944,77,"Blastomere A"
"B1",945,77,"Blastomere A"
"B1",946,77,"Blastomere A"
"B1",947,76,"Blastomere A"
"B1",948,76,"Blastomere A"
"B1",949,75,"Blastomere A"
"B1",950,75,"Blastomere A"
"B1",951,75,"Blastomere A"
"B1",952,75,"Blastomere A"
"B1",953,75,"Blastomere A"
"B1",954,74,"Blastomere A"
"B1",955,74,"Blastomere A"
"B1",956,74,"Blastomere A"
"B1",957,74,"Blastomere A"
"B1",958,74,"Blastomere A"
"B1",959,74,"Blastomere A"
"B1",960,73,"Blastomere A"
"B1",961,73,"Blastomere A"
"B1",962,73,"Blastomere A"
"B1",963,72,"Blastomere A"
"B1",964,72,"Blastomere A"
"B1",965,72,"Blastomere A"
"B1",966,72,"Blastomere A"
"B1",967,71,"Blastomere A"
"B1",968,71,"Blastomere A"
"B1",969,71,"Blastomere A"
"B1",970,71,"Blastomere A"
"B1",971,71,"Blastomere A"
"B1",972,70,"Blastomere A"
"B1",973,70,"Blastomere A"
"B1",974,70,"Blastomere A"
"B1",975,70,"Blastomere A"
"B1",976,69,"Blastomere A"
"B1",977,69,"Blastomere A"
"B1",978,69,"Blastomere A"
"B1",979,69,"Blastomere A"
"B1",980,69,"Blastomere A"
"B1",981,68,"Blastomere A"
"B1",982,68,"Blastomere A"
"B1",983,68,"Blastomere A"
"B1",984,68,"Blastomere A"
"B1",985,68,"Blastomere A"
"B1",986,68,"Blastomere A"
"B1",987,67,"Blastomere A"
"B1",988,67,"Blastomere A"
"B1",989,67,"Blastomere A"
"B1",990,67,"Blastomere A"
"B1",991,67,"Blastomere A"
"B1",992,67,"Blastomere A"
"B1",993,66,"Blastomere A"
"B1",994,66,"Blastomere A"
"B1",995,66,"Blastomere A"
"B1",996,66,"Blastomere A"
"B1",997,65,"Blastomere A"
"B1",998,65,"Blastomere A"
"B1",999,65,"Blastomere A"
"B1",1000,65,"Blastomere A"
"B1",1001,65,"Blastomere A"
"B1",1002,65,"Blastomere A"
"B1",1003,65,"Blastomere A"
"B1",1004,65,"Blastomere A"
"B1",1005,64,"Blastomere A"
"B1",1006,64,"Blastomere A"
"B1",1007,64,"Blastomere A"
"B1",1008,64,"Blastomere A"
"B1",1009,64,"Blastomere A"
"B1",1010,64,"Blastomere A"
"B1",1011,64,"Blastomere A"
"B1",1012,64,"Blastomere A"
"B1",1013,64,"Blastomere A"
"B1",1014,63,"Blastomere A"
"B1",1015,63,"Blastomere A"
"B1",1016,63,"Blastomere A"
"B1",1017,63,"Blastomere A"
"B1",1018,63,"Blastomere A"
"B1",1019,63,"Blastomere A"
"B1",1020,63,"Blastomere A"
"B1",1021,62,"Blastomere A"
"B1",1022,62,"Blastomere A"
"B1",1023,62,"Blastomere A"
"B1",1024,62,"Blastomere A"
"B1",1025,62,"Blastomere A"
"B1",1026,61,"Blastomere A"
"B1",1027,61,"Blastomere A"
"B1",1028,61,"Blastomere A"
"B1",1029,61,"Blastomere A"
"B1",1030,61,"Blastomere A"
"B1",1031,61,"Blastomere A"
"B1",1032,60,"Blastomere A"
"B1",1033,60,"Blastomere A"
"B1",1034,60,"Blastomere A"
"B1",1035,60,"Blastomere A"
"B1",1036,60,"Blastomere A"
"B1",1037,60,"Blastomere A"
"B1",1038,59,"Blastomere A"
"B1",1039,59,"Blastomere A"
"B1",1040,59,"Blastomere A"
"B1",1041,59,"Blastomere A"
"B1",1042,59,"Blastomere A"
"B1",1043,59,"Blastomere A"
"B1",1044,59,"Blastomere A"
"B1",1045,59,"Blastomere A"
"B1",1046,59,"Blastomere A"
"B1",1047,59,"Blastomere A"
"B1",1048,58,"Blastomere A"
"B1",1049,58,"Blastomere A"
"B1",1050,58,"Blastomere A"
"B1",1051,58,"Blastomere A"
"B1",1052,58,"Blastomere A"
"B1",1053,58,"Blastomere A"
"B1",1054,58,"Blastomere A"
"B1",1055,58,"Blastomere A"
"B1",1056,58,"Blastomere A"
"B1",1057,58,"Blastomere A"
"B1",1058,58,"Blastomere A"
"B1",1059,58,"Blastomere A"
"B1",1060,58,"Blastomere A"
"B1",1061,58,"Blastomere A"
"B1",1062,58,"Blastomere A"
"B1",1063,57,"Blastomere A"
"B1",1064,57,"Blastomere A"
"B1",1065,57,"Blastomere A"
"B1",1066,57,"Blastomere A"
"B1",1067,57,"Blastomere A"
"B1",1068,57,"Blastomere A"
"B1",1069,57,"Blastomere A"
"B1",1070,56,"Blastomere A"
"B1",1071,56,"Blastomere A"
"B1",1072,56,"Blastomere A"
"B1",1073,55,"Blastomere A"
"B1",1074,55,"Blastomere A"
"B1",1075,55,"Blastomere A"
"B1",1076,55,"Blastomere A"
"B1",1077,55,"Blastomere A"
"B1",1078,55,"Blastomere A"
"B1",1079,55,"Blastomere A"
"B1",1080,54,"Blastomere A"
"B1",1081,54,"Blastomere A"
"B1",1082,54,"Blastomere A"
"B1",1083,54,"Blastomere A"
"B1",1084,54,"Blastomere A"
"B1",1085,54,"Blastomere A"
"B1",1086,54,"Blastomere A"
"B1",1087,54,"Blastomere A"
"B1",1088,54,"Blastomere A"
"B1",1089,53,"Blastomere A"
"B1",1090,53,"Blastomere A"
"B1",1091,53,"Blastomere A"
"B1",1092,53,"Blastomere A"
"B1",1093,52,"Blastomere A"
"B1",1094,52,"Blastomere A"
"B1",1095,52,"Blastomere A"
"B1",1096,52,"Blastomere A"
"B1",1097,52,"Blastomere A"
"B1",1098,52,"Blastomere A"
"B1",1099,52,"Blastomere A"
"B1",1100,52,"Blastomere A"
"B1",1101,52,"Blastomere A"
"B1",1102,51,"Blastomere A"
"B1",1103,51,"Blastomere A"
"B1",1104,51,"Blastomere A"
"B1",1105,51,"Blastomere A"
"B1",1106,51,"Blastomere A"
"B1",1107,50,"Blastomere A"
"B1",1108,50,"Blastomere A"
"B1",1109,50,"Blastomere A"
"B1",1110,50,"Blastomere A"
"B1",1111,50,"Blastomere A"
"B1",1112,50,"Blastomere A"
"B1",1113,50,"Blastomere A"
"B1",1114,50,"Blastomere A"
"B1",1115,50,"Blastomere A"
"B1",1116,50,"Blastomere A"
"B1",1117,49,"Blastomere A"
"B1",1118,49,"Blastomere A"
"B1",1119,49,"Blastomere A"
"B1",1120,49,"Blastomere A"
"B1",1121,49,"Blastomere A"
"B1",1122,49,"Blastomere A"
"B1",1123,49,"Blastomere A"
"B1",1124,49,"Blastomere A"
"B1",1125,49,"Blastomere A"
"B1",1126,49,"Blastomere A"
"B1",1127,48,"Blastomere A"
"B1",1128,48,"Blastomere A"
"B1",1129,48,"Blastomere A"
"B1",1130,48,"Blastomere A"
"B1",1131,48,"Blastomere A"
"B1",1132,48,"Blastomere A"
"B1",1133,48,"Blastomere A"
"B1",1134,47,"Blastomere A"
"B1",1135,47,"Blastomere A"
"B1",1136,47,"Blastomere A"
"B1",1137,47,"Blastomere A"
"B1",1138,47,"Blastomere A"
"B1",1139,47,"Blastomere A"
"B1",1140,46,"Blastomere A"
"B1",1141,46,"Blastomere A"
"B1",1142,46,"Blastomere A"
"B1",1143,46,"Blastomere A"
"B1",1144,46,"Blastomere A"
"B1",1145,46,"Blastomere A"
"B1",1146,46,"Blastomere A"
"B1",1147,46,"Blastomere A"
"B1",1148,46,"Blastomere A"
"B1",1149,45,"Blastomere A"
"B1",1150,45,"Blastomere A"
"B1",1151,45,"Blastomere A"
"B1",1152,45,"Blastomere A"
"B1",1153,45,"Blastomere A"
"B1",1154,45,"Blastomere A"
"B1",1155,45,"Blastomere A"
"B1",1156,44,"Blastomere A"
"B1",1157,44,"Blastomere A"
"B1",1158,44,"Blastomere A"
"B1",1159,44,"Blastomere A"
"B1",1160,44,"Blastomere A"
"B1",1161,44,"Blastomere A"
"B1",1162,44,"Blastomere A"
"B1",1163,44,"Blastomere A"
"B1",1164,44,"Blastomere A"
"B1",1165,43,"Blastomere A"
"B1",1166,43,"Blastomere A"
"B1",1167,43,"Blastomere A"
"B1",1168,43,"Blastomere A"
"B1",1169,43,"Blastomere A"
"B1",1170,43,"Blastomere A"
"B1",1171,43,"Blastomere A"
"B1",1172,42,"Blastomere A"
"B1",1173,42,"Blastomere A"
"B1",1174,42,"Blastomere A"
"B1",1175,42,"Blastomere A"
"B1",1176,42,"Blastomere A"
"B1",1177,42,"Blastomere A"
"B1",1178,42,"Blastomere A"
"B1",1179,42,"Blastomere A"
"B1",1180,42,"Blastomere A"
"B1",1181,42,"Blastomere A"
"B1",1182,42,"Blastomere A"
"B1",1183,42,"Blastomere A"
"B1",1184,42,"Blastomere A"
"B1",1185,42,"Blastomere A"
"B1",1186,42,"Blastomere A"
"B1",1187,42,"Blastomere A"
"B1",1188,42,"Blastomere A"
"B1",1189,41,"Blastomere A"
"B1",1190,41,"Blastomere A"
"B1",1191,41,"Blastomere A"
"B1",1192,41,"Blastomere A"
"B1",1193,41,"Blastomere A"
"B1",1194,41,"Blastomere A"
"B1",1195,41,"Blastomere A"
"B1",1196,41,"Blastomere A"
"B1",1197,41,"Blastomere A"
"B1",1198,41,"Blastomere A"
"B1",1199,41,"Blastomere A"
"B1",1200,40,"Blastomere A"
"B1",1201,40,"Blastomere A"
"B1",1202,40,"Blastomere A"
"B1",1203,40,"Blastomere A"
"B1",1204,40,"Blastomere A"
"B1",1205,40,"Blastomere A"
"B1",1206,40,"Blastomere A"
"B1",1207,40,"Blastomere A"
"B1",1208,40,"Blastomere A"
"B1",1209,40,"Blastomere A"
"B1",1210,40,"Blastomere A"
"B1",1211,40,"Blastomere A"
"B1",1212,40,"Blastomere A"
"B1",1213,40,"Blastomere A"
"B1",1214,40,"Blastomere A"
"B1",1215,39,"Blastomere A"
"B1",1216,39,"Blastomere A"
"B1",1217,39,"Blastomere A"
"B1",1218,39,"Blastomere A"
"B1",1219,39,"Blastomere A"
"B1",1220,39,"Blastomere A"
"B1",1221,39,"Blastomere A"
"B1",1222,39,"Blastomere A"
"B1",1223,39,"Blastomere A"
"B1",1224,39,"Blastomere A"
"B1",1225,39,"Blastomere A"
"B1",1226,39,"Blastomere A"
"B1",1227,39,"Blastomere A"
"B1",1228,39,"Blastomere A"
"B1",1229,38,"Blastomere A"
"B1",1230,38,"Blastomere A"
"B1",1231,38,"Blastomere A"
"B1",1232,38,"Blastomere A"
"B1",1233,38,"Blastomere A"
"B1",1234,38,"Blastomere A"
"B1",1235,38,"Blastomere A"
"B1",1236,37,"Blastomere A"
"B1",1237,37,"Blastomere A"
"B1",1238,37,"Blastomere A"
"B1",1239,37,"Blastomere A"
"B1",1240,37,"Blastomere A"
"B1",1241,37,"Blastomere A"
"B1",1242,37,"Blastomere A"
"B1",1243,36,"Blastomere A"
"B1",1244,36,"Blastomere A"
"B1",1245,36,"Blastomere A"
"B1",1246,36,"Blastomere A"
"B1",1247,36,"Blastomere A"
"B1",1248,36,"Blastomere A"
"B1",1249,35,"Blastomere A"
"B1",1250,35,"Blastomere A"
"B1",1251,35,"Blastomere A"
"B1",1252,35,"Blastomere A"
"B1",1253,35,"Blastomere A"
"B1",1254,35,"Blastomere A"
"B1",1255,35,"Blastomere A"
"B1",1256,34,"Blastomere A"
"B1",1257,34,"Blastomere A"
"B1",1258,34,"Blastomere A"
"B1",1259,34,"Blastomere A"
"B1",1260,34,"Blastomere A"
"B1",1261,34,"Blastomere A"
"B1",1262,34,"Blastomere A"
"B1",1263,34,"Blastomere A"
"B1",1264,34,"Blastomere A"
"B1",1265,34,"Blastomere A"
"B1",1266,34,"Blastomere A"
"B1",1267,34,"Blastomere A"
"B1",1268,34,"Blastomere A"
"B1",1269,33,"Blastomere A"
"B1",1270,33,"Blastomere A"
"B1",1271,33,"Blastomere A"
"B1",1272,33,"Blastomere A"
"B1",1273,33,"Blastomere A"
"B1",1274,33,"Blastomere A"
"B1",1275,33,"Blastomere A"
"B1",1276,33,"Blastomere A"
"B1",1277,33,"Blastomere A"
"B1",1278,33,"Blastomere A"
"B1",1279,33,"Blastomere A"
"B1",1280,33,"Blastomere A"
"B1",1281,33,"Blastomere A"
"B1",1282,32,"Blastomere A"
"B1",1283,32,"Blastomere A"
"B1",1284,32,"Blastomere A"
"B1",1285,32,"Blastomere A"
"B1",1286,32,"Blastomere A"
"B1",1287,32,"Blastomere A"
"B1",1288,32,"Blastomere A"
"B1",1289,32,"Blastomere A"
"B1",1290,32,"Blastomere A"
"B1",1291,31,"Blastomere A"
"B1",1292,31,"Blastomere A"
"B1",1293,31,"Blastomere A"
"B1",1294,31,"Blastomere A"
"B1",1295,31,"Blastomere A"
"B1",1296,31,"Blastomere A"
"B1",1297,31,"Blastomere A"
"B1",1298,31,"Blastomere A"
"B1",1299,31,"Blastomere A"
"B1",1300,30,"Blastomere A"
"B1",1301,30,"Blastomere A"
"B1",1302,30,"Blastomere A"
"B1",1303,30,"Blastomere A"
"B1",1304,30,"Blastomere A"
"B1",1305,30,"Blastomere A"
"B1",1306,30,"Blastomere A"
"B1",1307,30,"Blastomere A"
"B1",1308,30,"Blastomere A"
"B1",1309,30,"Blastomere A"
"B1",1310,30,"Blastomere A"
"B1",1311,29,"Blastomere A"
"B1",1312,29,"Blastomere A"
"B1",1313,29,"Blastomere A"
"B1",1314,29,"Blastomere A"
"B1",1315,29,"Blastomere A"
"B1",1316,29,"Blastomere A"
"B1",1317,29,"Blastomere A"
"B1",1318,29,"Blastomere A"
"B1",1319,29,"Blastomere A"
"B1",1320,29,"Blastomere A"
"B1",1321,29,"Blastomere A"
"B1",1322,29,"Blastomere A"
"B1",1323,29,"Blastomere A"
"B1",1324,29,"Blastomere A"
"B1",1325,29,"Blastomere A"
"B1",1326,29,"Blastomere A"
"B1",1327,28,"Blastomere A"
"B1",1328,28,"Blastomere A"
"B1",1329,28,"Blastomere A"
"B1",1330,28,"Blastomere A"
"B1",1331,28,"Blastomere A"
"B1",1332,28,"Blastomere A"
"B1",1333,28,"Blastomere A"
"B1",1334,28,"Blastomere A"
"B1",1335,28,"Blastomere A"
"B1",1336,28,"Blastomere A"
"B1",1337,28,"Blastomere A"
"B1",1338,28,"Blastomere A"
"B1",1339,27,"Blastomere A"
"B1",1340,27,"Blastomere A"
"B1",1341,27,"Blastomere A"
"B1",1342,27,"Blastomere A"
"B1",1343,27,"Blastomere A"
"B1",1344,27,"Blastomere A"
"B1",1345,27,"Blastomere A"
"B1",1346,27,"Blastomere A"
"B1",1347,27,"Blastomere A"
"B1",1348,26,"Blastomere A"
"B1",1349,26,"Blastomere A"
"B1",1350,26,"Blastomere A"
"B1",1351,26,"Blastomere A"
"B1",1352,26,"Blastomere A"
"B1",1353,26,"Blastomere A"
"B1",1354,26,"Blastomere A"
"B1",1355,26,"Blastomere A"
"B1",1356,26,"Blastomere A"
"B1",1357,26,"Blastomere A"
"B1",1358,25,"Blastomere A"
"B1",1359,25,"Blastomere A"
"B1",1360,25,"Blastomere A"
"B1",1361,25,"Blastomere A"
"B1",1362,25,"Blastomere A"
"B1",1363,25,"Blastomere A"
"B1",1364,25,"Blastomere A"
"B1",1365,25,"Blastomere A"
"B1",1366,25,"Blastomere A"
"B1",1367,25,"Blastomere A"
"B1",1368,25,"Blastomere A"
"B1",1369,25,"Blastomere A"
"B1",1370,25,"Blastomere A"
"B1",1371,25,"Blastomere A"
"B1",1372,24,"Blastomere A"
"B1",1373,24,"Blastomere A"
"B1",1374,24,"Blastomere A"
"B1",1375,24,"Blastomere A"
"B1",1376,24,"Blastomere A"
"B1",1377,24,"Blastomere A"
"B1",1378,24,"Blastomere A"
"B1",1379,24,"Blastomere A"
"B1",1380,24,"Blastomere A"
"B1",1381,24,"Blastomere A"
"B1",1382,24,"Blastomere A"
"B1",1383,24,"Blastomere A"
"B1",1384,24,"Blastomere A"
"B1",1385,24,"Blastomere A"
"B1",1386,24,"Blastomere A"
"B1",1387,24,"Blastomere A"
"B1",1388,24,"Blastomere A"
"B1",1389,24,"Blastomere A"
"B1",1390,23,"Blastomere A"
"B1",1391,23,"Blastomere A"
"B1",1392,23,"Blastomere A"
"B1",1393,23,"Blastomere A"
"B1",1394,23,"Blastomere A"
"B1",1395,23,"Blastomere A"
"B1",1396,23,"Blastomere A"
"B1",1397,23,"Blastomere A"
"B1",1398,23,"Blastomere A"
"B1",1399,23,"Blastomere A"
"B1",1400,23,"Blastomere A"
"B1",1401,23,"Blastomere A"
"B1",1402,22,"Blastomere A"
"B1",1403,22,"Blastomere A"
"B1",1404,22,"Blastomere A"
"B1",1405,22,"Blastomere A"
"B1",1406,22,"Blastomere A"
"B1",1407,22,"Blastomere A"
"B1",1408,22,"Blastomere A"
"B1",1409,22,"Blastomere A"
"B1",1410,22,"Blastomere A"
"B1",1411,22,"Blastomere A"
"B1",1412,22,"Blastomere A"
"B1",1413,22,"Blastomere A"
"B1",1414,22,"Blastomere A"
"B1",1415,21,"Blastomere A"
"B1",1416,21,"Blastomere A"
"B1",1417,21,"Blastomere A"
"B1",1418,21,"Blastomere A"
"B1",1419,21,"Blastomere A"
"B1",1420,21,"Blastomere A"
"B1",1421,21,"Blastomere A"
"B1",1422,21,"Blastomere A"
"B1",1423,21,"Blastomere A"
"B1",1424,21,"Blastomere A"
"B1",1425,21,"Blastomere A"
"B1",1426,21,"Blastomere A"
"B1",1427,21,"Blastomere A"
"B1",1428,21,"Blastomere A"
"B1",1429,21,"Blastomere A"
"B1",1430,21,"Blastomere A"
"B1",1431,20,"Blastomere A"
"B1",1432,20,"Blastomere A"
"B1",1433,20,"Blastomere A"
"B1",1434,20,"Blastomere A"
"B1",1435,20,"Blastomere A"
"B1",1436,20,"Blastomere A"
"B1",1437,20,"Blastomere A"
"B1",1438,20,"Blastomere A"
"B1",1439,20,"Blastomere A"
"B1",1440,20,"Blastomere A"
"B1",1441,20,"Blastomere A"
"B1",1442,20,"Blastomere A"
"B1",1443,20,"Blastomere A"
"B1",1444,20,"Blastomere A"
"B1",1445,20,"Blastomere A"
"B1",1446,20,"Blastomere A"
"B1",1447,20,"Blastomere A"
"B1",1448,20,"Blastomere A"
"B1",1449,19,"Blastomere A"
"B1",1450,19,"Blastomere A"
"B1",1451,19,"Blastomere A"
"B1",1452,19,"Blastomere A"
"B1",1453,19,"Blastomere A"
"B1",1454,19,"Blastomere A"
"B1",1455,19,"Blastomere A"
"B1",1456,19,"Blastomere A"
"B1",1457,19,"Blastomere A"
"B1",1458,19,"Blastomere A"
"B1",1459,19,"Blastomere A"
"B1",1460,19,"Blastomere A"
"B1",1461,19,"Blastomere A"
"B1",1462,19,"Blastomere A"
"B1",1463,19,"Blastomere A"
"B1",1464,19,"Blastomere A"
"B1",1465,19,"Blastomere A"
"B1",1466,19,"Blastomere A"
"B1",1467,19,"Blastomere A"
"B1",1468,19,"Blastomere A"
"B1",1469,19,"Blastomere A"
"B1",1470,19,"Blastomere A"
"B1",1471,19,"Blastomere A"
"B1",1472,19,"Blastomere A"
"B1",1473,19,"Blastomere A"
"B1",1474,18,"Blastomere A"
"B1",1475,18,"Blastomere A"
"B1",1476,18,"Blastomere A"
"B1",1477,18,"Blastomere A"
"B1",1478,18,"Blastomere A"
"B1",1479,18,"Blastomere A"
"B1",1480,18,"Blastomere A"
"B1",1481,18,"Blastomere A"
"B1",1482,18,"Blastomere A"
"B1",1483,18,"Blastomere A"
"B1",1484,18,"Blastomere A"
"B1",1485,18,"Blastomere A"
"B1",1486,18,"Blastomere A"
"B1",1487,18,"Blastomere A"
"B1",1488,18,"Blastomere A"
"B1",1489,18,"Blastomere A"
"B1",1490,18,"Blastomere A"
"B1",1491,18,"Blastomere A"
"B1",1492,18,"Blastomere A"
"B1",1493,18,"Blastomere A"
"B1",1494,18,"Blastomere A"
"B1",1495,18,"Blastomere A"
"B1",1496,18,"Blastomere A"
"B1",1497,18,"Blastomere A"
"B1",1498,18,"Blastomere A"
"B1",1499,18,"Blastomere A"
"B1",1500,18,"Blastomere A"
"B1",1501,18,"Blastomere A"
"B1",1502,17,"Blastomere A"
"B1",1503,17,"Blastomere A"
"B1",1504,17,"Blastomere A"
"B1",1505,17,"Blastomere A"
"B1",1506,17,"Blastomere A"
"B1",1507,17,"Blastomere A"
"B1",1508,17,"Blastomere A"
"B1",1509,17,"Blastomere A"
"B1",1510,17,"Blastomere A"
"B1",1511,17,"Blastomere A"
"B1",1512,17,"Blastomere A"
"B1",1513,17,"Blastomere A"
"B1",1514,17,"Blastomere A"
"B1",1515,17,"Blastomere A"
"B1",1516,17,"Blastomere A"
"B1",1517,17,"Blastomere A"
"B1",1518,17,"Blastomere A"
"B1",1519,17,"Blastomere A"
"B1",1520,16,"Blastomere A"
"B1",1521,16,"Blastomere A"
"B1",1522,16,"Blastomere A"
"B1",1523,16,"Blastomere A"
"B1",1524,16,"Blastomere A"
"B1",1525,16,"Blastomere A"
"B1",1526,16,"Blastomere A"
"B1",1527,16,"Blastomere A"
"B1",1528,16,"Blastomere A"
"B1",1529,16,"Blastomere A"
"B1",1530,16,"Blastomere A"
"B1",1531,16,"Blastomere A"
"B1",1532,16,"Blastomere A"
"B1",1533,16,"Blastomere A"
"B1",1534,16,"Blastomere A"
"B1",1535,16,"Blastomere A"
"B1",1536,16,"Blastomere A"
"B1",1537,16,"Blastomere A"
"B1",1538,16,"Blastomere A"
"B1",1539,16,"Blastomere A"
"B1",1540,16,"Blastomere A"
"B1",1541,16,"Blastomere A"
"B1",1542,16,"Blastomere A"
"B1",1543,16,"Blastomere A"
"B1",1544,16,"Blastomere A"
"B1",1545,16,"Blastomere A"
"B1",1546,15,"Blastomere A"
"B1",1547,15,"Blastomere A"
"B1",1548,15,"Blastomere A"
"B1",1549,15,"Blastomere A"
"B1",1550,15,"Blastomere A"
"B1",1551,15,"Blastomere A"
"B1",1552,15,"Blastomere A"
"B1",1553,15,"Blastomere A"
"B1",1554,15,"Blastomere A"
"B1",1555,15,"Blastomere A"
"B1",1556,15,"Blastomere A"
"B1",1557,15,"Blastomere A"
"B1",1558,15,"Blastomere A"
"B1",1559,15,"Blastomere A"
"B1",1560,15,"Blastomere A"
"B1",1561,15,"Blastomere A"
"B1",1562,15,"Blastomere A"
"B1",1563,15,"Blastomere A"
"B1",1564,15,"Blastomere A"
"B1",1565,15,"Blastomere A"
"B1",1566,15,"Blastomere A"
"B1",1567,15,"Blastomere A"
"B1",1568,15,"Blastomere A"
"B1",1569,15,"Blastomere A"
"B1",1570,15,"Blastomere A"
"B1",1571,15,"Blastomere A"
"B1",1572,15,"Blastomere A"
"B1",1573,14,"Blastomere A"
"B1",1574,14,"Blastomere A"
"B1",1575,14,"Blastomere A"
"B1",1576,14,"Blastomere A"
"B1",1577,14,"Blastomere A"
"B1",1578,14,"Blastomere A"
"B1",1579,14,"Blastomere A"
"B1",1580,14,"Blastomere A"
"B1",1581,14,"Blastomere A"
"B1",1582,14,"Blastomere A"
"B1",1583,14,"Blastomere A"
"B1",1584,14,"Blastomere A"
"B1",1585,14,"Blastomere A"
"B1",1586,14,"Blastomere A"
"B1",1587,14,"Blastomere A"
"B1",1588,14,"Blastomere A"
"B1",1589,14,"Blastomere A"
"B1",1590,14,"Blastomere A"
"B1",1591,14,"Blastomere A"
"B1",1592,14,"Blastomere A"
"B1",1593,14,"Blastomere A"
"B1",1594,14,"Blastomere A"
