"founder","celltype","log2fc","n_cells","type_n","founder_n","blast"
"f1601","Eye_and_other",NA,1,5144,320,"B2"
"f1602","Eye_and_other",1.95642665371055,52,5144,3337,"B2"
"f1603","Eye_and_other",NA,0,5144,206,"B1"
"f1604","Eye_and_other",NA,1,5144,368,"B2"
"f1605","Eye_and_other",0.636756316468658,11,5144,1762,"B2"
"f1606","Eye_and_other",NA,6,5144,4293,"B1"
"f1607","Eye_and_other",NA,0,5144,1674,"B2"
"f1608","Eye_and_other",NA,1,5144,2230,"B1"
"f1609","Eye_and_other",1.03177711607984,27,5144,3289,"B2"
"f1610","Eye_and_other",NA,2,5144,1712,"B2"
"f1611","Eye_and_other",NA,2,5144,157,"B1"
"f1612","Eye_and_other",NA,3,5144,93,"B2"
"f1613","Eye_and_other",1.27732832307009,12,5144,1233,"B2"
"f1614","Eye_and_other",NA,0,5144,88,"B2"
"f1615","Eye_and_other",1.67270286263971,25,5144,1953,"B1"
"f1616","Eye_and_other",NA,4,5144,353,"B2"
"f1617","Eye_and_other",NA,0,5144,589,"B1"
"f1618","Eye_and_other",NA,0,5144,2772,"B1"
"f1619","Eye_and_other",NA,2,5144,3294,"B2"
"f1620","Eye_and_other",NA,0,5144,124,"B2"
"f1621","Eye_and_other",NA,1,5144,4187,"B2"
"f1622","Eye_and_other",NA,0,5144,198,"B2"
"f1623","Eye_and_other",NA,2,5144,833,"B1"
"f1624","Eye_and_other",NA,7,5144,88,"B1"
"f1625","Eye_and_other",NA,9,5144,4324,"B2"
"f1626","Eye_and_other",NA,2,5144,5902,"B2"
"f1627","Eye_and_other",NA,0,5144,163,"B1"
"f1628","Eye_and_other",NA,1,5144,2829,"B2"
"f1629","Eye_and_other",1.18190585299551,58,5144,6367,"B2"
"f1630","Eye_and_other",NA,1,5144,2642,"B1"
"f1631","Eye_and_other",NA,0,5144,118,"B2"
"f1632","Eye_and_other",NA,0,5144,456,"B2"
"f1633","Eye_and_other",NA,5,5144,1554,"B1"
"f1634","Eye_and_other",NA,1,5144,2063,"B1"
"f1635","Eye_and_other",NA,0,5144,3211,"B1"
"f1636","Eye_and_other",NA,1,5144,700,"B2"
"f1637","Eye_and_other",0.963400110280783,11,5144,1405,"B2"
"f1638","Eye_and_other",NA,0,5144,943,"B2"
"f1639","Eye_and_other",NA,0,5144,202,"B1"
"f1640","Eye_and_other",NA,1,5144,972,"B2"
"f1641","Eye_and_other",NA,0,5144,398,"B1"
"f1642","Eye_and_other",NA,8,5144,6630,"B2"
"f1643","Eye_and_other",NA,0,5144,648,"B2"
"f1644","Eye_and_other",NA,0,5144,353,"B1"
"f1645","Eye_and_other",NA,0,5144,141,"B1"
"f1646","Eye_and_other",NA,0,5144,145,"B2"
"f1647","Eye_and_other",NA,0,5144,755,"B1"
"f1648","Eye_and_other",NA,1,5144,1115,"B1"
"f1649","Eye_and_other",NA,2,5144,1008,"B1"
"f1650","Eye_and_other",NA,1,5144,205,"B2"
"f1651","Eye_and_other",-1.58676935872209,39,5144,29176,"B1"
"f1652","Eye_and_other",NA,1,5144,448,"B2"
"f1653","Eye_and_other",NA,0,5144,41,"B2"
"f1654","Eye_and_other",NA,0,5144,82,"B2"
"f1655","Eye_and_other",NA,0,5144,39,"B2"
"f1656","Eye_and_other",NA,0,5144,61,"B2"
"f1657","Eye_and_other",NA,0,5144,17,"B2"
"f1658","Eye_and_other",NA,0,5144,20,"B2"
"f1659","Eye_and_other",NA,0,5144,90,"B1"
"f1660","Eye_and_other",NA,0,5144,77,"B1"
"f1661","Eye_and_other",NA,0,5144,15,"B1"
"f1662","Eye_and_other",NA,0,5144,89,"B2"
"f1663","Eye_and_other",NA,0,5144,39,"B1"
"f1664","Eye_and_other",NA,0,5144,41,"B2"
"f1665","Eye_and_other",NA,0,5144,150,"B1"
"f1666","Eye_and_other",NA,0,5144,110,"B2"
"f1667","Eye_and_other",NA,0,5144,16,"B1"
"f1668","Eye_and_other",NA,0,5144,116,"B1"
"f1669","Eye_and_other",NA,0,5144,59,"B1"
"f1670","Eye_and_other",NA,0,5144,118,"B1"
"f1671","Eye_and_other",NA,0,5144,40,"B1"
"f1672","Eye_and_other",NA,0,5144,18,"B1"
"f1673","Eye_and_other",NA,0,5144,21,"B1"
"f1674","Eye_and_other",NA,0,5144,144,"B2"
"f1675","Eye_and_other",NA,0,5144,81,"B1"
"f1676","Eye_and_other",NA,0,5144,33,"B1"
"f1677","Eye_and_other",NA,0,5144,19,"B2"
"f1678","Eye_and_other",NA,0,5144,29,"B1"
"f1679","Eye_and_other",NA,0,5144,20,"B1"
"f1680","Eye_and_other",NA,0,5144,130,"B2"
"f1681","Eye_and_other",NA,0,5144,71,"B2"
"f1682","Eye_and_other",NA,0,5144,44,"B2"
"f1683","Eye_and_other",NA,0,5144,127,"B1"
"f1684","Eye_and_other",NA,0,5144,34,"B2"
"f1685","Eye_and_other",NA,0,5144,53,"B2"
"f1686","Eye_and_other",NA,0,5144,74,"B2"
"f1687","Eye_and_other",NA,1,5144,23,"B1"
"f1688","Eye_and_other",NA,0,5144,20,"B2"
"f1689","Eye_and_other",NA,0,5144,26,"B1"
"f1690","Eye_and_other",NA,0,5144,28,"B2"
"f1691","Eye_and_other",NA,0,5144,75,"B1"
"f1692","Eye_and_other",NA,0,5144,30,"B2"
"f1693","Eye_and_other",NA,0,5144,19,"B1"
"f1694","Eye_and_other",NA,0,5144,42,"B1"
"f1695","Eye_and_other",NA,0,5144,33,"B2"
"f1696","Eye_and_other",NA,0,5144,53,"B2"
"f1697","Eye_and_other",NA,0,5144,20,"B1"
"f1698","Eye_and_other",NA,0,5144,62,"B1"
"f1699","Eye_and_other",NA,0,5144,62,"B1"
"f1700","Eye_and_other",NA,3,5144,145,"B2"
"f1701","Eye_and_other",NA,0,5144,94,"B1"
"f1702","Eye_and_other",NA,0,5144,146,"B1"
"f1703","Eye_and_other",NA,0,5144,31,"B2"
"f1704","Eye_and_other",NA,0,5144,45,"B2"
"f1705","Eye_and_other",NA,0,5144,124,"B1"
"f1706","Eye_and_other",NA,0,5144,192,"B2"
"f1707","Eye_and_other",NA,1,5144,83,"B1"
"f1708","Eye_and_other",NA,0,5144,113,"B2"
"f1709","Eye_and_other",NA,0,5144,303,"B1"
"f1710","Eye_and_other",NA,0,5144,363,"B1"
"f1711","Eye_and_other",NA,0,5144,24,"B2"
"f1712","Eye_and_other",NA,0,5144,113,"B1"
"f1713","Eye_and_other",NA,0,5144,65,"B1"
"f1714","Eye_and_other",NA,0,5144,29,"B2"
"f1715","Eye_and_other",NA,1,5144,220,"B2"
"f1716","Eye_and_other",NA,0,5144,338,"B2"
"f1717","Eye_and_other",NA,0,5144,75,"B1"
"f1718","Eye_and_other",NA,0,5144,102,"B1"
"f1719","Eye_and_other",NA,0,5144,64,"B2"
"f1720","Eye_and_other",NA,0,5144,39,"B1"
"f1721","Eye_and_other",NA,0,5144,345,"B1"
"f1722","Eye_and_other",NA,0,5144,32,"B1"
"f1723","Eye_and_other",NA,0,5144,63,"B1"
"f1724","Eye_and_other",NA,0,5144,85,"B2"
"f1725","Eye_and_other",NA,0,5144,237,"B1"
"f1726","Eye_and_other",NA,0,5144,106,"B1"
"f1727","Eye_and_other",NA,0,5144,174,"B1"
"f1728","Eye_and_other",NA,0,5144,174,"B2"
"f1729","Eye_and_other",NA,0,5144,45,"B1"
"f1730","Eye_and_other",NA,0,5144,155,"B2"
"f1731","Eye_and_other",NA,0,5144,51,"B2"
"f1732","Eye_and_other",NA,0,5144,34,"B1"
"f1733","Eye_and_other",NA,0,5144,43,"B2"
"f1734","Eye_and_other",NA,0,5144,114,"B1"
"f1735","Eye_and_other",NA,0,5144,291,"B1"
"f1736","Eye_and_other",NA,0,5144,56,"B2"
"f1737","Eye_and_other",NA,0,5144,237,"B2"
"f1738","Eye_and_other",NA,0,5144,278,"B2"
"f1739","Eye_and_other",NA,0,5144,60,"B1"
"f1740","Eye_and_other",NA,0,5144,30,"B2"
"f1741","Eye_and_other",NA,1,5144,66,"B2"
"f1742","Eye_and_other",NA,0,5144,60,"B2"
"f1743","Eye_and_other",NA,1,5144,63,"B2"
"f1744","Eye_and_other",NA,0,5144,46,"B2"
"f1745","Eye_and_other",NA,0,5144,44,"B2"
"f1746","Eye_and_other",NA,0,5144,38,"B2"
"f1747","Eye_and_other",NA,0,5144,61,"B1"
"f1748","Eye_and_other",NA,0,5144,45,"B1"
"f1749","Eye_and_other",NA,0,5144,58,"B1"
"f1750","Eye_and_other",NA,0,5144,150,"B1"
"f1751","Eye_and_other",NA,0,5144,265,"B2"
"f1752","Eye_and_other",NA,0,5144,270,"B2"
"f1753","Eye_and_other",NA,0,5144,219,"B1"
"f1754","Eye_and_other",NA,0,5144,62,"B2"
"f1755","Eye_and_other",NA,0,5144,35,"B1"
"f1756","Eye_and_other",NA,0,5144,583,"B1"
"f1757","Eye_and_other",NA,0,5144,577,"B2"
"f1758","Eye_and_other",NA,0,5144,363,"B1"
"f1759","Eye_and_other",NA,0,5144,113,"B1"
"f1760","Eye_and_other",NA,0,5144,99,"B1"
"f1761","Eye_and_other",NA,0,5144,55,"B1"
"f1762","Eye_and_other",NA,0,5144,70,"B2"
"f1763","Eye_and_other",NA,0,5144,210,"B1"
"f1764","Eye_and_other",NA,0,5144,538,"B1"
"f1765","Eye_and_other",NA,0,5144,71,"B1"
"f1766","Eye_and_other",NA,0,5144,685,"B1"
"f1767","Eye_and_other",NA,0,5144,38,"B2"
"f1768","Eye_and_other",NA,1,5144,171,"B1"
"f1769","Eye_and_other",NA,0,5144,54,"B1"
"f1770","Eye_and_other",NA,0,5144,661,"B1"
"f1771","Eye_and_other",NA,0,5144,317,"B1"
"f1772","Eye_and_other",NA,0,5144,458,"B2"
"f1773","Eye_and_other",NA,0,5144,116,"B2"
"f1774","Eye_and_other",NA,0,5144,209,"B2"
"f1775","Eye_and_other",NA,0,5144,255,"B1"
"f1776","Eye_and_other",NA,0,5144,41,"B1"
"f1777","Eye_and_other",NA,0,5144,232,"B1"
"f1778","Eye_and_other",NA,0,5144,42,"B1"
"f1779","Eye_and_other",NA,0,5144,55,"B2"
"f1780","Eye_and_other",NA,1,5144,493,"B2"
"f1781","Eye_and_other",NA,0,5144,206,"B2"
"f1782","Eye_and_other",NA,0,5144,318,"B2"
"f1783","Eye_and_other",NA,0,5144,43,"B2"
"f1784","Eye_and_other",NA,0,5144,43,"B1"
"f1785","Eye_and_other",NA,0,5144,151,"B2"
"f1786","Eye_and_other",NA,1,5144,105,"B1"
"f1787","Eye_and_other",NA,0,5144,207,"B1"
"f1788","Eye_and_other",NA,0,5144,444,"B2"
"f1789","Eye_and_other",NA,0,5144,144,"B2"
"f1790","Eye_and_other",NA,0,5144,182,"B2"
"f1791","Eye_and_other",NA,0,5144,82,"B2"
"f1792","Eye_and_other",NA,0,5144,151,"B1"
"f1793","Eye_and_other",NA,0,5144,69,"B1"
"f1794","Eye_and_other",NA,0,5144,111,"B1"
"f1795","Eye_and_other",NA,0,5144,51,"B2"
"f1796","Eye_and_other",NA,2,5144,996,"B2"
"f1797","Eye_and_other",NA,0,5144,94,"B1"
"f1798","Eye_and_other",NA,0,5144,66,"B1"
"f1799","Eye_and_other",NA,0,5144,66,"B2"
"f1800","Eye_and_other",NA,0,5144,161,"B2"
"f1801","Eye_and_other",NA,1,5144,304,"B2"
"f1802","Eye_and_other",NA,0,5144,277,"B2"
"f1803","Eye_and_other",NA,0,5144,120,"B2"
"f1804","Eye_and_other",1.90070805045455,10,5144,667,"B2"
"f1805","Eye_and_other",NA,0,5144,426,"B1"
"f1806","Eye_and_other",NA,0,5144,112,"B2"
"f1807","Eye_and_other",NA,0,5144,430,"B2"
"f1808","Eye_and_other",NA,0,5144,74,"B1"
"f1809","Eye_and_other",NA,0,5144,60,"B1"
"f1810","Eye_and_other",NA,1,5144,1332,"B2"
"f1811","Eye_and_other",NA,1,5144,302,"B1"
"f1812","Eye_and_other",NA,0,5144,101,"B2"
"f1813","Eye_and_other",NA,0,5144,379,"B2"
"f1814","Eye_and_other",NA,0,5144,61,"B1"
"f1815","Eye_and_other",NA,0,5144,97,"B1"
"f1816","Eye_and_other",NA,0,5144,123,"B2"
"f1817","Eye_and_other",NA,0,5144,77,"B1"
"f1818","Eye_and_other",NA,0,5144,72,"B1"
"f1819","Eye_and_other",NA,0,5144,78,"B1"
"f1820","Eye_and_other",NA,0,5144,243,"B2"
"f1821","Eye_and_other",NA,0,5144,85,"B2"
"f1822","Eye_and_other",NA,1,5144,204,"B1"
"f1823","Eye_and_other",NA,1,5144,135,"B2"
"f1824","Eye_and_other",NA,0,5144,109,"B2"
"f1825","Eye_and_other",NA,0,5144,223,"B1"
"f1826","Eye_and_other",NA,0,5144,466,"B2"
"f1827","Eye_and_other",NA,0,5144,208,"B1"
"f1828","Eye_and_other",NA,6,5144,424,"B2"
"f1829","Eye_and_other",NA,0,5144,413,"B1"
"f1830","Eye_and_other",NA,0,5144,59,"B2"
"f1831","Eye_and_other",NA,0,5144,120,"B2"
"f1832","Eye_and_other",NA,5,5144,168,"B2"
"f1833","Eye_and_other",NA,1,5144,242,"B1"
"f1834","Eye_and_other",NA,6,5144,406,"B2"
"f1835","Eye_and_other",NA,0,5144,200,"B1"
"f1836","Eye_and_other",NA,0,5144,362,"B1"
"f1837","Eye_and_other",NA,0,5144,135,"B1"
"f1838","Eye_and_other",NA,1,5144,498,"B1"
"f1839","Eye_and_other",NA,0,5144,535,"B1"
"f1840","Eye_and_other",NA,2,5144,789,"B2"
"f1841","Eye_and_other",NA,0,5144,257,"B2"
"f1842","Eye_and_other",NA,0,5144,1774,"B1"
"f1843","Eye_and_other",NA,0,5144,95,"B2"
"f1844","Eye_and_other",NA,0,5144,1153,"B2"
"f1845","Eye_and_other",NA,0,5144,178,"B2"
"f1846","Eye_and_other",NA,0,5144,140,"B2"
"f1847","Eye_and_other",NA,0,5144,211,"B2"
"f1848","Eye_and_other",NA,0,5144,269,"B1"
"f1849","Eye_and_other",NA,0,5144,975,"B1"
"f1850","Eye_and_other",NA,0,5144,180,"B2"
"f1851","Eye_and_other",NA,0,5144,156,"B2"
"f1852","Eye_and_other",NA,0,5144,85,"B2"
"f1853","Eye_and_other",NA,0,5144,606,"B1"
"f1854","Eye_and_other",NA,0,5144,703,"B2"
"f1855","Eye_and_other",NA,0,5144,67,"B1"
"f1856","Eye_and_other",NA,0,5144,114,"B1"
"f1857","Eye_and_other",NA,0,5144,82,"B2"
"f1858","Eye_and_other",NA,1,5144,240,"B2"
"f1859","Eye_and_other",NA,0,5144,373,"B2"
"f1860","Eye_and_other",NA,0,5144,97,"B1"
"f1861","Eye_and_other",NA,0,5144,202,"B1"
"f1862","Eye_and_other",NA,0,5144,105,"B1"
"f1863","Eye_and_other",NA,0,5144,261,"B2"
"f1864","Eye_and_other",NA,0,5144,170,"B1"
"f1865","Eye_and_other",NA,0,5144,164,"B1"
"f1866","Eye_and_other",NA,0,5144,194,"B2"
"f1867","Eye_and_other",NA,0,5144,116,"B2"
"f1868","Eye_and_other",NA,0,5144,109,"B2"
"f1869","Eye_and_other",NA,0,5144,368,"B2"
"f1870","Eye_and_other",NA,0,5144,177,"B1"
"f1871","Eye_and_other",NA,1,5144,148,"B1"
"f1872","Eye_and_other",NA,0,5144,335,"B1"
"f1873","Eye_and_other",NA,0,5144,183,"B1"
"f1874","Eye_and_other",NA,0,5144,1254,"B1"
"f1875","Eye_and_other",NA,0,5144,116,"B1"
"f1876","Eye_and_other",NA,0,5144,109,"B1"
"f1877","Eye_and_other",NA,0,5144,109,"B2"
"f1878","Eye_and_other",NA,0,5144,316,"B1"
"f1879","Eye_and_other",NA,0,5144,303,"B1"
"f1880","Eye_and_other",NA,0,5144,105,"B1"
"f1881","Eye_and_other",NA,0,5144,81,"B1"
"f1882","Eye_and_other",NA,1,5144,1087,"B1"
"f1883","Eye_and_other",NA,0,5144,138,"B2"
"f1884","Eye_and_other",NA,1,5144,1348,"B2"
"f1885","Eye_and_other",NA,6,5144,262,"B1"
"f1886","Eye_and_other",NA,0,5144,115,"B1"
"f1887","Eye_and_other",NA,0,5144,304,"B1"
"f1888","Eye_and_other",NA,0,5144,481,"B1"
"f1889","Eye_and_other",NA,0,5144,153,"B2"
"f1890","Eye_and_other",NA,0,5144,198,"B2"
"f1891","Eye_and_other",NA,1,5144,796,"B1"
"f1892","Eye_and_other",NA,0,5144,269,"B2"
"f1893","Eye_and_other",NA,0,5144,254,"B1"
"f1894","Eye_and_other",NA,0,5144,556,"B1"
"f1895","Eye_and_other",NA,0,5144,164,"B1"
"f1896","Eye_and_other",NA,0,5144,426,"B1"
"f1897","Eye_and_other",NA,0,5144,315,"B2"
"f1898","Eye_and_other",NA,0,5144,445,"B2"
"f1899","Eye_and_other",NA,0,5144,215,"B2"
"f1900","Eye_and_other",NA,0,5144,115,"B2"
"f1901","Eye_and_other",NA,0,5144,125,"B1"
"f1902","Eye_and_other",NA,0,5144,154,"B1"
"f1903","Eye_and_other",NA,0,5144,395,"B1"
"f1904","Eye_and_other",NA,0,5144,135,"B1"
"f1905","Eye_and_other",NA,4,5144,1858,"B1"
"f1906","Eye_and_other",NA,0,5144,155,"B1"
"f1907","Eye_and_other",NA,2,5144,138,"B1"
"f1908","Eye_and_other",NA,3,5144,1008,"B2"
"f1909","Eye_and_other",NA,0,5144,174,"B1"
"f1910","Eye_and_other",NA,2,5144,758,"B2"
"f1911","Eye_and_other",NA,0,5144,154,"B1"
"f1912","Eye_and_other",NA,0,5144,1272,"B2"
"f1913","Eye_and_other",NA,0,5144,197,"B2"
"f1914","Eye_and_other",NA,0,5144,242,"B1"
"f1915","Eye_and_other",NA,0,5144,107,"B2"
"f1916","Eye_and_other",NA,0,5144,196,"B2"
"f1917","Eye_and_other",NA,4,5144,2286,"B1"
"f1918","Eye_and_other",NA,0,5144,602,"B1"
"f1919","Eye_and_other",NA,0,5144,997,"B1"
"f1920","Eye_and_other",NA,0,5144,189,"B1"
"f1921","Eye_and_other",NA,0,5144,561,"B1"
"f1922","Eye_and_other",NA,1,5144,326,"B2"
"f1923","Eye_and_other",NA,0,5144,149,"B1"
"f1924","Eye_and_other",NA,0,5144,207,"B2"
"f1925","Eye_and_other",NA,0,5144,541,"B1"
"f1926","Eye_and_other",NA,1,5144,127,"B1"
"f1927","Eye_and_other",NA,0,5144,175,"B2"
"f1928","Eye_and_other",NA,1,5144,164,"B1"
"f1929","Eye_and_other",NA,0,5144,188,"B2"
"f1930","Eye_and_other",NA,0,5144,155,"B2"
"f1931","Eye_and_other",NA,0,5144,173,"B1"
"f1932","Eye_and_other",NA,2,5144,642,"B2"
"f1933","Eye_and_other",NA,0,5144,254,"B1"
"f1934","Eye_and_other",NA,0,5144,570,"B2"
"f1935","Eye_and_other",NA,0,5144,329,"B2"
"f1936","Eye_and_other",NA,2,5144,1827,"B1"
"f1937","Eye_and_other",NA,0,5144,150,"B1"
"f1938","Eye_and_other",NA,0,5144,226,"B2"
"f1939","Eye_and_other",NA,0,5144,218,"B1"
"f1940","Eye_and_other",NA,0,5144,750,"B2"
"f1941","Eye_and_other",NA,0,5144,221,"B2"
"f1942","Eye_and_other",NA,1,5144,196,"B2"
"f1943","Eye_and_other",NA,0,5144,382,"B2"
"f1944","Eye_and_other",NA,0,5144,244,"B2"
"f1945","Eye_and_other",-0.151998118114474,11,5144,3044,"B1"
"f1946","Eye_and_other",NA,0,5144,12,"B2"
"f1947","Eye_and_other",NA,0,5144,11,"B1"
"f1948","Eye_and_other",NA,0,5144,19,"B2"
"f1949","Eye_and_other",NA,0,5144,18,"B2"
"f1950","Eye_and_other",NA,0,5144,13,"B2"
"f1951","Eye_and_other",NA,0,5144,13,"B2"
"f1952","Eye_and_other",NA,0,5144,12,"B2"
"f1953","Eye_and_other",NA,0,5144,12,"B2"
"f1954","Eye_and_other",NA,0,5144,23,"B2"
"f1955","Eye_and_other",NA,0,5144,28,"B1"
"f1956","Eye_and_other",NA,0,5144,23,"B2"
"f1957","Eye_and_other",NA,0,5144,156,"B1"
"f1958","Eye_and_other",NA,0,5144,21,"B1"
"f1959","Eye_and_other",NA,0,5144,21,"B1"
"f1960","Eye_and_other",NA,0,5144,20,"B2"
"f1961","Eye_and_other",NA,0,5144,13,"B2"
"f1962","Eye_and_other",NA,0,5144,19,"B1"
"f1963","Eye_and_other",NA,0,5144,18,"B2"
"f1964","Eye_and_other",NA,0,5144,161,"B1"
"f1965","Eye_and_other",NA,0,5144,63,"B1"
"f1966","Eye_and_other",NA,0,5144,25,"B1"
"f1967","Eye_and_other",NA,0,5144,47,"B2"
"f1968","Eye_and_other",NA,0,5144,54,"B1"
"f1969","Eye_and_other",NA,0,5144,21,"B2"
"f1970","Eye_and_other",NA,0,5144,67,"B1"
"f1971","Eye_and_other",NA,0,5144,125,"B2"
"f1972","Eye_and_other",NA,0,5144,35,"B1"
"f1973","Eye_and_other",NA,0,5144,42,"B1"
"f1974","Eye_and_other",NA,3,5144,49,"B1"
"f1975","Eye_and_other",NA,0,5144,57,"B1"
"f1976","Eye_and_other",NA,0,5144,14,"B2"
"f1977","Eye_and_other",NA,0,5144,117,"B1"
"f1978","Eye_and_other",NA,0,5144,53,"B2"
"f1979","Eye_and_other",NA,0,5144,201,"B1"
"f1980","Eye_and_other",NA,0,5144,141,"B2"
"f1981","Eye_and_other",NA,0,5144,33,"B1"
"f1982","Eye_and_other",NA,0,5144,21,"B2"
"f1983","Eye_and_other",NA,0,5144,215,"B1"
"f1984","Eye_and_other",NA,0,5144,33,"B2"
"f1985","Eye_and_other",NA,0,5144,78,"B1"
"f1986","Eye_and_other",NA,0,5144,20,"B1"
"f1987","Eye_and_other",NA,0,5144,131,"B1"
"f1988","Eye_and_other",NA,0,5144,24,"B1"
"f1989","Eye_and_other",NA,0,5144,19,"B1"
"f1990","Eye_and_other",NA,0,5144,18,"B1"
"f1991","Eye_and_other",NA,0,5144,60,"B2"
"f1992","Eye_and_other",NA,0,5144,59,"B1"
"f1993","Eye_and_other",NA,0,5144,76,"B2"
"f1994","Eye_and_other",NA,0,5144,42,"B2"
"f1995","Eye_and_other",NA,0,5144,22,"B1"
"f1996","Eye_and_other",NA,0,5144,207,"B1"
"f1997","Eye_and_other",NA,0,5144,44,"B1"
"f1998","Eye_and_other",NA,0,5144,54,"B2"
"f1999","Eye_and_other",NA,0,5144,29,"B2"
"f2000","Eye_and_other",NA,0,5144,50,"B2"
"f2001","Eye_and_other",NA,0,5144,25,"B1"
"f2002","Eye_and_other",NA,3,5144,799,"B1"
"f2003","Eye_and_other",NA,3,5144,426,"B1"
"f2004","Eye_and_other",NA,0,5144,31,"B1"
"f2005","Eye_and_other",NA,0,5144,52,"B2"
"f2006","Eye_and_other",NA,0,5144,32,"B2"
"f2007","Eye_and_other",NA,0,5144,70,"B2"
"f2008","Eye_and_other",NA,0,5144,79,"B1"
"f2009","Eye_and_other",NA,0,5144,40,"B1"
"f2010","Eye_and_other",NA,0,5144,57,"B1"
"f2011","Eye_and_other",NA,0,5144,187,"B1"
"f2012","Eye_and_other",NA,0,5144,67,"B2"
"f2013","Eye_and_other",NA,0,5144,195,"B1"
"f2014","Eye_and_other",NA,0,5144,523,"B1"
"f2015","Eye_and_other",NA,0,5144,46,"B1"
"f2016","Eye_and_other",NA,0,5144,224,"B2"
"f2017","Eye_and_other",NA,0,5144,196,"B2"
"f2018","Eye_and_other",NA,0,5144,556,"B2"
"f2019","Eye_and_other",NA,0,5144,42,"B1"
"f2020","Eye_and_other",NA,0,5144,65,"B1"
"f2021","Eye_and_other",NA,1,5144,63,"B1"
"f2022","Eye_and_other",NA,0,5144,40,"B1"
"f2023","Eye_and_other",NA,0,5144,116,"B1"
"f2024","Eye_and_other",NA,0,5144,158,"B1"
"f2025","Eye_and_other",NA,1,5144,71,"B2"
"f2026","Eye_and_other",NA,0,5144,176,"B1"
"f2027","Eye_and_other",NA,0,5144,47,"B1"
"f2028","Eye_and_other",NA,0,5144,979,"B1"
"f2029","Eye_and_other",NA,0,5144,197,"B1"
"f2030","Eye_and_other",NA,0,5144,372,"B1"
"f2031","Eye_and_other",NA,0,5144,48,"B2"
"f2032","Eye_and_other",NA,3,5144,590,"B2"
"f2033","Eye_and_other",NA,0,5144,259,"B2"
"f2034","Eye_and_other",NA,0,5144,238,"B1"
"f2035","Eye_and_other",NA,0,5144,170,"B2"
"f2036","Eye_and_other",NA,0,5144,313,"B1"
"f2037","Eye_and_other",NA,0,5144,84,"B1"
"f2038","Eye_and_other",NA,0,5144,264,"B1"
"f2039","Eye_and_other",NA,0,5144,977,"B1"
"f2040","Eye_and_other",NA,3,5144,1337,"B1"
"f2041","Eye_and_other",NA,0,5144,259,"B2"
"f2042","Eye_and_other",NA,0,5144,156,"B1"
"f2043","Eye_and_other",NA,0,5144,73,"B1"
"f2044","Eye_and_other",NA,0,5144,172,"B2"
"f2045","Eye_and_other",NA,0,5144,77,"B1"
"f2046","Eye_and_other",NA,0,5144,269,"B1"
"f2047","Eye_and_other",NA,0,5144,2191,"B2"
"f2048","Eye_and_other",NA,0,5144,122,"B2"
"f2049","Eye_and_other",NA,0,5144,314,"B1"
"f2050","Eye_and_other",NA,0,5144,132,"B1"
"f2051","Eye_and_other",NA,0,5144,366,"B1"
"f2052","Eye_and_other",NA,0,5144,80,"B2"
"f2053","Eye_and_other",NA,0,5144,80,"B2"
"f2054","Eye_and_other",NA,0,5144,365,"B1"
"f2055","Eye_and_other",NA,0,5144,245,"B1"
"f2056","Eye_and_other",NA,0,5144,352,"B1"
"f2057","Eye_and_other",NA,0,5144,85,"B1"
"f2058","Eye_and_other",NA,0,5144,71,"B1"
"f2059","Eye_and_other",NA,0,5144,207,"B1"
"f2060","Eye_and_other",NA,0,5144,309,"B2"
"f2061","Eye_and_other",NA,0,5144,141,"B1"
"f2062","Eye_and_other",NA,1,5144,368,"B2"
"f2063","Eye_and_other",NA,0,5144,185,"B2"
"f2064","Eye_and_other",NA,1,5144,79,"B1"
"f2065","Eye_and_other",NA,1,5144,785,"B1"
"f2066","Eye_and_other",NA,0,5144,122,"B1"
"f2067","Eye_and_other",NA,0,5144,212,"B2"
"f2068","Eye_and_other",NA,0,5144,82,"B1"
"f2069","Eye_and_other",NA,0,5144,83,"B2"
"f2070","Eye_and_other",NA,0,5144,125,"B1"
"f2071","Eye_and_other",NA,0,5144,128,"B1"
"f2072","Eye_and_other",NA,0,5144,257,"B2"
"f2073","Eye_and_other",NA,0,5144,335,"B1"
"f2074","Eye_and_other",NA,0,5144,447,"B2"
"f2075","Eye_and_other",NA,0,5144,108,"B1"
"f2076","Eye_and_other",NA,0,5144,91,"B2"
"f2077","Eye_and_other",NA,0,5144,91,"B2"
"f2078","Eye_and_other",NA,0,5144,860,"B1"
"f2079","Eye_and_other",NA,4,5144,870,"B2"
"f2080","Eye_and_other",NA,1,5144,462,"B2"
"f2081","Eye_and_other",NA,0,5144,682,"B1"
"f2082","Eye_and_other",NA,1,5144,130,"B1"
"f2083","Eye_and_other",NA,5,5144,2302,"B1"
"f2084","Eye_and_other",NA,2,5144,188,"B1"
"f2085","Eye_and_other",NA,0,5144,533,"B2"
"f2086","Eye_and_other",NA,0,5144,193,"B1"
"f2087","Eye_and_other",NA,0,5144,214,"B2"
"f2088","Eye_and_other",NA,1,5144,143,"B2"
"f2089","Eye_and_other",NA,0,5144,394,"B2"
"f2090","Eye_and_other",NA,0,5144,1440,"B2"
"f2091","Eye_and_other",NA,0,5144,274,"B1"
"f2092","Eye_and_other",NA,1,5144,201,"B1"
"f2093","Eye_and_other",NA,1,5144,454,"B2"
"f2094","Eye_and_other",NA,0,5144,153,"B2"
"f2095","Eye_and_other",NA,2,5144,243,"B1"
