"founder","celltype","log2fc","n_cells","type_n","founder_n","blast"
"f1834","Epithelium",NA,0,24566,135,"Blastomere A"
"f1835","Epithelium",NA,0,24566,92,"Blastomere B"
"f1836","Epithelium",NA,3,24566,106,"Blastomere B"
"f1837","Epithelium",NA,0,24566,74,"Blastomere A"
"f1838","Epithelium",NA,4,24566,155,"Blastomere A"
"f1839","Epithelium",1.59262576719648,20,24566,177,"Blastomere A"
"f1840","Epithelium",NA,0,24566,180,"Blastomere A"
"f1841","Epithelium",NA,4,24566,229,"Blastomere A"
"f1842","Epithelium",NA,9,24566,609,"Blastomere A"
"f1843","Epithelium",NA,2,24566,190,"Blastomere B"
"f1844","Epithelium",NA,6,24566,151,"Blastomere B"
"f1845","Epithelium",-1.10467560939621,10,24566,574,"Blastomere A"
"f1846","Epithelium",NA,0,24566,271,"Blastomere A"
"f1847","Epithelium",NA,2,24566,208,"Blastomere B"
"f1848","Epithelium",-0.34915961885822,14,24566,476,"Blastomere B"
"f1849","Epithelium",NA,3,24566,75,"Blastomere B"
"f1850","Epithelium",NA,2,24566,75,"Blastomere B"
"f1851","Epithelium",NA,6,24566,383,"Blastomere A"
"f1852","Epithelium",NA,0,24566,106,"Blastomere A"
"f1853","Epithelium",NA,9,24566,91,"Blastomere A"
"f1854","Epithelium",NA,0,24566,91,"Blastomere B"
"f1855","Epithelium",NA,1,24566,123,"Blastomere B"
"f1856","Epithelium",NA,0,24566,395,"Blastomere A"
"f1857","Epithelium",NA,9,24566,168,"Blastomere B"
"f1858","Epithelium",NA,0,24566,128,"Blastomere B"
"f1859","Epithelium",NA,1,24566,516,"Blastomere A"
"f1860","Epithelium",NA,2,24566,186,"Blastomere A"
"f1861","Epithelium",NA,2,24566,82,"Blastomere A"
"f1862","Epithelium",NA,1,24566,82,"Blastomere B"
"f1863","Epithelium",NA,0,24566,100,"Blastomere A"
"f1864","Epithelium",NA,1,24566,175,"Blastomere B"
"f1865","Epithelium",NA,5,24566,581,"Blastomere B"
"f1866","Epithelium",NA,0,24566,203,"Blastomere A"
"f1867","Epithelium",NA,4,24566,1226,"Blastomere A"
"f1868","Epithelium",NA,7,24566,146,"Blastomere A"
"f1869","Epithelium",NA,2,24566,95,"Blastomere B"
"f1870","Epithelium",-0.594969846089253,38,24566,1532,"Blastomere B"
"f1871","Epithelium",NA,2,24566,184,"Blastomere A"
"f1872","Epithelium",NA,0,24566,152,"Blastomere A"
"f1873","Epithelium",0.109486432081535,27,24566,668,"Blastomere B"
"f1874","Epithelium",NA,1,24566,111,"Blastomere A"
"f1875","Epithelium",NA,7,24566,518,"Blastomere A"
"f1876","Epithelium",NA,6,24566,227,"Blastomere A"
"f1877","Epithelium",0.293645293732139,58,24566,1263,"Blastomere A"
"f1878","Epithelium",NA,3,24566,95,"Blastomere B"
"f1879","Epithelium",NA,1,24566,95,"Blastomere A"
"f1880","Epithelium",NA,6,24566,106,"Blastomere A"
"f1881","Epithelium",1.46981438646622,11,24566,106,"Blastomere B"
"f1882","Epithelium",0.0194849749361721,15,24566,395,"Blastomere B"
"f1883","Epithelium",NA,3,24566,109,"Blastomere A"
"f1884","Epithelium",NA,0,24566,160,"Blastomere B"
"f1885","Epithelium",NA,3,24566,182,"Blastomere A"
"f1886","Epithelium",NA,6,24566,296,"Blastomere A"
"f1887","Epithelium",NA,8,24566,339,"Blastomere A"
"f1888","Epithelium",NA,4,24566,117,"Blastomere B"
"f1889","Epithelium",0.559965981133607,19,24566,344,"Blastomere B"
"f1890","Epithelium",NA,0,24566,141,"Blastomere A"
"f1891","Epithelium",NA,5,24566,749,"Blastomere A"
"f1892","Epithelium",NA,3,24566,165,"Blastomere B"
"f1893","Epithelium",NA,4,24566,350,"Blastomere A"
"f1894","Epithelium",NA,0,24566,176,"Blastomere A"
"f1895","Epithelium",-0.315563649586617,23,24566,764,"Blastomere B"
"f1896","Epithelium",-0.178173422045598,10,24566,302,"Blastomere B"
"f1897","Epithelium",NA,0,24566,340,"Blastomere A"
"f1898","Epithelium",NA,2,24566,599,"Blastomere A"
"f1899","Epithelium",NA,0,24566,126,"Blastomere B"
"f1900","Epithelium",-0.122364356455754,37,24566,1075,"Blastomere A"
"f1901","Epithelium",-0.928969631813774,11,24566,559,"Blastomere B"
"f1902","Epithelium",NA,9,24566,192,"Blastomere A"
"f1903","Epithelium",NA,3,24566,343,"Blastomere B"
"f1904","Epithelium",0.204324650389768,12,24566,278,"Blastomere B"
"f1905","Epithelium",NA,1,24566,158,"Blastomere B"
"f1906","Epithelium",NA,9,24566,295,"Blastomere A"
"f1907","Epithelium",NA,0,24566,192,"Blastomere A"
"f1908","Epithelium",NA,2,24566,244,"Blastomere B"
"f1909","Epithelium",0.409179626100553,10,24566,201,"Blastomere B"
"f1910","Epithelium",-0.163234138722193,18,24566,538,"Blastomere A"
"f1911","Epithelium",NA,3,24566,369,"Blastomere B"
"f1912","Epithelium",NA,0,24566,177,"Blastomere A"
"f1913","Epithelium",NA,2,24566,372,"Blastomere B"
"f1914","Epithelium",NA,5,24566,364,"Blastomere A"
"f1915","Epithelium",-0.110372759271104,59,24566,1700,"Blastomere A"
"f1916","Epithelium",NA,5,24566,253,"Blastomere B"
"f1917","Epithelium",-0.509624291051466,46,24566,1748,"Blastomere B"
"f1918","Epithelium",NA,0,24566,18,"Blastomere B"
"f1919","Epithelium",NA,0,24566,62,"Blastomere B"
"f1920","Epithelium",NA,0,24566,21,"Blastomere B"
"f1921","Epithelium",NA,0,24566,82,"Blastomere B"
"f1922","Epithelium",NA,0,24566,78,"Blastomere A"
"f1923","Epithelium",NA,0,24566,148,"Blastomere A"
"f1924","Epithelium",NA,0,24566,30,"Blastomere B"
"f1925","Epithelium",NA,1,24566,59,"Blastomere A"
"f1926","Epithelium",NA,0,24566,38,"Blastomere B"
"f1927","Epithelium",NA,0,24566,250,"Blastomere B"
"f1928","Epithelium",NA,0,24566,174,"Blastomere A"
"f1929","Epithelium",NA,0,24566,731,"Blastomere A"
"f1930","Epithelium",NA,0,24566,60,"Blastomere B"
"f1931","Epithelium",NA,2,24566,78,"Blastomere B"
"f1932","Epithelium",NA,0,24566,204,"Blastomere A"
"f1933","Epithelium",NA,0,24566,490,"Blastomere B"
"f1934","Epithelium",NA,0,24566,106,"Blastomere B"
"f1935","Epithelium",NA,0,24566,218,"Blastomere A"
"f1936","Epithelium",NA,0,24566,128,"Blastomere A"
"f1937","Epithelium",1.36133376394679,18,24566,187,"Blastomere B"
"f1938","Epithelium",NA,6,24566,289,"Blastomere B"
"f1939","Epithelium",NA,0,24566,36,"Blastomere A"
"f1940","Epithelium",NA,0,24566,95,"Blastomere A"
"f1941","Epithelium",NA,1,24566,77,"Blastomere A"
"f1942","Epithelium",NA,5,24566,668,"Blastomere B"
"f1943","Epithelium",NA,1,24566,163,"Blastomere B"
"f1944","Epithelium",NA,0,24566,238,"Blastomere B"
"f1945","Epithelium",NA,0,24566,100,"Blastomere B"
"f1946","Epithelium",NA,0,24566,637,"Blastomere A"
"f1947","Epithelium",NA,9,24566,118,"Blastomere A"
"f1948","Epithelium",NA,0,24566,238,"Blastomere B"
"f1949","Epithelium",NA,2,24566,108,"Blastomere B"
"f1950","Epithelium",NA,0,24566,426,"Blastomere A"
"f1951","Epithelium",NA,3,24566,269,"Blastomere B"
"f1952","Epithelium",NA,1,24566,54,"Blastomere B"
"f1953","Epithelium",NA,0,24566,97,"Blastomere B"
"f1954","Epithelium",NA,2,24566,97,"Blastomere B"
"f1955","Epithelium",NA,3,24566,429,"Blastomere B"
"f1956","Epithelium",NA,1,24566,200,"Blastomere B"
"f1957","Epithelium",NA,0,24566,50,"Blastomere B"
"f1958","Epithelium",NA,1,24566,84,"Blastomere A"
"f1959","Epithelium",NA,2,24566,104,"Blastomere A"
"f1960","Epithelium",NA,0,24566,73,"Blastomere A"
"f1961","Epithelium",NA,1,24566,91,"Blastomere B"
"f1962","Epithelium",NA,0,24566,168,"Blastomere A"
"f1963","Epithelium",NA,8,24566,75,"Blastomere B"
"f1964","Epithelium",NA,0,24566,197,"Blastomere A"
"f1965","Epithelium",NA,3,24566,568,"Blastomere A"
"f1966","Epithelium",NA,1,24566,379,"Blastomere B"
"f1967","Epithelium",NA,7,24566,200,"Blastomere A"
"f1968","Epithelium",NA,6,24566,243,"Blastomere A"
"f1969","Epithelium",0.503527076599838,58,24566,1092,"Blastomere A"
"f1970","Epithelium",NA,2,24566,380,"Blastomere A"
"f1971","Epithelium",NA,0,24566,182,"Blastomere B"
"f1972","Epithelium",0.852359565228512,37,24566,547,"Blastomere B"
"f1973","Epithelium",NA,4,24566,1082,"Blastomere A"
"f1974","Epithelium",NA,1,24566,165,"Blastomere A"
"f1975","Epithelium",NA,5,24566,112,"Blastomere A"
"f1976","Epithelium",NA,1,24566,198,"Blastomere B"
"f1977","Epithelium",NA,0,24566,272,"Blastomere A"
"f1978","Epithelium",NA,5,24566,269,"Blastomere A"
"f1979","Epithelium",NA,3,24566,306,"Blastomere B"
"f1980","Epithelium",-0.592255177638684,25,24566,1006,"Blastomere B"
"f1981","Epithelium",-0.0390766402199956,66,24566,1810,"Blastomere B"
"f1982","Epithelium",0.361684485971346,66,24566,1371,"Blastomere A"
"f1983","Epithelium",NA,5,24566,331,"Blastomere A"
"f1984","Epithelium",NA,7,24566,980,"Blastomere A"
"f1985","Epithelium",-0.925124711894009,41,24566,2078,"Blastomere A"
"f1986","Epithelium",-0.818841334189275,12,24566,565,"Blastomere B"
"f1987","Epithelium",NA,0,24566,15,"Blastomere A"
"f1988","Epithelium",NA,0,24566,34,"Blastomere A"
"f1989","Epithelium",NA,0,24566,70,"Blastomere B"
"f1990","Epithelium",NA,1,24566,305,"Blastomere B"
"f1991","Epithelium",NA,0,24566,99,"Blastomere B"
"f1992","Epithelium",NA,0,24566,33,"Blastomere B"
"f1993","Epithelium",NA,2,24566,51,"Blastomere B"
"f1994","Epithelium",NA,3,24566,73,"Blastomere B"
"f1995","Epithelium",NA,0,24566,48,"Blastomere B"
"f1996","Epithelium",NA,9,24566,357,"Blastomere B"
"f1997","Epithelium",NA,0,24566,35,"Blastomere A"
"f1998","Epithelium",NA,0,24566,13,"Blastomere A"
"f1999","Epithelium",NA,1,24566,26,"Blastomere B"
"f2000","Epithelium",NA,4,24566,100,"Blastomere B"
"f2001","Epithelium",NA,0,24566,23,"Blastomere B"
"f2002","Epithelium",NA,1,24566,77,"Blastomere B"
"f2003","Epithelium",NA,5,24566,158,"Blastomere A"
"f2004","Epithelium",NA,9,24566,184,"Blastomere B"
"f2005","Epithelium",NA,1,24566,37,"Blastomere B"
"f2006","Epithelium",NA,4,24566,131,"Blastomere A"
"f2007","Epithelium",NA,0,24566,23,"Blastomere A"
"f2008","Epithelium",NA,3,24566,126,"Blastomere B"
"f2009","Epithelium",NA,3,24566,232,"Blastomere B"
"f2010","Epithelium",0.416375127504757,11,24566,220,"Blastomere B"
"f2011","Epithelium",NA,0,24566,46,"Blastomere B"
"f2012","Epithelium",NA,1,24566,140,"Blastomere B"
"f2013","Epithelium",NA,0,24566,36,"Blastomere A"
"f2014","Epithelium",NA,2,24566,82,"Blastomere B"
"f2015","Epithelium",NA,1,24566,51,"Blastomere B"
"f2016","Epithelium",NA,2,24566,89,"Blastomere A"
"f2017","Epithelium",NA,1,24566,65,"Blastomere A"
"f2018","Epithelium",1.60902020544715,16,24566,140,"Blastomere A"
"f2019","Epithelium",NA,0,24566,55,"Blastomere A"
"f2020","Epithelium",0.917496500865907,61,24566,862,"Blastomere B"
"f2021","Epithelium",NA,8,24566,77,"Blastomere A"
"f2022","Epithelium",NA,0,24566,46,"Blastomere B"
"f2023","Epithelium",NA,0,24566,65,"Blastomere A"
"f2024","Epithelium",1.60252644336165,19,24566,167,"Blastomere B"
"f2025","Epithelium",NA,7,24566,126,"Blastomere A"
"f2026","Epithelium",NA,0,24566,36,"Blastomere A"
"f2027","Epithelium",NA,5,24566,64,"Blastomere B"
"f2028","Epithelium",NA,0,24566,28,"Blastomere A"
"f2029","Epithelium",NA,5,24566,37,"Blastomere B"
"f2030","Epithelium",NA,8,24566,760,"Blastomere B"
"f2031","Epithelium",NA,1,24566,23,"Blastomere A"
"f2032","Epithelium",2.31044168275569,21,24566,113,"Blastomere A"
"f2033","Epithelium",NA,1,24566,28,"Blastomere B"
"f2034","Epithelium",NA,5,24566,86,"Blastomere A"
"f2035","Epithelium",NA,4,24566,260,"Blastomere B"
"f2036","Epithelium",NA,0,24566,48,"Blastomere A"
"f2037","Epithelium",NA,5,24566,129,"Blastomere B"
"f2038","Epithelium",-0.536974779196422,11,24566,426,"Blastomere A"
"f2039","Epithelium",NA,0,24566,58,"Blastomere A"
"f2040","Epithelium",-1.14433982696972,10,24566,590,"Blastomere A"
"f2041","Epithelium",0.42955051625249,22,24566,436,"Blastomere A"
"f2042","Epithelium",NA,3,24566,79,"Blastomere A"
"f2043","Epithelium",0.168161109236301,53,24566,1259,"Blastomere B"
"f2044","Epithelium",3.24840291864257,230,24566,646,"Blastomere B"
"f2045","Epithelium",NA,0,24566,420,"Blastomere B"
"f2046","Epithelium",NA,7,24566,101,"Blastomere A"
"f2047","Epithelium",-1.30490884442918,37,24566,2440,"Blastomere A"
"f2048","Epithelium",-0.388687983044858,18,24566,629,"Blastomere B"
"f2049","Epithelium",3.65084038114178,32,24566,68,"Blastomere A"
"f2050","Epithelium",NA,4,24566,392,"Blastomere A"
"f2051","Epithelium",NA,9,24566,510,"Blastomere B"
"f2052","Epithelium",2.11381235748433,12,24566,74,"Blastomere B"
"f2053","Epithelium",NA,2,24566,228,"Blastomere B"
"f2054","Epithelium",0.273836013857523,13,24566,287,"Blastomere B"
"f2055","Epithelium",0.704033320307373,13,24566,213,"Blastomere B"
"f2056","Epithelium",NA,3,24566,148,"Blastomere B"
"f2057","Epithelium",NA,0,24566,94,"Blastomere A"
"f2058","Epithelium",NA,4,24566,71,"Blastomere B"
"f2059","Epithelium",NA,0,24566,67,"Blastomere B"
"f2060","Epithelium",0.951706860501312,10,24566,138,"Blastomere A"
"f2061","Epithelium",-0.967674679290403,15,24566,783,"Blastomere B"
"f2062","Epithelium",NA,6,24566,144,"Blastomere B"
"f2063","Epithelium",NA,5,24566,241,"Blastomere A"
"f2064","Epithelium",NA,3,24566,169,"Blastomere A"
"f2065","Epithelium",-1.15893720318268,35,24566,2086,"Blastomere A"
"f2066","Epithelium",2.61119130448878,19,24566,83,"Blastomere A"
"f2067","Epithelium",NA,7,24566,248,"Blastomere B"
"f2068","Epithelium",NA,8,24566,113,"Blastomere A"
"f2069","Epithelium",0.745964924100186,59,24566,939,"Blastomere A"
"f2070","Epithelium",0.532102834558257,48,24566,886,"Blastomere A"
"f2071","Epithelium",NA,6,24566,121,"Blastomere A"
"f2072","Epithelium",0.528849856763169,14,24566,259,"Blastomere A"
"f2073","Epithelium",0.244314381718453,15,24566,338,"Blastomere A"
"f2074","Epithelium",NA,2,24566,326,"Blastomere B"
"f2075","Epithelium",-1.23157065280635,31,24566,1943,"Blastomere A"
"f2076","Epithelium",0.592815333590671,43,24566,761,"Blastomere B"
"f2077","Epithelium",-0.00832546912480711,279,24566,7490,"Blastomere A"
"f2078","Epithelium",NA,9,24566,657,"Blastomere A"
"f2079","Epithelium",0.600799698642184,85,24566,1496,"Blastomere A"
"f2080","Epithelium",-0.261696777607881,24,24566,768,"Blastomere A"
"f2081","Epithelium",NA,0,24566,16,"Blastomere B"
"f2082","Epithelium",NA,1,24566,45,"Blastomere A"
"f2083","Epithelium",3.51591080105567,12,24566,28,"Blastomere A"
"f2084","Epithelium",NA,2,24566,70,"Blastomere A"
"f2085","Epithelium",NA,0,24566,46,"Blastomere B"
"f2086","Epithelium",NA,0,24566,51,"Blastomere A"
"f2087","Epithelium",NA,0,24566,28,"Blastomere A"
"f2088","Epithelium",NA,0,24566,47,"Blastomere A"
"f2089","Epithelium",3.11027199977908,11,24566,34,"Blastomere B"
"f2090","Epithelium",NA,8,24566,59,"Blastomere A"
"f2091","Epithelium",NA,0,24566,29,"Blastomere B"
"f2092","Epithelium",NA,0,24566,61,"Blastomere A"
"f2093","Epithelium",NA,1,24566,91,"Blastomere A"
"f2094","Epithelium",NA,0,24566,46,"Blastomere A"
"f2095","Epithelium",NA,4,24566,49,"Blastomere B"
"f2096","Epithelium",NA,0,24566,109,"Blastomere A"
"f2097","Epithelium",NA,0,24566,63,"Blastomere A"
"f2098","Epithelium",NA,5,24566,260,"Blastomere A"
"f2099","Epithelium",NA,1,24566,168,"Blastomere B"
"f2100","Epithelium",NA,0,24566,155,"Blastomere A"
"f2101","Epithelium",NA,0,24566,73,"Blastomere A"
"f2102","Epithelium",NA,1,24566,63,"Blastomere A"
"f2103","Epithelium",NA,0,24566,62,"Blastomere B"
"f2104","Epithelium",1.0848609837882,12,24566,151,"Blastomere A"
"f2105","Epithelium",NA,2,24566,220,"Blastomere A"
"f2106","Epithelium",NA,0,24566,93,"Blastomere B"
"f2107","Epithelium",NA,0,24566,73,"Blastomere B"
"f2108","Epithelium",NA,5,24566,372,"Blastomere B"
"f2109","Epithelium",0.853780439812055,13,24566,192,"Blastomere A"
"f2110","Epithelium",NA,2,24566,372,"Blastomere B"
"f2111","Epithelium",NA,2,24566,173,"Blastomere A"
"f2112","Epithelium",NA,0,24566,119,"Blastomere A"
"f2113","Epithelium",1.22523364015275,12,24566,137,"Blastomere A"
"f2114","Epithelium",NA,0,24566,86,"Blastomere B"
"f2115","Epithelium",NA,4,24566,285,"Blastomere B"
"f2116","Epithelium",NA,5,24566,117,"Blastomere A"
"f2117","Epithelium",NA,3,24566,105,"Blastomere B"
"f2118","Epithelium",NA,2,24566,117,"Blastomere B"
"f2119","Epithelium",NA,1,24566,368,"Blastomere A"
"f2120","Epithelium",2.5223256406191,161,24566,748,"Blastomere A"
"f2121","Epithelium",1.19398270616831,15,24566,175,"Blastomere A"
"f2122","Epithelium",0.288995821028529,13,24566,284,"Blastomere A"
"f2123","Epithelium",NA,0,24566,216,"Blastomere A"
"f2124","Epithelium",1.83783889594303,120,24566,896,"Blastomere A"
"f2125","Epithelium",NA,8,24566,244,"Blastomere A"
"f2126","Epithelium",0.877398832057781,17,24566,247,"Blastomere A"
"f2127","Epithelium",NA,1,24566,144,"Blastomere A"
"f2128","Epithelium",NA,6,24566,218,"Blastomere A"
"f2129","Epithelium",NA,5,24566,273,"Blastomere A"
"f2130","Epithelium",2.24405957863745,134,24566,755,"Blastomere B"
"f2131","Epithelium",0.763106613392691,11,24566,173,"Blastomere B"
"f2132","Epithelium",0.887996155149968,26,24566,375,"Blastomere B"
"f2133","Epithelium",NA,3,24566,308,"Blastomere A"
"f2134","Epithelium",NA,2,24566,181,"Blastomere A"
"f2135","Epithelium",NA,2,24566,351,"Blastomere A"
"f2136","Epithelium",NA,1,24566,649,"Blastomere A"
"f2137","Epithelium",NA,3,24566,185,"Blastomere A"
"f2138","Epithelium",0.989841989388083,25,24566,336,"Blastomere A"
"f2139","Epithelium",NA,2,24566,195,"Blastomere A"
"f2140","Epithelium",NA,1,24566,436,"Blastomere A"
"f2141","Epithelium",NA,2,24566,699,"Blastomere A"
"f2142","Epithelium",-1.84665927832904,14,24566,1344,"Blastomere B"
"f2143","Epithelium",NA,2,24566,267,"Blastomere B"
"f2144","Epithelium",0.791346545467783,116,24566,1789,"Blastomere A"
"f2145","Epithelium",-0.921006619789119,13,24566,657,"Blastomere A"
"f2146","Epithelium",1.15398723525601,186,24566,2231,"Blastomere A"
"f2147","Epithelium",-1.38409340896761,15,24566,1045,"Blastomere A"
"f2148","Epithelium",NA,2,24566,270,"Blastomere A"
"f2149","Epithelium",0.918635038895663,25,24566,353,"Blastomere A"
"f2150","Epithelium",NA,3,24566,345,"Blastomere A"
"f2151","Epithelium",-2.91780612529318,17,24566,3429,"Blastomere A"
"f2152","Epithelium",NA,2,24566,506,"Blastomere A"
"f2153","Epithelium",0.962734789002165,177,24566,2424,"Blastomere A"
"f2154","Epithelium",-0.616901027369542,75,24566,3070,"Blastomere A"
"f2155","Epithelium",0.457017112002102,18,24566,350,"Blastomere B"
"f2156","Epithelium",-0.798115426371,17,24566,789,"Blastomere A"
"f2157","Epithelium",-0.146321097650836,37,24566,1093,"Blastomere B"
"f2158","Epithelium",-0.201602430444363,252,24566,7735,"Blastomere B"
"f2159","Epithelium",NA,4,24566,33,"Blastomere A"
"f2160","Epithelium",NA,0,24566,26,"Blastomere A"
"f2161","Epithelium",NA,0,24566,136,"Blastomere A"
"f2162","Epithelium",NA,0,24566,123,"Blastomere B"
"f2163","Epithelium",1.8314126267836,28,24566,210,"Blastomere A"
"f2164","Epithelium",NA,0,24566,110,"Blastomere A"
"f2165","Epithelium",NA,0,24566,62,"Blastomere A"
"f2166","Epithelium",NA,0,24566,339,"Blastomere B"
"f2167","Epithelium",NA,6,24566,71,"Blastomere A"
"f2168","Epithelium",NA,0,24566,46,"Blastomere B"
"f2169","Epithelium",NA,1,24566,79,"Blastomere A"
"f2170","Epithelium",NA,0,24566,129,"Blastomere A"
"f2171","Epithelium",NA,0,24566,287,"Blastomere A"
"f2172","Epithelium",NA,0,24566,272,"Blastomere A"
"f2173","Epithelium",NA,0,24566,174,"Blastomere A"
"f2174","Epithelium",NA,4,24566,72,"Blastomere B"
"f2175","Epithelium",NA,0,24566,747,"Blastomere A"
"f2176","Epithelium",NA,3,24566,93,"Blastomere A"
"f2177","Epithelium",NA,0,24566,96,"Blastomere A"
"f2178","Epithelium",NA,3,24566,114,"Blastomere A"
"f2179","Epithelium",-0.828173707483859,18,24566,853,"Blastomere A"
"f2180","Epithelium",NA,0,24566,138,"Blastomere B"
"f2181","Epithelium",NA,1,24566,104,"Blastomere B"
"f2182","Epithelium",NA,0,24566,157,"Blastomere B"
"f2183","Epithelium",NA,0,24566,179,"Blastomere B"
"f2184","Epithelium",NA,3,24566,148,"Blastomere B"
"f2185","Epithelium",0.991069292772086,14,24566,188,"Blastomere A"
"f2186","Epithelium",NA,3,24566,132,"Blastomere A"
"f2187","Epithelium",0.153340721670963,10,24566,240,"Blastomere A"
"f2188","Epithelium",NA,0,24566,319,"Blastomere B"
"f2189","Epithelium",NA,5,24566,251,"Blastomere A"
"f2190","Epithelium",NA,9,24566,258,"Blastomere B"
"f2191","Epithelium",-1.02609449905382,14,24566,761,"Blastomere A"
"f2192","Epithelium",0.464128258953125,43,24566,832,"Blastomere A"
"f2193","Epithelium",NA,9,24566,222,"Blastomere A"
"f2194","Epithelium",NA,0,24566,166,"Blastomere A"
"f2195","Epithelium",NA,7,24566,289,"Blastomere B"
"f2196","Epithelium",NA,4,24566,511,"Blastomere A"
"f2197","Epithelium",NA,2,24566,391,"Blastomere A"
"f2198","Epithelium",1.6663533805131,22,24566,185,"Blastomere A"
"f2199","Epithelium",NA,5,24566,231,"Blastomere B"
"f2200","Epithelium",NA,3,24566,488,"Blastomere B"
"f2201","Epithelium",1.54108652928207,64,24566,587,"Blastomere A"
"f2202","Epithelium",NA,0,24566,412,"Blastomere A"
"f2203","Epithelium",NA,1,24566,507,"Blastomere A"
"f2204","Epithelium",NA,2,24566,1197,"Blastomere A"
"f2205","Epithelium",0.752611059076002,19,24566,301,"Blastomere B"
"f2206","Epithelium",1.21474126633511,24,24566,276,"Blastomere B"
"f2207","Epithelium",-0.440183792553618,42,24566,1521,"Blastomere B"
"f2208","Epithelium",0.826812558985516,167,24566,2513,"Blastomere B"
"f2209","Epithelium",NA,4,24566,448,"Blastomere B"
"f2210","Epithelium",0.8314126267836,17,24566,255,"Blastomere A"
"f2211","Epithelium",-0.0996400194989083,10,24566,286,"Blastomere B"
"f2212","Epithelium",NA,5,24566,269,"Blastomere B"
"f2213","Epithelium",-0.829652853023347,32,24566,1518,"Blastomere A"
"f2214","Epithelium",NA,7,24566,882,"Blastomere A"
"f2215","Epithelium",-0.505399705189741,18,24566,682,"Blastomere B"
"f2216","Epithelium",0.163806231910303,98,24566,2335,"Blastomere A"
"f2217","Epithelium",-1.82921414386963,13,24566,1233,"Blastomere A"
"f2218","Epithelium",-1.02861451980218,115,24566,6262,"Blastomere A"
"f2219","Epithelium",-1.37022123438605,14,24566,966,"Blastomere B"
"f2220","Epithelium",2.24645012606244,16,24566,90,"Blastomere A"
"f2221","Epithelium",NA,0,24566,31,"Blastomere B"
"f2222","Epithelium",NA,0,24566,87,"Blastomere A"
"f2223","Epithelium",NA,0,24566,96,"Blastomere A"
"f2224","Epithelium",NA,0,24566,116,"Blastomere A"
"f2225","Epithelium",NA,0,24566,41,"Blastomere A"
"f2226","Epithelium",NA,3,24566,54,"Blastomere A"
"f2227","Epithelium",NA,0,24566,144,"Blastomere A"
"f2228","Epithelium",NA,6,24566,170,"Blastomere A"
"f2229","Epithelium",NA,7,24566,116,"Blastomere A"
"f2230","Epithelium",NA,1,24566,65,"Blastomere A"
"f2231","Epithelium",NA,0,24566,89,"Blastomere A"
"f2232","Epithelium",NA,4,24566,67,"Blastomere B"
"f2233","Epithelium",NA,0,24566,75,"Blastomere B"
"f2234","Epithelium",NA,2,24566,87,"Blastomere A"
"f2235","Epithelium",NA,1,24566,99,"Blastomere A"
"f2236","Epithelium",NA,8,24566,87,"Blastomere A"
"f2237","Epithelium",NA,0,24566,126,"Blastomere A"
"f2238","Epithelium",-0.419548946749618,10,24566,357,"Blastomere A"
"f2239","Epithelium",NA,1,24566,417,"Blastomere A"
"f2240","Epithelium",NA,5,24566,151,"Blastomere B"
"f2241","Epithelium",NA,5,24566,211,"Blastomere A"
"f2242","Epithelium",NA,2,24566,557,"Blastomere A"
"f2243","Epithelium",NA,1,24566,378,"Blastomere A"
"f2244","Epithelium",NA,3,24566,888,"Blastomere A"
"f2245","Epithelium",-0.24848692039027,24,24566,761,"Blastomere A"
"f2246","Epithelium",1.26751174159027,23,24566,255,"Blastomere A"
"f2247","Epithelium",2.36215473650687,94,24566,488,"Blastomere B"
"f2248","Epithelium",0.0876738040219678,17,24566,427,"Blastomere A"
"f2249","Epithelium",0.267983287612085,12,24566,266,"Blastomere B"
"f2250","Epithelium",0.563044776646766,15,24566,271,"Blastomere B"
"f2251","Epithelium",NA,1,24566,407,"Blastomere A"
"f2252","Epithelium",NA,8,24566,831,"Blastomere B"
"f2253","Epithelium",0.898919446141877,105,24566,1503,"Blastomere B"
"f2254","Epithelium",NA,0,24566,315,"Blastomere A"
"f2255","Epithelium",-0.425628022855743,67,24566,2402,"Blastomere A"
"f2256","Epithelium",NA,0,24566,422,"Blastomere A"
"f2257","Epithelium",0.928007025022392,70,24566,982,"Blastomere A"
"f2258","Epithelium",0.837194979377606,50,24566,747,"Blastomere A"
"f2259","Epithelium",0.298289057582062,34,24566,738,"Blastomere B"
"f2260","Epithelium",0.528849856763169,34,24566,629,"Blastomere B"
"f2261","Epithelium",NA,0,24566,681,"Blastomere A"
"f2262","Epithelium",NA,0,24566,29,"Blastomere A"
"f2263","Epithelium",NA,0,24566,43,"Blastomere B"
"f2264","Epithelium",NA,0,24566,31,"Blastomere B"
"f2265","Epithelium",NA,1,24566,81,"Blastomere A"
"f2266","Epithelium",NA,0,24566,274,"Blastomere B"
"f2267","Epithelium",NA,0,24566,359,"Blastomere B"
"f2268","Epithelium",NA,4,24566,396,"Blastomere B"
"f2269","Epithelium",NA,1,24566,285,"Blastomere A"
"f2270","Epithelium",NA,3,24566,307,"Blastomere B"
"f2271","Epithelium",NA,5,24566,577,"Blastomere B"
"f2272","Epithelium",NA,1,24566,454,"Blastomere A"
"f2273","Epithelium",-0.267321326801759,16,24566,514,"Blastomere B"
"f2274","Epithelium",NA,3,24566,323,"Blastomere B"
"f2275","Epithelium",NA,2,24566,150,"Blastomere B"
"f2276","Epithelium",NA,8,24566,673,"Blastomere B"
