"founder","celltype","log2fc","n_cells","type_n","founder_n","blast"
"f2088","Megakaryocytes",NA,0,2643,47,"Blastomere A"
"f2089","Megakaryocytes",NA,0,2643,34,"Blastomere B"
"f2090","Megakaryocytes",NA,0,2643,59,"Blastomere A"
"f2091","Megakaryocytes",NA,0,2643,29,"Blastomere B"
"f2092","Megakaryocytes",NA,0,2643,61,"Blastomere A"
"f2093","Megakaryocytes",NA,0,2643,91,"Blastomere A"
"f2094","Megakaryocytes",NA,0,2643,46,"Blastomere A"
"f2095","Megakaryocytes",NA,0,2643,49,"Blastomere B"
"f2096","Megakaryocytes",NA,0,2643,109,"Blastomere A"
"f2097","Megakaryocytes",NA,0,2643,63,"Blastomere A"
"f2098","Megakaryocytes",NA,0,2643,260,"Blastomere A"
"f2099","Megakaryocytes",NA,0,2643,168,"Blastomere B"
"f2100","Megakaryocytes",NA,0,2643,155,"Blastomere A"
"f2101","Megakaryocytes",NA,0,2643,73,"Blastomere A"
"f2102","Megakaryocytes",NA,0,2643,63,"Blastomere A"
"f2103","Megakaryocytes",NA,0,2643,62,"Blastomere B"
"f2104","Megakaryocytes",NA,0,2643,151,"Blastomere A"
"f2105","Megakaryocytes",NA,0,2643,220,"Blastomere A"
"f2106","Megakaryocytes",NA,0,2643,93,"Blastomere B"
"f2107","Megakaryocytes",NA,0,2643,73,"Blastomere B"
"f2108","Megakaryocytes",NA,0,2643,372,"Blastomere B"
"f2109","Megakaryocytes",NA,0,2643,192,"Blastomere A"
"f2110","Megakaryocytes",NA,0,2643,372,"Blastomere B"
"f2111","Megakaryocytes",NA,0,2643,173,"Blastomere A"
"f2112","Megakaryocytes",NA,0,2643,119,"Blastomere A"
"f2113","Megakaryocytes",NA,0,2643,137,"Blastomere A"
"f2114","Megakaryocytes",NA,0,2643,86,"Blastomere B"
"f2115","Megakaryocytes",NA,0,2643,285,"Blastomere B"
"f2116","Megakaryocytes",NA,0,2643,117,"Blastomere A"
"f2117","Megakaryocytes",NA,0,2643,105,"Blastomere B"
"f2118","Megakaryocytes",NA,0,2643,117,"Blastomere B"
"f2119","Megakaryocytes",NA,0,2643,368,"Blastomere A"
"f2120","Megakaryocytes",NA,4,2643,748,"Blastomere A"
"f2121","Megakaryocytes",NA,0,2643,175,"Blastomere A"
"f2122","Megakaryocytes",NA,0,2643,284,"Blastomere A"
"f2123","Megakaryocytes",NA,0,2643,216,"Blastomere A"
"f2124","Megakaryocytes",1.84780265597544,13,2643,896,"Blastomere A"
"f2125","Megakaryocytes",NA,0,2643,244,"Blastomere A"
"f2126","Megakaryocytes",NA,0,2643,247,"Blastomere A"
"f2127","Megakaryocytes",NA,0,2643,144,"Blastomere A"
"f2128","Megakaryocytes",NA,0,2643,218,"Blastomere A"
"f2129","Megakaryocytes",NA,0,2643,273,"Blastomere A"
"f2130","Megakaryocytes",NA,2,2643,755,"Blastomere B"
"f2131","Megakaryocytes",NA,0,2643,173,"Blastomere B"
"f2132","Megakaryocytes",NA,0,2643,375,"Blastomere B"
"f2133","Megakaryocytes",NA,0,2643,308,"Blastomere A"
"f2134","Megakaryocytes",NA,0,2643,181,"Blastomere A"
"f2135","Megakaryocytes",NA,0,2643,351,"Blastomere A"
"f2136","Megakaryocytes",NA,0,2643,649,"Blastomere A"
"f2137","Megakaryocytes",NA,0,2643,185,"Blastomere A"
"f2138","Megakaryocytes",NA,2,2643,336,"Blastomere A"
"f2139","Megakaryocytes",NA,1,2643,195,"Blastomere A"
"f2140","Megakaryocytes",NA,0,2643,436,"Blastomere A"
"f2141","Megakaryocytes",NA,0,2643,699,"Blastomere A"
"f2142","Megakaryocytes",NA,0,2643,1344,"Blastomere B"
"f2143","Megakaryocytes",NA,0,2643,267,"Blastomere B"
"f2144","Megakaryocytes",NA,3,2643,1789,"Blastomere A"
"f2145","Megakaryocytes",NA,2,2643,657,"Blastomere A"
"f2146","Megakaryocytes",NA,0,2643,2231,"Blastomere A"
"f2147","Megakaryocytes",NA,0,2643,1045,"Blastomere A"
"f2148","Megakaryocytes",NA,0,2643,270,"Blastomere A"
"f2149","Megakaryocytes",NA,0,2643,353,"Blastomere A"
"f2150","Megakaryocytes",NA,0,2643,345,"Blastomere A"
"f2151","Megakaryocytes",-0.0884146109025866,13,2643,3429,"Blastomere A"
"f2152","Megakaryocytes",NA,0,2643,506,"Blastomere A"
"f2153","Megakaryocytes",NA,1,2643,2424,"Blastomere A"
"f2154","Megakaryocytes",NA,1,2643,3070,"Blastomere A"
"f2155","Megakaryocytes",NA,0,2643,350,"Blastomere B"
"f2156","Megakaryocytes",NA,0,2643,789,"Blastomere A"
"f2157","Megakaryocytes",NA,0,2643,1093,"Blastomere B"
"f2158","Megakaryocytes",-0.875004875194103,17,2643,7735,"Blastomere B"
"f2159","Megakaryocytes",NA,0,2643,33,"Blastomere A"
"f2160","Megakaryocytes",NA,0,2643,26,"Blastomere A"
"f2161","Megakaryocytes",NA,0,2643,136,"Blastomere A"
"f2162","Megakaryocytes",NA,0,2643,123,"Blastomere B"
"f2163","Megakaryocytes",NA,0,2643,210,"Blastomere A"
"f2164","Megakaryocytes",NA,0,2643,110,"Blastomere A"
"f2165","Megakaryocytes",NA,0,2643,62,"Blastomere A"
"f2166","Megakaryocytes",NA,0,2643,339,"Blastomere B"
"f2167","Megakaryocytes",NA,0,2643,71,"Blastomere A"
"f2168","Megakaryocytes",NA,0,2643,46,"Blastomere B"
"f2169","Megakaryocytes",NA,0,2643,79,"Blastomere A"
"f2170","Megakaryocytes",NA,0,2643,129,"Blastomere A"
"f2171","Megakaryocytes",NA,0,2643,287,"Blastomere A"
"f2172","Megakaryocytes",NA,0,2643,272,"Blastomere A"
"f2173","Megakaryocytes",NA,0,2643,174,"Blastomere A"
"f2174","Megakaryocytes",NA,0,2643,72,"Blastomere B"
"f2175","Megakaryocytes",NA,0,2643,747,"Blastomere A"
"f2176","Megakaryocytes",NA,0,2643,93,"Blastomere A"
"f2177","Megakaryocytes",NA,0,2643,96,"Blastomere A"
"f2178","Megakaryocytes",NA,0,2643,114,"Blastomere A"
"f2179","Megakaryocytes",NA,0,2643,853,"Blastomere A"
"f2180","Megakaryocytes",NA,0,2643,138,"Blastomere B"
"f2181","Megakaryocytes",NA,0,2643,104,"Blastomere B"
"f2182","Megakaryocytes",NA,0,2643,157,"Blastomere B"
"f2183","Megakaryocytes",NA,0,2643,179,"Blastomere B"
"f2184","Megakaryocytes",NA,0,2643,148,"Blastomere B"
"f2185","Megakaryocytes",NA,0,2643,188,"Blastomere A"
"f2186","Megakaryocytes",NA,0,2643,132,"Blastomere A"
"f2187","Megakaryocytes",NA,7,2643,240,"Blastomere A"
"f2188","Megakaryocytes",NA,0,2643,319,"Blastomere B"
"f2189","Megakaryocytes",NA,0,2643,251,"Blastomere A"
"f2190","Megakaryocytes",NA,0,2643,258,"Blastomere B"
"f2191","Megakaryocytes",NA,0,2643,761,"Blastomere A"
"f2192","Megakaryocytes",1.57620623663823,10,2643,832,"Blastomere A"
"f2193","Megakaryocytes",NA,0,2643,222,"Blastomere A"
"f2194","Megakaryocytes",NA,0,2643,166,"Blastomere A"
"f2195","Megakaryocytes",NA,0,2643,289,"Blastomere B"
"f2196","Megakaryocytes",NA,0,2643,511,"Blastomere A"
"f2197","Megakaryocytes",NA,0,2643,391,"Blastomere A"
"f2198","Megakaryocytes",NA,0,2643,185,"Blastomere A"
"f2199","Megakaryocytes",NA,0,2643,231,"Blastomere B"
"f2200","Megakaryocytes",NA,0,2643,488,"Blastomere B"
"f2201","Megakaryocytes",NA,0,2643,587,"Blastomere A"
"f2202","Megakaryocytes",NA,0,2643,412,"Blastomere A"
"f2203","Megakaryocytes",NA,1,2643,507,"Blastomere A"
"f2204","Megakaryocytes",NA,0,2643,1197,"Blastomere A"
"f2205","Megakaryocytes",NA,2,2643,301,"Blastomere B"
"f2206","Megakaryocytes",NA,0,2643,276,"Blastomere B"
"f2207","Megakaryocytes",NA,3,2643,1521,"Blastomere B"
"f2208","Megakaryocytes",0.244485404732457,12,2643,2513,"Blastomere B"
"f2209","Megakaryocytes",NA,1,2643,448,"Blastomere B"
"f2210","Megakaryocytes",NA,5,2643,255,"Blastomere A"
"f2211","Megakaryocytes",NA,0,2643,286,"Blastomere B"
"f2212","Megakaryocytes",NA,0,2643,269,"Blastomere B"
"f2213","Megakaryocytes",NA,5,2643,1518,"Blastomere A"
"f2214","Megakaryocytes",NA,0,2643,882,"Blastomere A"
"f2215","Megakaryocytes",NA,0,2643,682,"Blastomere B"
"f2216","Megakaryocytes",NA,2,2643,2335,"Blastomere A"
"f2217","Megakaryocytes",NA,3,2643,1233,"Blastomere A"
"f2218","Megakaryocytes",-0.750799337638196,15,2643,6262,"Blastomere A"
"f2219","Megakaryocytes",NA,0,2643,966,"Blastomere B"
"f2220","Megakaryocytes",NA,0,2643,90,"Blastomere A"
"f2221","Megakaryocytes",NA,0,2643,31,"Blastomere B"
"f2222","Megakaryocytes",NA,0,2643,87,"Blastomere A"
"f2223","Megakaryocytes",NA,0,2643,96,"Blastomere A"
"f2224","Megakaryocytes",NA,0,2643,116,"Blastomere A"
"f2225","Megakaryocytes",NA,0,2643,41,"Blastomere A"
"f2226","Megakaryocytes",NA,0,2643,54,"Blastomere A"
"f2227","Megakaryocytes",NA,0,2643,144,"Blastomere A"
"f2228","Megakaryocytes",NA,0,2643,170,"Blastomere A"
"f2229","Megakaryocytes",NA,0,2643,116,"Blastomere A"
"f2230","Megakaryocytes",NA,0,2643,65,"Blastomere A"
"f2231","Megakaryocytes",NA,0,2643,89,"Blastomere A"
"f2232","Megakaryocytes",NA,4,2643,67,"Blastomere B"
"f2233","Megakaryocytes",NA,0,2643,75,"Blastomere B"
"f2234","Megakaryocytes",NA,0,2643,87,"Blastomere A"
"f2235","Megakaryocytes",NA,0,2643,99,"Blastomere A"
"f2236","Megakaryocytes",NA,0,2643,87,"Blastomere A"
"f2237","Megakaryocytes",NA,0,2643,126,"Blastomere A"
"f2238","Megakaryocytes",NA,0,2643,357,"Blastomere A"
"f2239","Megakaryocytes",NA,0,2643,417,"Blastomere A"
"f2240","Megakaryocytes",NA,0,2643,151,"Blastomere B"
"f2241","Megakaryocytes",NA,0,2643,211,"Blastomere A"
"f2242","Megakaryocytes",NA,0,2643,557,"Blastomere A"
"f2243","Megakaryocytes",NA,0,2643,378,"Blastomere A"
"f2244","Megakaryocytes",1.86074171168294,13,2643,888,"Blastomere A"
"f2245","Megakaryocytes",NA,0,2643,761,"Blastomere A"
"f2246","Megakaryocytes",NA,9,2643,255,"Blastomere A"
"f2247","Megakaryocytes",NA,0,2643,488,"Blastomere B"
"f2248","Megakaryocytes",NA,0,2643,427,"Blastomere A"
"f2249","Megakaryocytes",NA,0,2643,266,"Blastomere B"
"f2250","Megakaryocytes",NA,0,2643,271,"Blastomere B"
"f2251","Megakaryocytes",NA,9,2643,407,"Blastomere A"
"f2252","Megakaryocytes",NA,0,2643,831,"Blastomere B"
"f2253","Megakaryocytes",NA,9,2643,1503,"Blastomere B"
"f2254","Megakaryocytes",NA,0,2643,315,"Blastomere A"
"f2255","Megakaryocytes",NA,8,2643,2402,"Blastomere A"
"f2256","Megakaryocytes",NA,0,2643,422,"Blastomere A"
"f2257","Megakaryocytes",NA,0,2643,982,"Blastomere A"
"f2258","Megakaryocytes",NA,0,2643,747,"Blastomere A"
"f2259","Megakaryocytes",NA,0,2643,738,"Blastomere B"
"f2260","Megakaryocytes",NA,0,2643,629,"Blastomere B"
"f2261","Megakaryocytes",NA,3,2643,681,"Blastomere A"
"f2262","Megakaryocytes",NA,0,2643,29,"Blastomere A"
"f2263","Megakaryocytes",NA,0,2643,43,"Blastomere B"
"f2264","Megakaryocytes",NA,0,2643,31,"Blastomere B"
"f2265","Megakaryocytes",NA,0,2643,81,"Blastomere A"
"f2266","Megakaryocytes",NA,0,2643,274,"Blastomere B"
"f2267","Megakaryocytes",NA,0,2643,359,"Blastomere B"
"f2268","Megakaryocytes",NA,0,2643,396,"Blastomere B"
"f2269","Megakaryocytes",NA,0,2643,285,"Blastomere A"
"f2270","Megakaryocytes",NA,0,2643,307,"Blastomere B"
"f2271","Megakaryocytes",2.36725285196763,12,2643,577,"Blastomere B"
"f2272","Megakaryocytes",NA,0,2643,454,"Blastomere A"
"f2273","Megakaryocytes",NA,0,2643,514,"Blastomere B"
"f2274","Megakaryocytes",NA,0,2643,323,"Blastomere B"
"f2275","Megakaryocytes",NA,0,2643,150,"Blastomere B"
"f2276","Megakaryocytes",NA,0,2643,673,"Blastomere B"
"f2277","Megakaryocytes",NA,0,2643,390,"Blastomere B"
"f2278","Megakaryocytes",NA,0,2643,111,"Blastomere B"
"f2279","Megakaryocytes",NA,5,2643,911,"Blastomere B"
"f2280","Megakaryocytes",NA,0,2643,431,"Blastomere B"
"f2281","Megakaryocytes",NA,0,2643,273,"Blastomere B"
"f2282","Megakaryocytes",NA,0,2643,264,"Blastomere A"
"f2283","Megakaryocytes",NA,0,2643,293,"Blastomere A"
"f2284","Megakaryocytes",NA,0,2643,380,"Blastomere B"
"f2285","Megakaryocytes",NA,0,2643,533,"Blastomere B"
"f2286","Megakaryocytes",NA,0,2643,553,"Blastomere A"
"f2287","Megakaryocytes",NA,0,2643,523,"Blastomere A"
"f2288","Megakaryocytes",NA,0,2643,1626,"Blastomere B"
"f2289","Megakaryocytes",NA,0,2643,280,"Blastomere A"
"f2290","Megakaryocytes",NA,0,2643,237,"Blastomere A"
"f2291","Megakaryocytes",NA,0,2643,295,"Blastomere A"
"f2292","Megakaryocytes",NA,0,2643,285,"Blastomere B"
"f2293","Megakaryocytes",NA,0,2643,787,"Blastomere A"
"f2294","Megakaryocytes",NA,0,2643,667,"Blastomere B"
"f2295","Megakaryocytes",NA,0,2643,644,"Blastomere A"
"f2296","Megakaryocytes",NA,0,2643,451,"Blastomere B"
"f2297","Megakaryocytes",NA,5,2643,328,"Blastomere A"
"f2298","Megakaryocytes",NA,0,2643,777,"Blastomere B"
"f2299","Megakaryocytes",NA,0,2643,2068,"Blastomere A"
"f2300","Megakaryocytes",NA,2,2643,1386,"Blastomere B"
"f2301","Megakaryocytes",NA,0,2643,1212,"Blastomere A"
"f2302","Megakaryocytes",NA,0,2643,780,"Blastomere A"
"f2303","Megakaryocytes",NA,0,2643,533,"Blastomere A"
"f2304","Megakaryocytes",NA,0,2643,433,"Blastomere A"
"f2305","Megakaryocytes",NA,0,2643,392,"Blastomere A"
"f2306","Megakaryocytes",NA,0,2643,345,"Blastomere B"
"f2307","Megakaryocytes",NA,0,2643,556,"Blastomere A"
"f2308","Megakaryocytes",NA,0,2643,549,"Blastomere B"
"f2309","Megakaryocytes",NA,0,2643,1069,"Blastomere A"
"f2310","Megakaryocytes",NA,0,2643,1070,"Blastomere A"
"f2311","Megakaryocytes",NA,0,2643,736,"Blastomere A"
"f2312","Megakaryocytes",NA,0,2643,1286,"Blastomere B"
"f2313","Megakaryocytes",NA,0,2643,786,"Blastomere A"
"f2314","Megakaryocytes",NA,0,2643,1659,"Blastomere A"
"f2315","Megakaryocytes",NA,0,2643,2765,"Blastomere B"
"f2316","Megakaryocytes",NA,0,2643,542,"Blastomere A"
"f2317","Megakaryocytes",NA,0,2643,4282,"Blastomere A"
"f2318","Megakaryocytes",1.29270230099839,15,2643,1519,"Blastomere A"
"f2319","Megakaryocytes",NA,0,2643,659,"Blastomere A"
"f2320","Megakaryocytes",NA,7,2643,485,"Blastomere B"
"f2321","Megakaryocytes",NA,0,2643,1411,"Blastomere A"
"f2322","Megakaryocytes",NA,0,2643,1072,"Blastomere A"
"f2323","Megakaryocytes",0.298226786052155,54,2643,10895,"Blastomere A"
"f2324","Megakaryocytes",NA,0,2643,96,"Blastomere A"
"f2325","Megakaryocytes",NA,0,2643,51,"Blastomere A"
"f2326","Megakaryocytes",NA,0,2643,253,"Blastomere A"
"f2327","Megakaryocytes",NA,0,2643,24,"Blastomere A"
"f2328","Megakaryocytes",NA,0,2643,189,"Blastomere A"
"f2329","Megakaryocytes",NA,0,2643,28,"Blastomere A"
"f2330","Megakaryocytes",NA,0,2643,47,"Blastomere A"
"f2331","Megakaryocytes",NA,0,2643,47,"Blastomere B"
"f2332","Megakaryocytes",NA,0,2643,143,"Blastomere A"
"f2333","Megakaryocytes",NA,0,2643,84,"Blastomere B"
"f2334","Megakaryocytes",NA,0,2643,154,"Blastomere B"
"f2335","Megakaryocytes",NA,0,2643,133,"Blastomere A"
"f2336","Megakaryocytes",NA,0,2643,72,"Blastomere A"
"f2337","Megakaryocytes",NA,0,2643,291,"Blastomere B"
"f2338","Megakaryocytes",NA,0,2643,85,"Blastomere B"
"f2339","Megakaryocytes",NA,0,2643,624,"Blastomere A"
"f2340","Megakaryocytes",NA,0,2643,396,"Blastomere B"
"f2341","Megakaryocytes",2.34886799269698,10,2643,487,"Blastomere A"
"f2342","Megakaryocytes",NA,0,2643,234,"Blastomere B"
"f2343","Megakaryocytes",NA,9,2643,650,"Blastomere A"
"f2344","Megakaryocytes",NA,0,2643,340,"Blastomere A"
"f2345","Megakaryocytes",NA,0,2643,551,"Blastomere A"
"f2346","Megakaryocytes",NA,0,2643,433,"Blastomere A"
"f2347","Megakaryocytes",2.5624004371132,18,2643,756,"Blastomere A"
"f2348","Megakaryocytes",NA,1,2643,950,"Blastomere A"
"f2349","Megakaryocytes",NA,0,2643,723,"Blastomere A"
"f2350","Megakaryocytes",NA,0,2643,217,"Blastomere A"
"f2351","Megakaryocytes",NA,0,2643,1268,"Blastomere B"
"f2352","Megakaryocytes",NA,0,2643,696,"Blastomere A"
"f2353","Megakaryocytes",NA,8,2643,1597,"Blastomere B"
"f2354","Megakaryocytes",NA,0,2643,260,"Blastomere A"
"f2355","Megakaryocytes",NA,0,2643,2173,"Blastomere A"
"f2356","Megakaryocytes",1.75202890122073,26,2643,1915,"Blastomere B"
"f2357","Megakaryocytes",NA,0,2643,376,"Blastomere A"
"f2358","Megakaryocytes",NA,0,2643,3626,"Blastomere A"
"f2359","Megakaryocytes",NA,0,2643,539,"Blastomere A"
"f2360","Megakaryocytes",NA,0,2643,420,"Blastomere A"
"f2361","Megakaryocytes",0.250925894000892,31,2643,6463,"Blastomere B"
"f2362","Megakaryocytes",NA,3,2643,968,"Blastomere B"
"f2363","Megakaryocytes",NA,1,2643,723,"Blastomere A"
"f2364","Megakaryocytes",NA,4,2643,1217,"Blastomere A"
"f2365","Megakaryocytes",5.74526449426301,32,2643,148,"Blastomere B"
"f2366","Megakaryocytes",5.63278976500459,19,2643,95,"Blastomere B"
"f2367","Megakaryocytes",5.32244964439244,10,2643,62,"Blastomere B"
"f2368","Megakaryocytes",5.31530757514842,13,2643,81,"Blastomere A"
"f2369","Megakaryocytes",5.128747259667,22,2643,156,"Blastomere A"
"f2370","Megakaryocytes",5.11879378563758,50,2643,357,"Blastomere A"
"f2371","Megakaryocytes",5.08964743997806,35,2643,255,"Blastomere A"
"f2372","Megakaryocytes",4.78479285844964,36,2643,324,"Blastomere A"
"f2373","Megakaryocytes",4.72703113888599,68,2643,637,"Blastomere A"
"f2374","Megakaryocytes",4.47751153952668,22,2643,245,"Blastomere A"
"f2375","Megakaryocytes",4.24505961172149,12,2643,157,"Blastomere A"
"f2376","Megakaryocytes",4.19702082414166,57,2643,771,"Blastomere B"
"f2377","Megakaryocytes",4.04336071260155,43,2643,647,"Blastomere A"
"f2378","Megakaryocytes",3.97417022255813,28,2643,442,"Blastomere B"
"f2379","Megakaryocytes",3.86074171168294,26,2643,444,"Blastomere A"
"f2380","Megakaryocytes",3.79989975083985,16,2643,285,"Blastomere B"
"f2381","Megakaryocytes",3.77149603583619,12,2643,218,"Blastomere A"
"f2382","Megakaryocytes",3.74526449426301,12,2643,222,"Blastomere B"
"f2383","Megakaryocytes",3.66931564102971,10,2643,195,"Blastomere A"
"f2384","Megakaryocytes",3.54402190779834,26,2643,553,"Blastomere A"
"f2385","Megakaryocytes",2.71950139819792,12,2643,452,"Blastomere A"
"f2386","Megakaryocytes",2.59096958930997,17,2643,700,"Blastomere B"
"f2387","Megakaryocytes",1.99703537372683,80,2643,4972,"Blastomere A"
"f2388","Megakaryocytes",1.71179449659524,19,2643,1439,"Blastomere A"
"f2389","Megakaryocytes",1.59926814350145,67,2643,5486,"Blastomere B"
"f2390","Megakaryocytes",NA,0,2643,15,"Blastomere B"
"f2391","Megakaryocytes",NA,0,2643,24,"Blastomere A"
"f2392","Megakaryocytes",NA,0,2643,29,"Blastomere B"
"f2393","Megakaryocytes",NA,0,2643,38,"Blastomere A"
"f2394","Megakaryocytes",NA,0,2643,37,"Blastomere A"
"f2395","Megakaryocytes",NA,0,2643,31,"Blastomere A"
"f2396","Megakaryocytes",NA,0,2643,32,"Blastomere A"
"f2397","Megakaryocytes",NA,0,2643,124,"Blastomere A"
"f2398","Megakaryocytes",NA,0,2643,59,"Blastomere B"
"f2399","Megakaryocytes",NA,3,2643,450,"Blastomere A"
"f2400","Megakaryocytes",NA,0,2643,135,"Blastomere A"
"f2401","Megakaryocytes",NA,0,2643,260,"Blastomere B"
"f2402","Megakaryocytes",NA,0,2643,411,"Blastomere A"
"f2403","Megakaryocytes",NA,0,2643,503,"Blastomere A"
"f2404","Megakaryocytes",NA,4,2643,229,"Blastomere B"
"f2405","Megakaryocytes",NA,3,2643,261,"Blastomere A"
"f2406","Megakaryocytes",NA,0,2643,591,"Blastomere A"
"f2407","Megakaryocytes",NA,3,2643,934,"Blastomere B"
"f2408","Megakaryocytes",NA,3,2643,960,"Blastomere B"
"f2409","Megakaryocytes",NA,6,2643,4521,"Blastomere A"
"f2410","Megakaryocytes",NA,2,2643,6668,"Blastomere A"
"f2411","Megakaryocytes",NA,0,2643,37,"Blastomere B"
"f2412","Megakaryocytes",NA,0,2643,15,"Blastomere B"
"f2413","Megakaryocytes",NA,0,2643,36,"Blastomere B"
"f2414","Megakaryocytes",NA,0,2643,29,"Blastomere A"
"f2415","Megakaryocytes",NA,0,2643,30,"Blastomere B"
"f2416","Megakaryocytes",NA,0,2643,161,"Blastomere A"
"f2417","Megakaryocytes",NA,0,2643,139,"Blastomere A"
"f2418","Megakaryocytes",NA,0,2643,50,"Blastomere B"
"f2419","Megakaryocytes",NA,0,2643,461,"Blastomere A"
"f2420","Megakaryocytes",NA,0,2643,74,"Blastomere B"
"f2421","Megakaryocytes",NA,0,2643,64,"Blastomere A"
"f2422","Megakaryocytes",NA,0,2643,158,"Blastomere A"
"f2423","Megakaryocytes",NA,0,2643,78,"Blastomere A"
"f2424","Megakaryocytes",NA,0,2643,387,"Blastomere B"
"f2425","Megakaryocytes",NA,0,2643,160,"Blastomere B"
"f2426","Megakaryocytes",NA,8,2643,344,"Blastomere B"
"f2427","Megakaryocytes",NA,0,2643,733,"Blastomere A"
"f2428","Megakaryocytes",NA,0,2643,337,"Blastomere B"
"f2429","Megakaryocytes",NA,0,2643,411,"Blastomere B"
"f2430","Megakaryocytes",NA,3,2643,1416,"Blastomere A"
"f2431","Megakaryocytes",NA,0,2643,455,"Blastomere A"
"f2432","Megakaryocytes",NA,0,2643,888,"Blastomere A"
"f2433","Megakaryocytes",1.96792771710957,12,2643,761,"Blastomere B"
"f2434","Megakaryocytes",NA,2,2643,182,"Blastomere B"
"f2435","Megakaryocytes",NA,0,2643,141,"Blastomere B"
"f2436","Megakaryocytes",NA,2,2643,657,"Blastomere A"
"f2437","Megakaryocytes",NA,0,2643,901,"Blastomere B"
"f2438","Megakaryocytes",2.33510921636391,30,2643,1475,"Blastomere B"
"f2439","Megakaryocytes",NA,0,2643,1344,"Blastomere A"
"f2440","Megakaryocytes",NA,1,2643,2320,"Blastomere B"
"f2441","Megakaryocytes",0.471573884754339,12,2643,2147,"Blastomere A"
"f2442","Megakaryocytes",NA,0,2643,2669,"Blastomere B"
"f2443","Megakaryocytes",NA,0,2643,5347,"Blastomere A"
"f2444","Megakaryocytes",NA,1,2643,4317,"Blastomere A"
"f2445","Megakaryocytes",NA,2,2643,118,"Blastomere B"
"f2446","Megakaryocytes",NA,0,2643,194,"Blastomere B"
"f2447","Megakaryocytes",NA,4,2643,258,"Blastomere A"
"f2448","Megakaryocytes",NA,8,2643,610,"Blastomere B"
"f2449","Megakaryocytes",1.93537985905349,22,2643,1427,"Blastomere A"
"f2450","Megakaryocytes",2.54754247838608,23,2643,976,"Blastomere A"
"f2451","Megakaryocytes",1.55704322694369,16,2643,1349,"Blastomere B"
"f2452","Megakaryocytes",1.98742893920867,23,2643,1439,"Blastomere A"
"f2453","Megakaryocytes",2.74129121981306,49,2643,1818,"Blastomere A"
"f2454","Megakaryocytes",1.19572595939575,26,2643,2816,"Blastomere B"
"f2455","Megakaryocytes",-0.906734008169864,34,2643,15814,"Blastomere A"
"f2456","Megakaryocytes",NA,0,2643,6,"Blastomere B"
"f2457","Megakaryocytes",NA,0,2643,2,"Blastomere A"
"f2458","Megakaryocytes",NA,0,2643,1,"Blastomere A"
"f2459","Megakaryocytes",NA,0,2643,7,"Blastomere A"
"f2460","Megakaryocytes",NA,0,2643,5,"Blastomere A"
"f2461","Megakaryocytes",NA,0,2643,13,"Blastomere B"
"f2462","Megakaryocytes",NA,0,2643,12,"Blastomere B"
"f2463","Megakaryocytes",NA,0,2643,12,"Blastomere B"
"f2464","Megakaryocytes",NA,0,2643,3,"Blastomere B"
"f2465","Megakaryocytes",NA,0,2643,11,"Blastomere B"
"f2466","Megakaryocytes",NA,0,2643,11,"Blastomere B"
"f2467","Megakaryocytes",NA,0,2643,8,"Blastomere B"
"f2468","Megakaryocytes",NA,0,2643,2,"Blastomere B"
"f2469","Megakaryocytes",NA,0,2643,2,"Blastomere B"
"f2470","Megakaryocytes",NA,0,2643,13,"Blastomere B"
"f2471","Megakaryocytes",NA,0,2643,12,"Blastomere A"
"f2472","Megakaryocytes",NA,0,2643,8,"Blastomere B"
"f2473","Megakaryocytes",NA,0,2643,6,"Blastomere B"
"f2474","Megakaryocytes",NA,0,2643,3,"Blastomere B"
"f2475","Megakaryocytes",NA,0,2643,7,"Blastomere B"
"f2476","Megakaryocytes",NA,0,2643,5,"Blastomere B"
"f2477","Megakaryocytes",NA,0,2643,7,"Blastomere B"
"f2478","Megakaryocytes",NA,0,2643,3,"Blastomere B"
"f2479","Megakaryocytes",NA,0,2643,12,"Blastomere B"
"f2480","Megakaryocytes",NA,0,2643,15,"Blastomere A"
"f2481","Megakaryocytes",NA,0,2643,6,"Blastomere B"
"f2482","Megakaryocytes",NA,0,2643,9,"Blastomere B"
"f2483","Megakaryocytes",NA,0,2643,4,"Blastomere B"
"f2484","Megakaryocytes",NA,0,2643,2,"Blastomere B"
"f2485","Megakaryocytes",NA,0,2643,11,"Blastomere B"
"f2486","Megakaryocytes",NA,0,2643,4,"Blastomere B"
"f2487","Megakaryocytes",NA,0,2643,6,"Blastomere B"
"f2488","Megakaryocytes",NA,0,2643,7,"Blastomere A"
"f2489","Megakaryocytes",NA,0,2643,7,"Blastomere A"
"f2490","Megakaryocytes",NA,0,2643,7,"Blastomere A"
"f2491","Megakaryocytes",NA,0,2643,14,"Blastomere A"
"f2492","Megakaryocytes",NA,0,2643,14,"Blastomere A"
"f2493","Megakaryocytes",NA,0,2643,17,"Blastomere A"
"f2494","Megakaryocytes",NA,0,2643,13,"Blastomere A"
"f2495","Megakaryocytes",NA,0,2643,8,"Blastomere A"
"f2496","Megakaryocytes",NA,0,2643,1,"Blastomere A"
"f2497","Megakaryocytes",NA,0,2643,1,"Blastomere A"
"f2498","Megakaryocytes",NA,0,2643,9,"Blastomere B"
"f2499","Megakaryocytes",NA,0,2643,14,"Blastomere B"
"f2500","Megakaryocytes",NA,0,2643,15,"Blastomere B"
"f2501","Megakaryocytes",NA,0,2643,4,"Blastomere B"
